_id,Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
3889,2017Q3,"",S08000024,"",S12000019,"",All Day cases,"",1590,0,0,"",1571,0,0,""
3890,2017Q4,"",S08000024,"",S12000019,"",All Day cases,"",1680,0,0,"",1674,0,0,""
3891,2018Q1,"",S08000024,"",S12000019,"",All Day cases,"",1706,0,0,"",1686,0,0,""
3892,2018Q2,"",S08000024,"",S12000019,"",All Day cases,"",1657,0,0,"",1648,0,0,""
3893,2018Q3,"",S08000024,"",S12000019,"",All Day cases,"",1676,0,0,"",1661,0,0,""
3894,2018Q4,"",S08000024,"",S12000019,"",All Day cases,"",1754,0,0,"",1735,0,0,""
3895,2019Q1,"",S08000024,"",S12000019,"",All Day cases,"",1818,0,0,"",1803,0,0,""
3896,2019Q2,"",S08000024,"",S12000019,"",All Day cases,"",1828,0,0,"",1818,0,0,""
3897,2019Q3,"",S08000024,"",S12000019,"",All Day cases,"",1785,0,0,"",1762,0,0,""
3898,2019Q4,"",S08000024,"",S12000019,"",All Day cases,"",1747,0,0,"",1736,0,0,""
3899,2020Q1,"",S08000024,"",S12000019,"",All Day cases,"",1657,0,0,"",1637,0,0,""
3900,2020Q2,"",S08000024,"",S12000019,"",All Day cases,"",825,0,0,"",811,0,0,""
3901,2020Q3,"",S08000024,"",S12000019,"",All Day cases,"",1225,0,0,"",1216,0,0,""
3902,2020Q4,"",S08000024,"",S12000019,"",All Day cases,"",1297,0,0,"",1279,0,0,""
3903,2021Q1,"",S08000024,"",S12000019,"",All Day cases,"",1380,0,0,"",1370,0,0,""
3904,2021Q2,"",S08000024,"",S12000019,"",All Day cases,"",1734,0,0,"",1719,0,0,""
3905,2021Q3,"",S08000024,"",S12000019,"",All Day cases,"",1520,0,0,"",1501,0,0,""
3906,2021Q4,"",S08000024,"",S12000019,"",All Day cases,"",1446,0,0,"",1427,10,0.00700770847932726,""
3907,2022Q1,"",S08000024,"",S12000019,"",All Day cases,"",1578,0,0,"",1545,11,0.00711974110032363,""
3908,2022Q2,p,S08000024,"",S12000019,"",All Day cases,"",1464,0,0,"",1439,10,0.0069492703266157,""
3909,2017Q2,"",S08000024,"",S08000024,d,All Day cases,"",14541,0,0,"",14438,0,0,""
3910,2017Q3,"",S08000024,"",S08000024,d,All Day cases,"",14625,0,0,"",14508,0,0,""
3911,2017Q4,"",S08000024,"",S08000024,d,All Day cases,"",14715,0,0,"",14614,0,0,""
3912,2018Q1,"",S08000024,"",S08000024,d,All Day cases,"",14377,0,0,"",14256,0,0,""
3913,2018Q2,"",S08000024,"",S08000024,d,All Day cases,"",15325,0,0,"",15203,0,0,""
3914,2018Q3,"",S08000024,"",S08000024,d,All Day cases,"",15046,0,0,"",14927,0,0,""
3915,2018Q4,"",S08000024,"",S08000024,d,All Day cases,"",15071,0,0,"",14936,0,0,""
3916,2019Q1,"",S08000024,"",S08000024,d,All Day cases,"",14953,0,0,"",14833,0,0,""
3917,2019Q2,"",S08000024,"",S08000024,d,All Day cases,"",15579,0,0,"",15431,5,3.24023070442615e-4,""
3918,2019Q3,"",S08000024,"",S08000024,d,All Day cases,"",14948,0,0,"",14803,0,0,""
3919,2019Q4,"",S08000024,"",S08000024,d,All Day cases,"",15291,0,0,"",15129,5,3.30491109789147e-4,""
3920,2020Q1,"",S08000024,"",S08000024,d,All Day cases,"",14666,0,0,"",14507,0,0,""
3921,2020Q2,"",S08000024,"",S08000024,d,All Day cases,"",8109,0,0,"",7960,0,0,""
3922,2020Q3,"",S08000024,"",S08000024,d,All Day cases,"",11187,0,0,"",11054,0,0,""
3923,2020Q4,"",S08000024,"",S08000024,d,All Day cases,"",12859,0,0,"",12731,5,3.92742125520383e-4,""
3924,2021Q1,"",S08000024,"",S08000024,d,All Day cases,"",13053,0,0,"",12922,0,0,""
3925,2021Q2,"",S08000024,"",S08000024,d,All Day cases,"",14188,0,0,"",14051,0,0,""
3926,2021Q3,"",S08000024,"",S08000024,d,All Day cases,"",14212,0,0,"",14050,28,0.00199288256227758,""
3927,2021Q4,"",S08000024,"",S08000024,d,All Day cases,"",13705,0,0,"",13539,47,0.00347145283994387,""
3928,2022Q1,"",S08000024,"",S08000024,d,All Day cases,"",14751,0,0,"",14522,50,0.00344305192122297,""
3929,2022Q2,p,S08000024,"",S08000024,d,All Day cases,"",14942,0,0,"",14721,69,0.0046871815773385,""
3930,2017Q2,"",S08000024,"",S12000040,"",All Day cases,"",3126,0,0,"",3101,0,0,""
3931,2017Q3,"",S08000024,"",S12000040,"",All Day cases,"",3277,0,0,"",3251,0,0,""
3932,2017Q4,"",S08000024,"",S12000040,"",All Day cases,"",3243,0,0,"",3224,0,0,""
3933,2018Q1,"",S08000024,"",S12000040,"",All Day cases,"",3137,0,0,"",3111,0,0,""
3934,2018Q2,"",S08000024,"",S12000040,"",All Day cases,"",3279,0,0,"",3248,0,0,""
3935,2018Q3,"",S08000024,"",S12000040,"",All Day cases,"",3194,0,0,"",3164,0,0,""
3936,2018Q4,"",S08000024,"",S12000040,"",All Day cases,"",2997,0,0,"",2977,0,0,""
3937,2019Q1,"",S08000024,"",S12000040,"",All Day cases,"",2926,0,0,"",2903,0,0,""
3938,2019Q2,"",S08000024,"",S12000040,"",All Day cases,"",3121,0,0,"",3087,0,0,""
3939,2019Q3,"",S08000024,"",S12000040,"",All Day cases,"",3164,0,0,"",3146,0,0,""
3940,2019Q4,"",S08000024,"",S12000040,"",All Day cases,"",3363,0,0,"",3338,0,0,""
3941,2020Q1,"",S08000024,"",S12000040,"",All Day cases,"",3586,0,0,"",3555,0,0,""
3942,2020Q2,"",S08000024,"",S12000040,"",All Day cases,"",2003,0,0,"",1972,0,0,""
3943,2020Q3,"",S08000024,"",S12000040,"",All Day cases,"",2673,0,0,"",2630,0,0,""
3944,2020Q4,"",S08000024,"",S12000040,"",All Day cases,"",3147,0,0,"",3122,0,0,""
3945,2021Q1,"",S08000024,"",S12000040,"",All Day cases,"",3360,0,0,"",3335,0,0,""
3946,2021Q2,"",S08000024,"",S12000040,"",All Day cases,"",3495,0,0,"",3466,0,0,""
3947,2021Q3,"",S08000024,"",S12000040,"",All Day cases,"",3699,0,0,"",3647,19,0.00520976144776529,""
3948,2021Q4,"",S08000024,"",S12000040,"",All Day cases,"",3300,0,0,"",3256,17,0.00522113022113022,""
3949,2022Q1,"",S08000024,"",S12000040,"",All Day cases,"",3669,0,0,"",3624,21,0.00579470198675497,""
3950,2022Q2,p,S08000024,"",S12000040,"",All Day cases,"",3687,0,0,"",3630,31,0.00853994490358127,""
3951,2017Q2,"",S08000025,"",S08000025,d,All Day cases,"",542,0,0,"",533,0,0,""
3952,2017Q3,"",S08000025,"",S08000025,d,All Day cases,"",489,0,0,"",485,0,0,""
3953,2017Q4,"",S08000025,"",S08000025,d,All Day cases,"",581,0,0,"",578,0,0,""
3954,2018Q1,"",S08000025,"",S08000025,d,All Day cases,"",639,0,0,"",634,0,0,""
3955,2018Q2,"",S08000025,"",S08000025,d,All Day cases,"",574,0,0,"",570,0,0,""
3956,2018Q3,"",S08000025,"",S08000025,d,All Day cases,"",610,0,0,"",607,0,0,""
3957,2018Q4,"",S08000025,"",S08000025,d,All Day cases,"",652,0,0,"",644,0,0,""
3958,2019Q1,"",S08000025,"",S08000025,d,All Day cases,"",651,0,0,"",643,0,0,""
3959,2019Q2,"",S08000025,"",S08000025,d,All Day cases,"",670,0,0,"",663,0,0,""
3960,2019Q3,"",S08000025,"",S08000025,d,All Day cases,"",828,0,0,"",823,0,0,""
3961,2019Q4,"",S08000025,"",S08000025,d,All Day cases,"",810,0,0,"",803,0,0,""
3962,2020Q1,"",S08000025,"",S08000025,d,All Day cases,"",714,0,0,"",703,0,0,""
3963,2020Q2,"",S08000025,"",S08000025,d,All Day cases,"",428,0,0,"",424,0,0,""
3964,2020Q3,"",S08000025,"",S08000025,d,All Day cases,"",641,0,0,"",640,0,0,""
3965,2020Q4,"",S08000025,"",S08000025,d,All Day cases,"",688,0,0,"",686,0,0,""
3966,2021Q1,"",S08000025,"",S08000025,d,All Day cases,"",664,0,0,"",658,0,0,""
3967,2021Q2,"",S08000025,"",S08000025,d,All Day cases,"",718,0,0,"",702,0,0,""
3968,2021Q3,"",S08000025,"",S08000025,d,All Day cases,"",762,0,0,"",753,0,0,""
3969,2021Q4,"",S08000025,"",S08000025,d,All Day cases,"",798,0,0,"",794,0,0,""
3970,2022Q1,"",S08000025,"",S08000025,d,All Day cases,"",823,0,0,"",820,0,0,""
3971,2022Q2,p,S08000025,"",S08000025,d,All Day cases,"",818,0,0,"",816,0,0,""
3972,2017Q2,"",S08000025,"",S12000023,"",All Day cases,"",542,0,0,"",533,0,0,""
3973,2017Q3,"",S08000025,"",S12000023,"",All Day cases,"",489,0,0,"",485,0,0,""
3974,2017Q4,"",S08000025,"",S12000023,"",All Day cases,"",581,0,0,"",578,0,0,""
3975,2018Q1,"",S08000025,"",S12000023,"",All Day cases,"",639,0,0,"",634,0,0,""
3976,2018Q2,"",S08000025,"",S12000023,"",All Day cases,"",574,0,0,"",570,0,0,""
3977,2018Q3,"",S08000025,"",S12000023,"",All Day cases,"",610,0,0,"",607,0,0,""
3978,2018Q4,"",S08000025,"",S12000023,"",All Day cases,"",652,0,0,"",644,0,0,""
3979,2019Q1,"",S08000025,"",S12000023,"",All Day cases,"",651,0,0,"",643,0,0,""
3980,2019Q2,"",S08000025,"",S12000023,"",All Day cases,"",670,0,0,"",663,0,0,""
3981,2019Q3,"",S08000025,"",S12000023,"",All Day cases,"",828,0,0,"",823,0,0,""
3982,2019Q4,"",S08000025,"",S12000023,"",All Day cases,"",810,0,0,"",803,0,0,""
3983,2020Q1,"",S08000025,"",S12000023,"",All Day cases,"",714,0,0,"",703,0,0,""
3984,2020Q2,"",S08000025,"",S12000023,"",All Day cases,"",428,0,0,"",424,0,0,""
3985,2020Q3,"",S08000025,"",S12000023,"",All Day cases,"",641,0,0,"",640,0,0,""
3986,2020Q4,"",S08000025,"",S12000023,"",All Day cases,"",688,0,0,"",686,0,0,""
3987,2021Q1,"",S08000025,"",S12000023,"",All Day cases,"",664,0,0,"",658,0,0,""
3988,2021Q2,"",S08000025,"",S12000023,"",All Day cases,"",718,0,0,"",702,0,0,""
3989,2021Q3,"",S08000025,"",S12000023,"",All Day cases,"",762,0,0,"",753,0,0,""
3990,2021Q4,"",S08000025,"",S12000023,"",All Day cases,"",798,0,0,"",794,0,0,""
3991,2022Q1,"",S08000025,"",S12000023,"",All Day cases,"",823,0,0,"",820,0,0,""
3992,2022Q2,p,S08000025,"",S12000023,"",All Day cases,"",818,0,0,"",816,0,0,""
3993,2017Q2,"",S08000026,"",S08000026,d,All Day cases,"",742,0,0,"",742,0,0,""
3994,2017Q3,"",S08000026,"",S08000026,d,All Day cases,"",690,0,0,"",684,0,0,""
3995,2017Q4,"",S08000026,"",S08000026,d,All Day cases,"",674,0,0,"",672,0,0,""
3996,2018Q1,"",S08000026,"",S08000026,d,All Day cases,"",601,0,0,"",597,0,0,""
3997,2018Q2,"",S08000026,"",S08000026,d,All Day cases,"",720,0,0,"",715,0,0,""
3998,2018Q3,"",S08000026,"",S08000026,d,All Day cases,"",674,0,0,"",668,0,0,""
3999,2018Q4,"",S08000026,"",S08000026,d,All Day cases,"",660,0,0,"",660,0,0,""
4000,2019Q1,"",S08000026,"",S08000026,d,All Day cases,"",684,0,0,"",681,0,0,""
4001,2019Q2,"",S08000026,"",S08000026,d,All Day cases,"",682,0,0,"",679,0,0,""
4002,2019Q3,"",S08000026,"",S08000026,d,All Day cases,"",597,0,0,"",594,0,0,""
4003,2019Q4,"",S08000026,"",S08000026,d,All Day cases,"",680,0,0,"",676,0,0,""
4004,2020Q1,"",S08000026,"",S08000026,d,All Day cases,"",607,0,0,"",605,0,0,""
4005,2020Q2,"",S08000026,"",S08000026,d,All Day cases,"",161,0,0,"",161,0,0,""
4006,2020Q3,"",S08000026,"",S08000026,d,All Day cases,"",341,0,0,"",338,0,0,""
4007,2020Q4,"",S08000026,"",S08000026,d,All Day cases,"",378,0,0,"",375,0,0,""
4008,2021Q1,"",S08000026,"",S08000026,d,All Day cases,"",441,0,0,"",441,0,0,""
4009,2021Q2,"",S08000026,"",S08000026,d,All Day cases,"",521,0,0,"",517,0,0,""
4010,2021Q3,"",S08000026,"",S08000026,d,All Day cases,"",407,0,0,"",401,0,0,""
4011,2021Q4,"",S08000026,"",S08000026,d,All Day cases,"",443,0,0,"",440,0,0,""
4012,2022Q1,"",S08000026,"",S08000026,d,All Day cases,"",568,0,0,"",567,0,0,""
4013,2022Q2,p,S08000026,"",S08000026,d,All Day cases,"",490,0,0,"",488,0,0,""
4014,2017Q2,"",S08000026,"",S12000027,"",All Day cases,"",742,0,0,"",742,0,0,""
4015,2017Q3,"",S08000026,"",S12000027,"",All Day cases,"",690,0,0,"",684,0,0,""
4016,2017Q4,"",S08000026,"",S12000027,"",All Day cases,"",674,0,0,"",672,0,0,""
4017,2018Q1,"",S08000026,"",S12000027,"",All Day cases,"",601,0,0,"",597,0,0,""
4018,2018Q2,"",S08000026,"",S12000027,"",All Day cases,"",720,0,0,"",715,0,0,""
4019,2018Q3,"",S08000026,"",S12000027,"",All Day cases,"",674,0,0,"",668,0,0,""
4020,2018Q4,"",S08000026,"",S12000027,"",All Day cases,"",660,0,0,"",660,0,0,""
4021,2019Q1,"",S08000026,"",S12000027,"",All Day cases,"",684,0,0,"",681,0,0,""
4022,2019Q2,"",S08000026,"",S12000027,"",All Day cases,"",682,0,0,"",679,0,0,""
4023,2019Q3,"",S08000026,"",S12000027,"",All Day cases,"",597,0,0,"",594,0,0,""
4024,2019Q4,"",S08000026,"",S12000027,"",All Day cases,"",680,0,0,"",676,0,0,""
4025,2020Q1,"",S08000026,"",S12000027,"",All Day cases,"",607,0,0,"",605,0,0,""
4026,2020Q2,"",S08000026,"",S12000027,"",All Day cases,"",161,0,0,"",161,0,0,""
4027,2020Q3,"",S08000026,"",S12000027,"",All Day cases,"",341,0,0,"",338,0,0,""
4028,2020Q4,"",S08000026,"",S12000027,"",All Day cases,"",378,0,0,"",375,0,0,""
4029,2021Q1,"",S08000026,"",S12000027,"",All Day cases,"",441,0,0,"",441,0,0,""
4030,2021Q2,"",S08000026,"",S12000027,"",All Day cases,"",521,0,0,"",517,0,0,""
4031,2021Q3,"",S08000026,"",S12000027,"",All Day cases,"",407,0,0,"",401,0,0,""
4032,2021Q4,"",S08000026,"",S12000027,"",All Day cases,"",443,0,0,"",440,0,0,""
4033,2022Q1,"",S08000026,"",S12000027,"",All Day cases,"",568,0,0,"",567,0,0,""
4034,2022Q2,p,S08000026,"",S12000027,"",All Day cases,"",490,0,0,"",488,0,0,""
4035,2017Q2,"",S08000030,"",S12000041,"",All Day cases,"",876,0,0,"",868,0,0,""
4036,2017Q3,"",S08000030,"",S12000041,"",All Day cases,"",790,0,0,"",784,0,0,""
4037,2017Q4,"",S08000030,"",S12000041,"",All Day cases,"",892,0,0,"",884,0,0,""
4038,2018Q1,"",S08000030,"",S12000041,"",All Day cases,"",956,0,0,"",953,0,0,""
4039,2018Q2,"",S08000030,"",S12000041,"",All Day cases,"",1016,0,0,"",1011,0,0,""
4040,2018Q3,"",S08000030,"",S12000041,"",All Day cases,"",881,0,0,"",876,0,0,""
4041,2018Q4,"",S08000030,"",S12000041,"",All Day cases,"",894,0,0,"",882,0,0,""
4042,2019Q1,"",S08000030,"",S12000041,"",All Day cases,"",1005,0,0,"",997,0,0,""
4043,2019Q2,"",S08000030,"",S12000041,"",All Day cases,"",1078,0,0,"",1068,0,0,""
4044,2019Q3,"",S08000030,"",S12000041,"",All Day cases,"",999,0,0,"",995,0,0,""
4045,2019Q4,"",S08000030,"",S12000041,"",All Day cases,"",946,0,0,"",936,0,0,""
4046,2020Q1,"",S08000030,"",S12000041,"",All Day cases,"",1012,0,0,"",1006,0,0,""
4047,2020Q2,"",S08000030,"",S12000041,"",All Day cases,"",138,0,0,"",136,0,0,""
4048,2020Q3,"",S08000030,"",S12000041,"",All Day cases,"",687,0,0,"",685,0,0,""
4049,2020Q4,"",S08000030,"",S12000041,"",All Day cases,"",781,0,0,"",776,0,0,""
4050,2021Q1,"",S08000030,"",S12000041,"",All Day cases,"",662,0,0,"",653,0,0,""
4051,2021Q2,"",S08000030,"",S12000041,"",All Day cases,"",859,0,0,"",849,0,0,""
4052,2021Q3,"",S08000030,"",S12000041,"",All Day cases,"",850,0,0,"",833,0,0,""
4053,2021Q4,"",S08000030,"",S12000041,"",All Day cases,"",940,0,0,"",926,0,0,""
4054,2022Q1,"",S08000030,"",S12000041,"",All Day cases,"",944,0,0,"",936,0,0,""
4055,2022Q2,p,S08000030,"",S12000041,"",All Day cases,"",951,0,0,"",942,0,0,""
4056,2017Q2,"",S08000030,"",S12000042,"",All Day cases,"",946,0,0,"",936,0,0,""
4057,2017Q3,"",S08000030,"",S12000042,"",All Day cases,"",914,0,0,"",905,0,0,""
4058,2017Q4,"",S08000030,"",S12000042,"",All Day cases,"",905,0,0,"",894,0,0,""
4059,2018Q1,"",S08000030,"",S12000042,"",All Day cases,"",981,0,0,"",966,0,0,""
4060,2018Q2,"",S08000030,"",S12000042,"",All Day cases,"",1138,0,0,"",1123,0,0,""
4061,2018Q3,"",S08000030,"",S12000042,"",All Day cases,"",943,0,0,"",931,0,0,""
4062,2018Q4,"",S08000030,"",S12000042,"",All Day cases,"",881,0,0,"",866,0,0,""
4063,2019Q1,"",S08000030,"",S12000042,"",All Day cases,"",1003,0,0,"",991,0,0,""
4064,2019Q2,"",S08000030,"",S12000042,"",All Day cases,"",1105,0,0,"",1099,0,0,""
4065,2019Q3,"",S08000030,"",S12000042,"",All Day cases,"",1127,0,0,"",1117,0,0,""
4066,2019Q4,"",S08000030,"",S12000042,"",All Day cases,"",980,0,0,"",973,0,0,""
4067,2020Q1,"",S08000030,"",S12000042,"",All Day cases,"",1161,0,0,"",1149,0,0,""
4068,2020Q2,"",S08000030,"",S12000042,"",All Day cases,"",181,0,0,"",176,0,0,""
4069,2020Q3,"",S08000030,"",S12000042,"",All Day cases,"",751,0,0,"",743,0,0,""
4070,2020Q4,"",S08000030,"",S12000042,"",All Day cases,"",853,0,0,"",848,0,0,""
4071,2021Q1,"",S08000030,"",S12000042,"",All Day cases,"",685,0,0,"",681,0,0,""
4072,2021Q2,"",S08000030,"",S12000042,"",All Day cases,"",874,0,0,"",861,0,0,""
4073,2021Q3,"",S08000030,"",S12000042,"",All Day cases,"",853,0,0,"",844,0,0,""
4074,2021Q4,"",S08000030,"",S12000042,"",All Day cases,"",896,0,0,"",877,5,0.00570125427594071,""
4075,2022Q1,"",S08000030,"",S12000042,"",All Day cases,"",1002,0,0,"",991,5,0.00504540867810293,""
4076,2022Q2,p,S08000030,"",S12000042,"",All Day cases,"",1022,0,0,"",1007,0,0,""
4077,2017Q2,"",S08000030,"",S08000030,d,All Day cases,"",2858,0,0,"",2822,0,0,""
4078,2017Q3,"",S08000030,"",S08000030,d,All Day cases,"",2695,0,0,"",2667,0,0,""
4079,2017Q4,"",S08000030,"",S08000030,d,All Day cases,"",2849,0,0,"",2815,0,0,""
4080,2018Q1,"",S08000030,"",S08000030,d,All Day cases,"",3003,0,0,"",2965,0,0,""
4081,2018Q2,"",S08000030,"",S08000030,d,All Day cases,"",3242,0,0,"",3214,0,0,""
4082,2018Q3,"",S08000030,"",S08000030,d,All Day cases,"",2742,0,0,"",2708,0,0,""
4083,2018Q4,"",S08000030,"",S08000030,d,All Day cases,"",2839,0,0,"",2793,0,0,""
4084,2019Q1,"",S08000030,"",S08000030,d,All Day cases,"",3083,0,0,"",3041,0,0,""
4085,2019Q2,"",S08000030,"",S08000030,d,All Day cases,"",3357,0,0,"",3322,0,0,""
4086,2019Q3,"",S08000030,"",S08000030,d,All Day cases,"",3284,0,0,"",3255,0,0,""
4087,2019Q4,"",S08000030,"",S08000030,d,All Day cases,"",3129,0,0,"",3099,0,0,""
4088,2020Q1,"",S08000030,"",S08000030,d,All Day cases,"",3460,0,0,"",3417,0,0,""
4089,2020Q2,"",S08000030,"",S08000030,d,All Day cases,"",600,0,0,"",587,0,0,""
4090,2020Q3,"",S08000030,"",S08000030,d,All Day cases,"",2349,0,0,"",2329,0,0,""
4091,2020Q4,"",S08000030,"",S08000030,d,All Day cases,"",2644,0,0,"",2620,0,0,""
4092,2021Q1,"",S08000030,"",S08000030,d,All Day cases,"",2199,0,0,"",2176,0,0,""
4093,2021Q2,"",S08000030,"",S08000030,d,All Day cases,"",2764,0,0,"",2734,0,0,""
4094,2021Q3,"",S08000030,"",S08000030,d,All Day cases,"",2626,0,0,"",2585,0,0,""
4095,2021Q4,"",S08000030,"",S08000030,d,All Day cases,"",2871,0,0,"",2828,5,0.00176803394625177,""
4096,2022Q1,"",S08000030,"",S08000030,d,All Day cases,"",3067,0,0,"",3031,6,0.00197954470471791,""
4097,2022Q2,p,S08000030,"",S08000030,d,All Day cases,"",3074,0,0,"",3030,0,0,""
4098,2017Q2,"",S08000030,"",S12000048,"",All Day cases,"",1036,0,0,"",1018,0,0,""
4099,2017Q3,"",S08000030,"",S12000048,"",All Day cases,"",991,0,0,"",978,0,0,""
4100,2017Q4,"",S08000030,"",S12000048,"",All Day cases,"",1052,0,0,"",1037,0,0,""
4101,2018Q1,"",S08000030,"",S12000048,"",All Day cases,"",1066,0,0,"",1046,0,0,""
4102,2018Q2,"",S08000030,"",S12000048,"",All Day cases,"",1088,0,0,"",1080,0,0,""
4103,2018Q3,"",S08000030,"",S12000048,"",All Day cases,"",918,0,0,"",901,0,0,""
4104,2018Q4,"",S08000030,"",S12000048,"",All Day cases,"",1064,0,0,"",1045,0,0,""
4105,2019Q1,"",S08000030,"",S12000048,"",All Day cases,"",1075,0,0,"",1053,0,0,""
4106,2019Q2,"",S08000030,"",S12000048,"",All Day cases,"",1174,0,0,"",1155,0,0,""
4107,2019Q3,"",S08000030,"",S12000048,"",All Day cases,"",1158,0,0,"",1143,0,0,""
4108,2019Q4,"",S08000030,"",S12000048,"",All Day cases,"",1203,0,0,"",1190,0,0,""
4109,2020Q1,"",S08000030,"",S12000048,"",All Day cases,"",1287,0,0,"",1262,0,0,""
4110,2020Q2,"",S08000030,"",S12000048,"",All Day cases,"",281,0,0,"",275,0,0,""
4111,2020Q3,"",S08000030,"",S12000048,"",All Day cases,"",911,0,0,"",901,0,0,""
4112,2020Q4,"",S08000030,"",S12000048,"",All Day cases,"",1010,0,0,"",996,0,0,""
4113,2021Q1,"",S08000030,"",S12000048,"",All Day cases,"",852,0,0,"",842,0,0,""
4114,2021Q2,"",S08000030,"",S12000048,"",All Day cases,"",1031,0,0,"",1024,0,0,""
4115,2021Q3,"",S08000030,"",S12000048,"",All Day cases,"",923,0,0,"",908,0,0,""
4116,2021Q4,"",S08000030,"",S12000048,"",All Day cases,"",1035,0,0,"",1025,0,0,""
4117,2022Q1,"",S08000030,"",S12000048,"",All Day cases,"",1121,0,0,"",1104,5,0.00452898550724638,""
4118,2022Q2,p,S08000030,"",S12000048,"",All Day cases,"",1101,0,0,"",1081,0,0,""
4119,2017Q2,"",S08000028,"",S12000013,"",All Day cases,"",769,0,0,"",766,0,0,""
4120,2017Q3,"",S08000028,"",S12000013,"",All Day cases,"",679,0,0,"",675,0,0,""
4121,2017Q4,"",S08000028,"",S12000013,"",All Day cases,"",705,0,0,"",703,0,0,""
4122,2018Q1,"",S08000028,"",S12000013,"",All Day cases,"",702,0,0,"",695,0,0,""
4123,2018Q2,"",S08000028,"",S12000013,"",All Day cases,"",730,0,0,"",723,0,0,""
4124,2018Q3,"",S08000028,"",S12000013,"",All Day cases,"",586,0,0,"",581,0,0,""
4125,2018Q4,"",S08000028,"",S12000013,"",All Day cases,"",603,0,0,"",599,0,0,""
4126,2019Q1,"",S08000028,"",S12000013,"",All Day cases,"",622,0,0,"",621,0,0,""
4127,2019Q2,"",S08000028,"",S12000013,"",All Day cases,"",792,0,0,"",785,0,0,""
4128,2019Q3,"",S08000028,"",S12000013,"",All Day cases,"",734,0,0,"",728,0,0,""
4129,2019Q4,"",S08000028,"",S12000013,"",All Day cases,"",763,0,0,"",751,0,0,""
4130,2020Q1,"",S08000028,"",S12000013,"",All Day cases,"",690,0,0,"",686,0,0,""
4131,2020Q2,"",S08000028,"",S12000013,"",All Day cases,"",170,0,0,"",169,0,0,""
4132,2020Q3,"",S08000028,"",S12000013,"",All Day cases,"",472,0,0,"",468,0,0,""
4133,2020Q4,"",S08000028,"",S12000013,"",All Day cases,"",579,0,0,"",574,0,0,""
4134,2021Q1,"",S08000028,"",S12000013,"",All Day cases,"",431,0,0,"",426,0,0,""
4135,2021Q2,"",S08000028,"",S12000013,"",All Day cases,"",539,0,0,"",536,0,0,""
4136,2021Q3,"",S08000028,"",S12000013,"",All Day cases,"",539,0,0,"",527,0,0,""
4137,2021Q4,"",S08000028,"",S12000013,"",All Day cases,"",541,0,0,"",531,0,0,""
4138,2022Q1,"",S08000028,"",S12000013,"",All Day cases,"",544,0,0,"",539,0,0,""
4139,2022Q2,p,S08000028,"",S12000013,"",All Day cases,"",455,0,0,"",443,0,0,""
4140,2017Q2,"",S08000028,"",S08000028,d,All Day cases,"",769,0,0,"",766,0,0,""
4141,2017Q3,"",S08000028,"",S08000028,d,All Day cases,"",679,0,0,"",675,0,0,""
4142,2017Q4,"",S08000028,"",S08000028,d,All Day cases,"",705,0,0,"",703,0,0,""
4143,2018Q1,"",S08000028,"",S08000028,d,All Day cases,"",702,0,0,"",695,0,0,""
4144,2018Q2,"",S08000028,"",S08000028,d,All Day cases,"",730,0,0,"",723,0,0,""
4145,2018Q3,"",S08000028,"",S08000028,d,All Day cases,"",586,0,0,"",581,0,0,""
4146,2018Q4,"",S08000028,"",S08000028,d,All Day cases,"",603,0,0,"",599,0,0,""
4147,2019Q1,"",S08000028,"",S08000028,d,All Day cases,"",622,0,0,"",621,0,0,""
4148,2019Q2,"",S08000028,"",S08000028,d,All Day cases,"",792,0,0,"",785,0,0,""
4149,2019Q3,"",S08000028,"",S08000028,d,All Day cases,"",734,0,0,"",728,0,0,""
4150,2019Q4,"",S08000028,"",S08000028,d,All Day cases,"",763,0,0,"",751,0,0,""
4151,2020Q1,"",S08000028,"",S08000028,d,All Day cases,"",690,0,0,"",686,0,0,""
4152,2020Q2,"",S08000028,"",S08000028,d,All Day cases,"",170,0,0,"",169,0,0,""
4153,2020Q3,"",S08000028,"",S08000028,d,All Day cases,"",472,0,0,"",468,0,0,""
4154,2020Q4,"",S08000028,"",S08000028,d,All Day cases,"",579,0,0,"",574,0,0,""
4155,2021Q1,"",S08000028,"",S08000028,d,All Day cases,"",431,0,0,"",426,0,0,""
4156,2021Q2,"",S08000028,"",S08000028,d,All Day cases,"",539,0,0,"",536,0,0,""
4157,2021Q3,"",S08000028,"",S08000028,d,All Day cases,"",539,0,0,"",527,0,0,""
4158,2021Q4,"",S08000028,"",S08000028,d,All Day cases,"",541,0,0,"",531,0,0,""
4159,2022Q1,"",S08000028,"",S08000028,d,All Day cases,"",544,0,0,"",539,0,0,""
4160,2022Q2,p,S08000028,"",S08000028,d,All Day cases,"",455,0,0,"",443,0,0,""
4161,2017Q2,"",RA2701,"",RA2701,"",All Day cases,"",0,0, ,z,0,0, ,z
4162,2017Q3,"",RA2701,"",RA2701,"",All Day cases,"",0,0, ,z,0,0, ,z
4163,2018Q3,"",RA2701,"",RA2701,"",All Day cases,"",0,0, ,z,0,0, ,z
