Time_period,Geography_Level,Area_name,Specialty,Quarterly_available_staffed_bed_days,Quarterly_occupied_bed_days,Daily_average_available_staffed_beds,Daily_average_occupied_beds,Percentage_occupancy
Oct - Dec-21,NHS Highland,Belford Hospital,Women and Newborn Grouping,92,1,1,0,1.1
Oct - Dec-21,NHS Highland,NHS Highland,Women and Newborn Grouping,4108,1835,44.7,19.9,44.7
Jan - Mar-22,NHS Highland,Lorn & Islands Hospital,Women and Newborn Grouping,90,1,1,0,1.1
Jan - Mar-22,NHS Highland,Caithness General Hospital,Women and Newborn Grouping,184,4,2,0,2.2
Jan - Mar-22,NHS Highland,Raigmore Hospital,Women and Newborn Grouping,3106,1845,34.5,20.5,59.4
Jan - Mar-22,NHS Highland,Belford Hospital,Women and Newborn Grouping,90,0,1,0,0
Jan - Mar-22,NHS Highland,NHS Highland,Women and Newborn Grouping,4125,1853,45.8,20.6,44.9
Apr - Jun-22,NHS Highland,Lorn & Islands Hospital,Women and Newborn Grouping,91,1,1,0,1.1
Apr - Jun-22,NHS Highland,Caithness General Hospital,Women and Newborn Grouping,188,7,2.1,0.1,3.7
Apr - Jun-22,NHS Highland,Raigmore Hospital,Women and Newborn Grouping,3224,2064,35.4,22.7,64
Apr - Jun-22,NHS Highland,Belford Hospital,Women and Newborn Grouping,91,23,1,0.3,25.3
Apr - Jun-22,NHS Highland,NHS Highland,Women and Newborn Grouping,4322,2095,47.5,23,48.5
Apr - Jun-17,NHS Lanarkshire,University Hospital Monklands,Accident & Emergency,302,67,3.3,0.7,22.2
Apr - Jun-17,NHS Lanarkshire,NHS Lanarkshire,Accident & Emergency,302,67,3.3,0.7,22.2
Jul - Sep-17,NHS Lanarkshire,University Hospital Monklands,Accident & Emergency,400,118,4.3,1.3,29.5
Jul - Sep-17,NHS Lanarkshire,University Hospital Hairmyres,Accident & Emergency,5,5,0.1,0.1,100
Jul - Sep-17,NHS Lanarkshire,NHS Lanarkshire,Accident & Emergency,405,123,4.4,1.3,30.4
Oct - Dec-17,NHS Lanarkshire,University Hospital Monklands,Accident & Emergency,225,66,2.4,0.7,29.3
Oct - Dec-17,NHS Lanarkshire,NHS Lanarkshire,Accident & Emergency,225,66,2.4,0.7,29.3
Jan - Mar-18,NHS Lanarkshire,University Hospital Monklands,Accident & Emergency,177,33,2,0.4,18.6
Jan - Mar-18,NHS Lanarkshire,University Hospital Hairmyres,Accident & Emergency,6,6,0.1,0.1,100
Jan - Mar-18,NHS Lanarkshire,University Hospital Wishaw,Accident & Emergency,2,2,0,0,100
Jan - Mar-18,NHS Lanarkshire,NHS Lanarkshire,Accident & Emergency,185,41,2.1,0.5,22.2
Apr - Jun-18,NHS Lanarkshire,University Hospital Monklands,Accident & Emergency,178,57,2,0.6,32
Apr - Jun-18,NHS Lanarkshire,University Hospital Hairmyres,Accident & Emergency,7,7,0.1,0.1,100
Apr - Jun-18,NHS Lanarkshire,NHS Lanarkshire,Accident & Emergency,185,64,2,0.7,34.6
Jul - Sep-18,NHS Lanarkshire,University Hospital Monklands,Accident & Emergency,158,46,1.7,0.5,29.1
Jul - Sep-18,NHS Lanarkshire,University Hospital Hairmyres,Accident & Emergency,7,7,0.1,0.1,100
Jul - Sep-18,NHS Lanarkshire,University Hospital Wishaw,Accident & Emergency,2,2,0,0,100
Jul - Sep-18,NHS Lanarkshire,NHS Lanarkshire,Accident & Emergency,167,55,1.8,0.6,32.9
Oct - Dec-18,NHS Lanarkshire,University Hospital Monklands,Accident & Emergency,67,50,0.7,0.5,74.6
Oct - Dec-18,NHS Lanarkshire,University Hospital Hairmyres,Accident & Emergency,2,2,0,0,100
Oct - Dec-18,NHS Lanarkshire,University Hospital Wishaw,Accident & Emergency,6,6,0.1,0.1,100
Oct - Dec-18,NHS Lanarkshire,NHS Lanarkshire,Accident & Emergency,75,58,0.8,0.6,77.3
Jan - Mar-19,NHS Lanarkshire,University Hospital Monklands,Accident & Emergency,146,39,1.6,0.4,26.7
Jan - Mar-19,NHS Lanarkshire,University Hospital Hairmyres,Accident & Emergency,10,10,0.1,0.1,100
Jan - Mar-19,NHS Lanarkshire,NHS Lanarkshire,Accident & Emergency,156,49,1.7,0.5,31.4
Apr - Jun-19,NHS Lanarkshire,University Hospital Monklands,Accident & Emergency,226,53,2.5,0.6,23.5
Apr - Jun-19,NHS Lanarkshire,University Hospital Hairmyres,Accident & Emergency,54,54,0.6,0.6,100
Apr - Jun-19,NHS Lanarkshire,NHS Lanarkshire,Accident & Emergency,280,107,3.1,1.2,38.2
Jul - Sep-19,NHS Lanarkshire,University Hospital Monklands,Accident & Emergency,181,64,2,0.7,35.4
Jul - Sep-19,NHS Lanarkshire,University Hospital Hairmyres,Accident & Emergency,8,8,0.1,0.1,100
Jul - Sep-19,NHS Lanarkshire,NHS Lanarkshire,Accident & Emergency,189,72,2.1,0.8,38.1
Oct - Dec-19,NHS Lanarkshire,University Hospital Monklands,Accident & Emergency,97,42,1.1,0.5,43.3
Oct - Dec-19,NHS Lanarkshire,University Hospital Wishaw,Accident & Emergency,6,6,0.1,0.1,100
Oct - Dec-19,NHS Lanarkshire,NHS Lanarkshire,Accident & Emergency,103,48,1.1,0.5,46.6
Jan - Mar-20,NHS Lanarkshire,University Hospital Monklands,Accident & Emergency,206,66,2.3,0.7,32
Jan - Mar-20,NHS Lanarkshire,University Hospital Hairmyres,Accident & Emergency,12,12,0.1,0.1,100
Jan - Mar-20,NHS Lanarkshire,University Hospital Wishaw,Accident & Emergency,1,1,0,0,100
Jan - Mar-20,NHS Lanarkshire,NHS Lanarkshire,Accident & Emergency,219,79,2.4,0.9,36.1
Apr - Jun-20,NHS Lanarkshire,University Hospital Monklands,Accident & Emergency,133,15,1.5,0.2,11.3
Apr - Jun-20,NHS Lanarkshire,University Hospital Hairmyres,Accident & Emergency,12,12,0.1,0.1,100
Apr - Jun-20,NHS Lanarkshire,University Hospital Wishaw,Accident & Emergency,5,5,0.1,0.1,100
Apr - Jun-20,NHS Lanarkshire,NHS Lanarkshire,Accident & Emergency,150,32,1.6,0.4,21.3
Jul - Sep-20,NHS Lanarkshire,University Hospital Monklands,Accident & Emergency,25,23,0.3,0.3,92
Jul - Sep-20,NHS Lanarkshire,University Hospital Hairmyres,Accident & Emergency,68,68,0.7,0.7,100
Jul - Sep-20,NHS Lanarkshire,University Hospital Wishaw,Accident & Emergency,6,6,0.1,0.1,100
Jul - Sep-20,NHS Lanarkshire,NHS Lanarkshire,Accident & Emergency,99,97,1.1,1.1,98
Oct - Dec-20,NHS Lanarkshire,University Hospital Monklands,Accident & Emergency,20,19,0.2,0.2,95
Oct - Dec-20,NHS Lanarkshire,University Hospital Wishaw,Accident & Emergency,220,220,2.4,2.4,100
Oct - Dec-20,NHS Lanarkshire,NHS Lanarkshire,Accident & Emergency,240,239,2.6,2.6,99.6
Jan - Mar-21,NHS Lanarkshire,University Hospital Monklands,Accident & Emergency,422,15,4.7,0.2,3.6
Jan - Mar-21,NHS Lanarkshire,University Hospital Hairmyres,Accident & Emergency,4,4,0,0,100
Jan - Mar-21,NHS Lanarkshire,University Hospital Wishaw,Accident & Emergency,36,36,0.4,0.4,100
Jan - Mar-21,NHS Lanarkshire,NHS Lanarkshire,Accident & Emergency,462,55,5.1,0.6,11.9
Apr - Jun-21,NHS Lanarkshire,University Hospital Monklands,Accident & Emergency,422,41,4.6,0.5,9.7
Apr - Jun-21,NHS Lanarkshire,University Hospital Hairmyres,Accident & Emergency,3,3,0,0,100
Apr - Jun-21,NHS Lanarkshire,University Hospital Wishaw,Accident & Emergency,1,1,0,0,100
Apr - Jun-21,NHS Lanarkshire,NHS Lanarkshire,Accident & Emergency,426,45,4.7,0.5,10.6
Jul - Sep-21,NHS Lanarkshire,University Hospital Monklands,Accident & Emergency,128,60,1.4,0.7,46.9
Jul - Sep-21,NHS Lanarkshire,University Hospital Hairmyres,Accident & Emergency,91,91,1,1,100
Jul - Sep-21,NHS Lanarkshire,University Hospital Wishaw,Accident & Emergency,15,15,0.2,0.2,100
Jul - Sep-21,NHS Lanarkshire,NHS Lanarkshire,Accident & Emergency,234,166,2.5,1.8,70.9
Oct - Dec-21,NHS Lanarkshire,University Hospital Monklands,Accident & Emergency,88,28,1,0.3,31.8
Oct - Dec-21,NHS Lanarkshire,University Hospital Hairmyres,Accident & Emergency,37,37,0.4,0.4,100
Oct - Dec-21,NHS Lanarkshire,NHS Lanarkshire,Accident & Emergency,125,65,1.4,0.7,52
Jan - Mar-22,NHS Lanarkshire,University Hospital Monklands,Accident & Emergency,69,30,0.8,0.3,43.5
Jan - Mar-22,NHS Lanarkshire,University Hospital Hairmyres,Accident & Emergency,30,30,0.3,0.3,100
Jan - Mar-22,NHS Lanarkshire,University Hospital Wishaw,Accident & Emergency,43,43,0.5,0.5,100
Jan - Mar-22,NHS Lanarkshire,NHS Lanarkshire,Accident & Emergency,142,103,1.6,1.1,72.5
Apr - Jun-22,NHS Lanarkshire,University Hospital Monklands,Accident & Emergency,109,26,1.2,0.3,23.9
Apr - Jun-22,NHS Lanarkshire,University Hospital Hairmyres,Accident & Emergency,131,131,1.4,1.4,100
Apr - Jun-22,NHS Lanarkshire,University Hospital Wishaw,Accident & Emergency,77,77,0.8,0.8,100
Apr - Jun-22,NHS Lanarkshire,NHS Lanarkshire,Accident & Emergency,317,234,3.5,2.6,73.8
Apr - Jun-17,NHS Lanarkshire,University Hospital Monklands,All Acute,39137,32177,430.1,353.6,82.2
Apr - Jun-17,NHS Lanarkshire,University Hospital Hairmyres,All Acute,37790,35165,415.3,386.4,93.1
Apr - Jun-17,NHS Lanarkshire,University Hospital Wishaw,All Acute,37740,34439,414.7,378.5,91.3
Apr - Jun-17,NHS Lanarkshire,NHS Lanarkshire,All Acute,120878,106899,1328.3,1174.7,88.4
Jul - Sep-17,NHS Lanarkshire,University Hospital Monklands,All Acute,39520,30962,429.6,336.5,78.3
Jul - Sep-17,NHS Lanarkshire,University Hospital Hairmyres,All Acute,37844,34485,411.3,374.8,91.1
Jul - Sep-17,NHS Lanarkshire,University Hospital Wishaw,All Acute,37651,33257,409.3,361.5,88.3
Jul - Sep-17,NHS Lanarkshire,NHS Lanarkshire,All Acute,121296,103919,1318.4,1129.6,85.7
Oct - Dec-17,NHS Lanarkshire,University Hospital Monklands,All Acute,38877,32250,422.6,350.5,83
Oct - Dec-17,NHS Lanarkshire,University Hospital Hairmyres,All Acute,38084,35364,414,384.4,92.9
Oct - Dec-17,NHS Lanarkshire,University Hospital Wishaw,All Acute,38148,34895,414.7,379.3,91.5
Oct - Dec-17,NHS Lanarkshire,NHS Lanarkshire,All Acute,121390,107599,1319.5,1169.6,88.6
Jan - Mar-18,NHS Lanarkshire,University Hospital Monklands,All Acute,39286,33178,436.5,368.6,84.5
Jan - Mar-18,NHS Lanarkshire,University Hospital Hairmyres,All Acute,37533,34560,417,384,92.1
Jan - Mar-18,NHS Lanarkshire,University Hospital Wishaw,All Acute,37715,35025,419.1,389.2,92.9
Jan - Mar-18,NHS Lanarkshire,NHS Lanarkshire,All Acute,120677,107828,1340.9,1198.1,89.4
Apr - Jun-18,NHS Lanarkshire,University Hospital Monklands,All Acute,37242,29953,409.3,329.2,80.4
Apr - Jun-18,NHS Lanarkshire,University Hospital Hairmyres,All Acute,38374,34970,421.7,384.3,91.1
Apr - Jun-18,NHS Lanarkshire,University Hospital Wishaw,All Acute,37719,33515,414.5,368.3,88.9
Apr - Jun-18,NHS Lanarkshire,NHS Lanarkshire,All Acute,119546,103588,1313.7,1138.3,86.7
Jul - Sep-18,NHS Lanarkshire,University Hospital Monklands,All Acute,37078,30436,403,330.8,82.1
Jul - Sep-18,NHS Lanarkshire,University Hospital Hairmyres,All Acute,37216,33651,404.5,365.8,90.4
Jul - Sep-18,NHS Lanarkshire,University Hospital Wishaw,All Acute,38149,34326,414.7,373.1,90
Jul - Sep-18,NHS Lanarkshire,NHS Lanarkshire,All Acute,118724,103714,1290.5,1127.3,87.4
Oct - Dec-18,NHS Lanarkshire,University Hospital Monklands,All Acute,40523,32542,440.5,353.7,80.3
Oct - Dec-18,NHS Lanarkshire,University Hospital Hairmyres,All Acute,38783,35461,421.6,385.4,91.4
Oct - Dec-18,NHS Lanarkshire,University Hospital Wishaw,All Acute,38326,34580,416.6,375.9,90.2
Oct - Dec-18,NHS Lanarkshire,NHS Lanarkshire,All Acute,123920,107909,1347,1172.9,87.1
Jan - Mar-19,NHS Lanarkshire,University Hospital Monklands,All Acute,41426,34300,460.3,381.1,82.8
Jan - Mar-19,NHS Lanarkshire,University Hospital Hairmyres,All Acute,38373,34903,426.4,387.8,91
Jan - Mar-19,NHS Lanarkshire,University Hospital Wishaw,All Acute,37581,34976,417.6,388.6,93.1
Jan - Mar-19,NHS Lanarkshire,NHS Lanarkshire,All Acute,119180,105857,1324.2,1176.2,88.8
Apr - Jun-19,NHS Lanarkshire,University Hospital Monklands,All Acute,38998,33172,428.5,364.5,85.1
Apr - Jun-19,NHS Lanarkshire,University Hospital Hairmyres,All Acute,38267,33231,420.5,365.2,86.8
Apr - Jun-19,NHS Lanarkshire,University Hospital Wishaw,All Acute,37982,34858,417.4,383.1,91.8
Apr - Jun-19,NHS Lanarkshire,NHS Lanarkshire,All Acute,117067,103020,1286.5,1132.1,88
Jul - Sep-19,NHS Lanarkshire,University Hospital Monklands,All Acute,38250,33063,415.8,359.4,86.4
Jul - Sep-19,NHS Lanarkshire,University Hospital Hairmyres,All Acute,38663,34243,420.3,372.2,88.6
Jul - Sep-19,NHS Lanarkshire,University Hospital Wishaw,All Acute,38398,35043,417.4,380.9,91.3
Jul - Sep-19,NHS Lanarkshire,NHS Lanarkshire,All Acute,117151,104154,1273.4,1132.1,88.9
Oct - Dec-19,NHS Lanarkshire,University Hospital Monklands,All Acute,39247,33569,426.6,364.9,85.5
Oct - Dec-19,NHS Lanarkshire,University Hospital Hairmyres,All Acute,38839,36386,422.2,395.5,93.7
Oct - Dec-19,NHS Lanarkshire,University Hospital Wishaw,All Acute,38695,35621,420.6,387.2,92.1
Oct - Dec-19,NHS Lanarkshire,NHS Lanarkshire,All Acute,118621,107319,1289.4,1166.5,90.5
Jan - Mar-20,NHS Lanarkshire,University Hospital Monklands,All Acute,40576,32208,445.9,353.9,79.4
Jan - Mar-20,NHS Lanarkshire,University Hospital Hairmyres,All Acute,41543,33808,456.5,371.5,81.4
Jan - Mar-20,NHS Lanarkshire,University Hospital Wishaw,All Acute,38714,33336,425.4,366.3,86.1
Jan - Mar-20,NHS Lanarkshire,NHS Lanarkshire,All Acute,122654,101079,1347.8,1110.8,82.4
Apr - Jun-20,NHS Lanarkshire,University Hospital Monklands,All Acute,37946,20596,417,226.3,54.3
Apr - Jun-20,NHS Lanarkshire,University Hospital Hairmyres,All Acute,46485,19265,510.8,211.7,41.4
Apr - Jun-20,NHS Lanarkshire,University Hospital Wishaw,All Acute,39803,27659,437.4,303.9,69.5
Apr - Jun-20,NHS Lanarkshire,NHS Lanarkshire,All Acute,126054,68692,1385.2,754.9,54.5
Jul - Sep-20,NHS Lanarkshire,University Hospital Monklands,All Acute,38873,29170,422.5,317.1,75
Jul - Sep-20,NHS Lanarkshire,University Hospital Hairmyres,All Acute,41329,26389,449.2,286.8,63.9
Jul - Sep-20,NHS Lanarkshire,University Hospital Wishaw,All Acute,36828,31414,400.3,341.5,85.3
Jul - Sep-20,NHS Lanarkshire,NHS Lanarkshire,All Acute,118870,88058,1292.1,957.2,74.1
Oct - Dec-20,NHS Lanarkshire,University Hospital Monklands,All Acute,39728,31540,431.8,342.8,79.4
Oct - Dec-20,NHS Lanarkshire,University Hospital Hairmyres,All Acute,41405,29527,450.1,320.9,71.3
Oct - Dec-20,NHS Lanarkshire,University Hospital Wishaw,All Acute,39639,32989,430.9,358.6,83.2
Oct - Dec-20,NHS Lanarkshire,NHS Lanarkshire,All Acute,122616,95133,1332.8,1034.1,77.6
Jan - Mar-21,NHS Lanarkshire,University Hospital Monklands,All Acute,38623,30822,429.1,342.5,79.8
Jan - Mar-21,NHS Lanarkshire,University Hospital Hairmyres,All Acute,36920,29946,410.2,332.7,81.1
Jan - Mar-21,NHS Lanarkshire,University Hospital Wishaw,All Acute,40867,34978,454.1,388.6,85.6
Jan - Mar-21,NHS Lanarkshire,NHS Lanarkshire,All Acute,118286,96906,1314.3,1076.7,81.9
Apr - Jun-21,NHS Lanarkshire,University Hospital Monklands,All Acute,38844,31472,426.9,345.8,81
Apr - Jun-21,NHS Lanarkshire,University Hospital Hairmyres,All Acute,39850,31460,437.9,345.7,78.9
Apr - Jun-21,NHS Lanarkshire,University Hospital Wishaw,All Acute,41954,35941,461,395,85.7
Apr - Jun-21,NHS Lanarkshire,NHS Lanarkshire,All Acute,122468,100573,1345.8,1105.2,82.1
Jul - Sep-21,NHS Lanarkshire,University Hospital Monklands,All Acute,39879,33098,433.5,359.8,83
Jul - Sep-21,NHS Lanarkshire,University Hospital Hairmyres,All Acute,38096,32275,414.1,350.8,84.7
Jul - Sep-21,NHS Lanarkshire,University Hospital Wishaw,All Acute,40336,36198,438.4,393.5,89.7
Jul - Sep-21,NHS Lanarkshire,NHS Lanarkshire,All Acute,120151,103269,1306,1122.5,85.9
Oct - Dec-21,NHS Lanarkshire,University Hospital Monklands,All Acute,40152,34000,436.4,369.6,84.7
Oct - Dec-21,NHS Lanarkshire,University Hospital Hairmyres,All Acute,37262,33125,405,360.1,88.9
Oct - Dec-21,NHS Lanarkshire,University Hospital Wishaw,All Acute,40718,36875,442.6,400.8,90.6
Oct - Dec-21,NHS Lanarkshire,NHS Lanarkshire,All Acute,119972,105728,1304,1149.2,88.1
Jan - Mar-22,NHS Lanarkshire,University Hospital Monklands,All Acute,38874,33688,431.9,374.3,86.7
Jan - Mar-22,NHS Lanarkshire,University Hospital Hairmyres,All Acute,37382,33801,415.4,375.6,90.4
Jan - Mar-22,NHS Lanarkshire,University Hospital Wishaw,All Acute,39979,37558,444.2,417.3,93.9
Jan - Mar-22,NHS Lanarkshire,NHS Lanarkshire,All Acute,118052,106718,1311.7,1185.8,90.4
Apr - Jun-22,NHS Lanarkshire,University Hospital Monklands,All Acute,40195,34498,441.7,379.1,85.8
Apr - Jun-22,NHS Lanarkshire,University Hospital Hairmyres,All Acute,37181,34247,408.6,376.3,92.1
Apr - Jun-22,NHS Lanarkshire,University Hospital Wishaw,All Acute,39384,36758,432.8,403.9,93.3
Apr - Jun-22,NHS Lanarkshire,NHS Lanarkshire,All Acute,118581,107175,1303.1,1177.7,90.4
Apr - Jun-17,NHS Lanarkshire,University Hospital Monklands,All Specialties,41623,34160,457.4,375.4,82.1
Apr - Jun-17,NHS Lanarkshire,University Hospital Hairmyres,All Specialties,44876,40048,493.1,440.1,89.2
Apr - Jun-17,NHS Lanarkshire,University Hospital Wishaw,All Specialties,56334,46736,619.1,513.6,83
Apr - Jun-17,NHS Lanarkshire,NHS Lanarkshire,All Specialties,199376,158291,2190.9,1739.5,79.4
Jul - Sep-17,NHS Lanarkshire,University Hospital Monklands,All Specialties,41409,31702,450.1,344.6,76.6
Jul - Sep-17,NHS Lanarkshire,University Hospital Hairmyres,All Specialties,45174,38858,491,422.4,86
Jul - Sep-17,NHS Lanarkshire,University Hospital Wishaw,All Specialties,56671,45705,616,496.8,80.6
Jul - Sep-17,NHS Lanarkshire,NHS Lanarkshire,All Specialties,200477,153665,2179.1,1670.3,76.6
Oct - Dec-17,NHS Lanarkshire,University Hospital Monklands,All Specialties,40305,33324,438.1,362.2,82.7
Oct - Dec-17,NHS Lanarkshire,University Hospital Hairmyres,All Specialties,45492,39701,494.5,431.5,87.3
Oct - Dec-17,NHS Lanarkshire,University Hospital Wishaw,All Specialties,55754,46851,606,509.3,84
Oct - Dec-17,NHS Lanarkshire,NHS Lanarkshire,All Specialties,199018,157266,2163.2,1709.4,79
Jan - Mar-18,NHS Lanarkshire,University Hospital Monklands,All Specialties,41257,34649,458.4,385,84
Jan - Mar-18,NHS Lanarkshire,University Hospital Hairmyres,All Specialties,42787,38275,475.4,425.3,89.5
Jan - Mar-18,NHS Lanarkshire,University Hospital Wishaw,All Specialties,55417,46699,615.7,518.9,84.3
Jan - Mar-18,NHS Lanarkshire,NHS Lanarkshire,All Specialties,195644,154760,2173.8,1719.6,79.1
Apr - Jun-18,NHS Lanarkshire,University Hospital Monklands,All Specialties,39241,30965,431.2,340.3,78.9
Apr - Jun-18,NHS Lanarkshire,University Hospital Hairmyres,All Specialties,43548,38477,478.5,422.8,88.4
Apr - Jun-18,NHS Lanarkshire,University Hospital Wishaw,All Specialties,56437,45388,620.2,498.8,80.4
Apr - Jun-18,NHS Lanarkshire,NHS Lanarkshire,All Specialties,195385,147683,2147.1,1622.9,75.6
Jul - Sep-18,NHS Lanarkshire,University Hospital Monklands,All Specialties,39078,31530,424.8,342.7,80.7
Jul - Sep-18,NHS Lanarkshire,University Hospital Hairmyres,All Specialties,44507,39057,483.8,424.5,87.8
Jul - Sep-18,NHS Lanarkshire,University Hospital Wishaw,All Specialties,57202,46403,621.8,504.4,81.1
Jul - Sep-18,NHS Lanarkshire,NHS Lanarkshire,All Specialties,197647,149920,2148.3,1629.6,75.9
Oct - Dec-18,NHS Lanarkshire,University Hospital Monklands,All Specialties,42430,33578,461.2,365,79.1
Oct - Dec-18,NHS Lanarkshire,University Hospital Hairmyres,All Specialties,46123,39700,501.3,431.5,86.1
Oct - Dec-18,NHS Lanarkshire,University Hospital Wishaw,All Specialties,57408,47267,624,513.8,82.3
Oct - Dec-18,NHS Lanarkshire,NHS Lanarkshire,All Specialties,200387,153537,2178.1,1668.9,76.6
Jan - Mar-19,NHS Lanarkshire,University Hospital Monklands,All Specialties,43372,35303,481.9,392.3,81.4
Jan - Mar-19,NHS Lanarkshire,University Hospital Hairmyres,All Specialties,45707,40317,507.9,448,88.2
Jan - Mar-19,NHS Lanarkshire,University Hospital Wishaw,All Specialties,57130,47695,634.8,529.9,83.5
Jan - Mar-19,NHS Lanarkshire,NHS Lanarkshire,All Specialties,192402,152420,2137.8,1693.6,79.2
Apr - Jun-19,NHS Lanarkshire,University Hospital Monklands,All Specialties,40754,34273,447.8,376.6,84.1
Apr - Jun-19,NHS Lanarkshire,University Hospital Hairmyres,All Specialties,45537,39535,500.4,434.5,86.8
Apr - Jun-19,NHS Lanarkshire,University Hospital Wishaw,All Specialties,57411,48493,630.9,532.9,84.5
Apr - Jun-19,NHS Lanarkshire,NHS Lanarkshire,All Specialties,190583,151826,2094.3,1668.4,79.7
Jul - Sep-19,NHS Lanarkshire,University Hospital Monklands,All Specialties,40239,34206,437.4,371.8,85
Jul - Sep-19,NHS Lanarkshire,University Hospital Hairmyres,All Specialties,46134,40468,501.5,439.9,87.7
Jul - Sep-19,NHS Lanarkshire,University Hospital Wishaw,All Specialties,57439,48138,624.3,523.2,83.8
Jul - Sep-19,NHS Lanarkshire,NHS Lanarkshire,All Specialties,191290,153453,2079.2,1668,80.2
Oct - Dec-19,NHS Lanarkshire,University Hospital Monklands,All Specialties,41115,34615,446.9,376.3,84.2
Oct - Dec-19,NHS Lanarkshire,University Hospital Hairmyres,All Specialties,46158,42431,501.7,461.2,91.9
Oct - Dec-19,NHS Lanarkshire,University Hospital Wishaw,All Specialties,57415,47821,624.1,519.8,83.3
Oct - Dec-19,NHS Lanarkshire,NHS Lanarkshire,All Specialties,192071,154405,2087.7,1678.3,80.4
Jan - Mar-20,NHS Lanarkshire,University Hospital Monklands,All Specialties,42584,33275,468,365.7,78.1
Jan - Mar-20,NHS Lanarkshire,University Hospital Hairmyres,All Specialties,48810,40057,536.4,440.2,82.1
Jan - Mar-20,NHS Lanarkshire,University Hospital Wishaw,All Specialties,57436,45067,631.2,495.2,78.5
Jan - Mar-20,NHS Lanarkshire,NHS Lanarkshire,All Specialties,195633,147345,2149.8,1619.2,75.3
Apr - Jun-20,NHS Lanarkshire,University Hospital Monklands,All Specialties,39851,21734,437.9,238.8,54.5
Apr - Jun-20,NHS Lanarkshire,University Hospital Hairmyres,All Specialties,52101,21922,572.5,240.9,42.1
Apr - Jun-20,NHS Lanarkshire,University Hospital Wishaw,All Specialties,57774,36325,634.9,399.2,62.9
Apr - Jun-20,NHS Lanarkshire,NHS Lanarkshire,All Specialties,196132,105897,2155.3,1163.7,54
Jul - Sep-20,NHS Lanarkshire,University Hospital Monklands,All Specialties,40708,30735,442.5,334.1,75.5
Jul - Sep-20,NHS Lanarkshire,University Hospital Hairmyres,All Specialties,45492,29292,494.5,318.4,64.4
Jul - Sep-20,NHS Lanarkshire,University Hospital Wishaw,All Specialties,55287,41654,600.9,452.8,75.3
Jul - Sep-20,NHS Lanarkshire,NHS Lanarkshire,All Specialties,187731,128025,2040.6,1391.6,68.2
Oct - Dec-20,NHS Lanarkshire,University Hospital Monklands,All Specialties,41507,32555,451.2,353.9,78.4
Oct - Dec-20,NHS Lanarkshire,University Hospital Hairmyres,All Specialties,46014,32511,500.2,353.4,70.7
Oct - Dec-20,NHS Lanarkshire,University Hospital Wishaw,All Specialties,58193,42696,632.5,464.1,73.4
Oct - Dec-20,NHS Lanarkshire,NHS Lanarkshire,All Specialties,190133,132752,2066.7,1443,69.8
Jan - Mar-21,NHS Lanarkshire,University Hospital Monklands,All Specialties,39937,30948,443.7,343.9,77.5
Jan - Mar-21,NHS Lanarkshire,University Hospital Hairmyres,All Specialties,41562,32458,461.8,360.6,78.1
Jan - Mar-21,NHS Lanarkshire,University Hospital Wishaw,All Specialties,57948,43547,643.9,483.9,75.1
Jan - Mar-21,NHS Lanarkshire,NHS Lanarkshire,All Specialties,182953,131710,2032.8,1463.4,72
Apr - Jun-21,NHS Lanarkshire,University Hospital Monklands,All Specialties,41063,32338,451.2,355.4,78.8
Apr - Jun-21,NHS Lanarkshire,University Hospital Hairmyres,All Specialties,44519,34892,489.2,383.4,78.4
Apr - Jun-21,NHS Lanarkshire,University Hospital Wishaw,All Specialties,60401,47664,663.7,523.8,78.9
Apr - Jun-21,NHS Lanarkshire,NHS Lanarkshire,All Specialties,189828,140726,2086,1546.4,74.1
Jul - Sep-21,NHS Lanarkshire,University Hospital Monklands,All Specialties,41754,34418,453.8,374.1,82.4
Jul - Sep-21,NHS Lanarkshire,University Hospital Hairmyres,All Specialties,43936,35987,477.6,391.2,81.9
Jul - Sep-21,NHS Lanarkshire,University Hospital Wishaw,All Specialties,58989,48609,641.2,528.4,82.4
Jul - Sep-21,NHS Lanarkshire,NHS Lanarkshire,All Specialties,188677,145775,2050.8,1584.5,77.3
Oct - Dec-21,NHS Lanarkshire,University Hospital Monklands,All Specialties,42049,35384,457.1,384.6,84.1
Oct - Dec-21,NHS Lanarkshire,University Hospital Hairmyres,All Specialties,43438,38165,472.2,414.8,87.9
Oct - Dec-21,NHS Lanarkshire,University Hospital Wishaw,All Specialties,59251,49721,644,540.4,83.9
Oct - Dec-21,NHS Lanarkshire,NHS Lanarkshire,All Specialties,188916,150561,2053.4,1636.5,79.7
Jan - Mar-22,NHS Lanarkshire,University Hospital Monklands,All Specialties,40711,35024,452.3,389.2,86
Jan - Mar-22,NHS Lanarkshire,University Hospital Hairmyres,All Specialties,43243,38620,480.5,429.1,89.3
Jan - Mar-22,NHS Lanarkshire,University Hospital Wishaw,All Specialties,57966,49291,644.1,547.7,85
Jan - Mar-22,NHS Lanarkshire,NHS Lanarkshire,All Specialties,184901,149418,2054.5,1660.2,80.8
Apr - Jun-22,NHS Lanarkshire,University Hospital Monklands,All Specialties,41858,35419,460,389.2,84.6
Apr - Jun-22,NHS Lanarkshire,University Hospital Hairmyres,All Specialties,43394,38260,476.9,420.4,88.2
Apr - Jun-22,NHS Lanarkshire,University Hospital Wishaw,All Specialties,57727,48225,634.4,529.9,83.5
