"QuarterEnding","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","NumberSeen","NumberSeenQF","WaitedOver12Weeks","WaitedOver12WeeksQF","Median","MedianQF","90thPercentile","90thPercentileQF"
"20220331","S08000030",,"New Outpatient","A2",,706,,10,,20,,49,
"20121231","S08000030",,"New Outpatient","A2",,1041,,183,,48,,89,
"20131231","S08000030",,"New Outpatient","A2",,947,,7,,39,,76,
"20141231","S08000030",,"New Outpatient","A2",,995,,1,,37,,76,
"20151231","S08000030",,"New Outpatient","A2",,800,,42,,31,,83,
"20161231","S08000030",,"New Outpatient","A2",,808,,391,,75,,161,
"20171231","S08000030",,"New Outpatient","A2",,,":",,":",,":",,":"
"20181231","S08000030",,"New Outpatient","A2",,,":",,":",,":",,":"
"20191231","S08000030",,"New Outpatient","A2",,837,,39,,27,,73,
"20201231","S08000030",,"New Outpatient","A2",,606,,8,,18.5,,48,
"20211231","S08000030",,"New Outpatient","A2",,813,,37,,27,,69,
"20130630","S08000030",,"New Outpatient","A3",,172,,0,,49,,70,
"20140630","S08000030",,"New Outpatient","A3",,202,,12,,55.5,,83.8,
"20150630","S08000030",,"New Outpatient","A3",,204,,115,,96,,151,
"20160630","S08000030",,"New Outpatient","A3",,246,,43,,63.5,,96,
"20170630","S08000030",,"New Outpatient","A3",,,":",,":",,":",,":"
"20180630","S08000030",,"New Outpatient","A3",,,":",,":",,":",,":"
"20190630","S08000030",,"New Outpatient","A3",,215,,68,,67,,111,
"20200630","S08000030",,"New Outpatient","A3",,120,,47,,70,,135.1,
"20210630","S08000030",,"New Outpatient","A3",,183,,86,,78,,166,
"20220630","S08000030",,"New Outpatient","A3",,254,,194,,116,,194,
"20130930","S08000030",,"New Outpatient","A3",,199,,5,,54,,78,
"20140930","S08000030",,"New Outpatient","A3",,183,,25,,61,,91,
"20150930","S08000030",,"New Outpatient","A3",,267,,155,,97,,147,
"20160930","S08000030",,"New Outpatient","A3",,269,,26,,53,,83.2,
"20170930","S08000030",,"New Outpatient","A3",,,":",,":",,":",,":"
"20180930","S08000030",,"New Outpatient","A3",,,":",,":",,":",,":"
"20190930","S08000030",,"New Outpatient","A3",,257,,86,,76,,101.8,
"20200930","S08000030",,"New Outpatient","A3",,184,,82,,50.5,,212.4,
"20210930","S08000030",,"New Outpatient","A3",,183,,128,,130,,187.8,
"20220930","S08000030",,"New Outpatient","A3",,247,,138,,89,,186,
"20130331","S08000030",,"New Outpatient","A3",,163,,0,,49,,70.8,
"20140331","S08000030",,"New Outpatient","A3",,175,,18,,50,,84.2,
"20150331","S08000030",,"New Outpatient","A3",,191,,88,,82,,148,
"20160331","S08000030",,"New Outpatient","A3",,230,,60,,69,,108.1,
"20170331","S08000030",,"New Outpatient","A3",,258,,11,,34,,64.3,
"20180331","S08000030",,"New Outpatient","A3",,,":",,":",,":",,":"
"20190331","S08000030",,"New Outpatient","A3",,249,,70,,70,,97.2,
"20200331","S08000030",,"New Outpatient","A3",,201,,52,,71,,99,
"20210331","S08000030",,"New Outpatient","A3",,220,,92,,71,,179,
"20220331","S08000030",,"New Outpatient","A3",,243,,192,,139,,186.8,
"20121231","S08000030",,"New Outpatient","A3",,141,,0,,41,,63,
"20131231","S08000030",,"New Outpatient","A3",,206,,32,,62.5,,90,
"20141231","S08000030",,"New Outpatient","A3",,208,,59,,62.5,,113.3,
"20151231","S08000030",,"New Outpatient","A3",,189,,69,,73,,123,
"20161231","S08000030",,"New Outpatient","A3",,221,,7,,42,,74,
"20171231","S08000030",,"New Outpatient","A3",,,":",,":",,":",,":"
"20181231","S08000030",,"New Outpatient","A3",,,":",,":",,":",,":"
"20191231","S08000030",,"New Outpatient","A3",,239,,30,,65,,88,
"20201231","S08000030",,"New Outpatient","A3",,236,,106,,63,,233.5,
"20211231","S08000030",,"New Outpatient","A3",,246,,182,,145.5,,178,
"20130630","S08000030",,"New Outpatient","A6",,91,,0,,0,,28,
"20140630","S08000030",,"New Outpatient","A6",,44,,0,,0,,46.8,
"20150630","S08000030",,"New Outpatient","A6",,41,,0,,2,,38,
"20160630","S08000030",,"New Outpatient","A6",,45,,0,,0,,62.2,
"20170630","S08000030",,"New Outpatient","A6",,,":",,":",,":",,":"
"20180630","S08000030",,"New Outpatient","A6",,,":",,":",,":",,":"
"20190630","S08000030",,"New Outpatient","A6",,14,,0,,23,,34.7,
"20200630","S08000030",,"New Outpatient","A6",,2,,0,,25,,44.2,
"20210630","S08000030",,"New Outpatient","A6",,18,,0,,12,,34,
"20220630","S08000030",,"New Outpatient","A6",,17,,0,,3,,21.4,
"20130930","S08000030",,"New Outpatient","A6",,77,,0,,0,,28,
"20140930","S08000030",,"New Outpatient","A6",,37,,0,,26,,67.4,
"20150930","S08000030",,"New Outpatient","A6",,33,,0,,14,,44,
"20160930","S08000030",,"New Outpatient","A6",,53,,1,,0,,51.8,
"20170930","S08000030",,"New Outpatient","A6",,,":",,":",,":",,":"
"20180930","S08000030",,"New Outpatient","A6",,,":",,":",,":",,":"
"20190930","S08000030",,"New Outpatient","A6",,18,,2,,48.5,,95.8,
"20200930","S08000030",,"New Outpatient","A6",,8,,0,,8.5,,19.3,
"20210930","S08000030",,"New Outpatient","A6",,15,,0,,9,,36.2,
"20220930","S08000030",,"New Outpatient","A6",,21,,0,,11,,41,
"20130331","S08000030",,"New Outpatient","A6",,44,,0,,0.5,,57.7,
"20140331","S08000030",,"New Outpatient","A6",,69,,0,,2,,39,
"20150331","S08000030",,"New Outpatient","A6",,48,,0,,0,,50.8,
"20160331","S08000030",,"New Outpatient","A6",,30,,0,,15,,58.1,
"20170331","S08000030",,"New Outpatient","A6",,47,,2,,9,,51.4,
"20180331","S08000030",,"New Outpatient","A6",,,":",,":",,":",,":"
"20190331","S08000030",,"New Outpatient","A6",,22,,2,,30.5,,61.5,
"20200331","S08000030",,"New Outpatient","A6",,16,,4,,67.5,,93.5,
"20210331","S08000030",,"New Outpatient","A6",,15,,0,,3,,13,
"20220331","S08000030",,"New Outpatient","A6",,99,,0,,1,,7,
"20121231","S08000030",,"New Outpatient","A6",,37,,0,,3,,44.4,
"20131231","S08000030",,"New Outpatient","A6",,73,,0,,0,,34.6,
"20141231","S08000030",,"New Outpatient","A6",,44,,0,,8,,69,
"20151231","S08000030",,"New Outpatient","A6",,30,,0,,19.5,,43.5,
"20161231","S08000030",,"New Outpatient","A6",,50,,0,,0,,56.1,
"20171231","S08000030",,"New Outpatient","A6",,,":",,":",,":",,":"
"20181231","S08000030",,"New Outpatient","A6",,,":",,":",,":",,":"
"20191231","S08000030",,"New Outpatient","A6",,11,,0,,51,,64,
"20201231","S08000030",,"New Outpatient","A6",,17,,1,,14,,57,
"20211231","S08000030",,"New Outpatient","A6",,37,,2,,1,,41.6,
"20130630","S08000030",,"New Outpatient","A7",,2588,,79,,42,,74,
"20140630","S08000030",,"New Outpatient","A7",,2862,,86,,36,,70,
"20150630","S08000030",,"New Outpatient","A7",,2826,,173,,37,,78,
"20160630","S08000030",,"New Outpatient","A7",,2649,,627,,44,,100,
"20170630","S08000030",,"New Outpatient","A7",,,":",,":",,":",,":"
"20180630","S08000030",,"New Outpatient","A7",,,":",,":",,":",,":"
"20190630","S08000030",,"New Outpatient","A7",,2597,,916,,44,,259,
"20200630","S08000030",,"New Outpatient","A7",,1133,,416,,35,,173,
"20210630","S08000030",,"New Outpatient","A7",,1992,,626,,40,,225,
"20220630","S08000030",,"New Outpatient","A7",,1903,,466,,42,,285.8,
"20130930","S08000030",,"New Outpatient","A7",,2959,,262,,45,,83,
"20140930","S08000030",,"New Outpatient","A7",,2585,,317,,44,,86,
"20150930","S08000030",,"New Outpatient","A7",,2571,,419,,43,,104,
"20160930","S08000030",,"New Outpatient","A7",,2448,,556,,47,,147,
"20170930","S08000030",,"New Outpatient","A7",,,":",,":",,":",,":"
"20180930","S08000030",,"New Outpatient","A7",,,":",,":",,":",,":"
"20190930","S08000030",,"New Outpatient","A7",,2614,,922,,50,,240,
"20200930","S08000030",,"New Outpatient","A7",,1516,,688,,38,,196,
"20210930","S08000030",,"New Outpatient","A7",,1694,,535,,35,,224.7,
"20220930","S08000030",,"New Outpatient","A7",,1758,,484,,41,,288,
"20130331","S08000030",,"New Outpatient","A7",,3069,,151,,40,,77,
"20140331","S08000030",,"New Outpatient","A7",,3068,,78,,34,,69,
"20150331","S08000030",,"New Outpatient","A7",,2839,,497,,40,,99,
"20160331","S08000030",,"New Outpatient","A7",,2734,,663,,43,,113,
"20170331","S08000030",,"New Outpatient","A7",,2707,,870,,50,,133,
"20180331","S08000030",,"New Outpatient","A7",,,":",,":",,":",,":"
"20190331","S08000030",,"New Outpatient","A7",,2426,,985,,46,,252,
"20200331","S08000030",,"New Outpatient","A7",,2588,,974,,44,,175,
"20210331","S08000030",,"New Outpatient","A7",,1719,,751,,63,,229.2,
"20220331","S08000030",,"New Outpatient","A7",,1890,,784,,54,,271,
"20121231","S08000030",,"New Outpatient","A7",,2759,,454,,51,,89,
"20131231","S08000030",,"New Outpatient","A7",,2944,,167,,45,,79,
"20141231","S08000030",,"New Outpatient","A7",,2803,,567,,44,,97,
"20151231","S08000030",,"New Outpatient","A7",,2846,,640,,45,,120,
"20161231","S08000030",,"New Outpatient","A7",,3017,,1277,,57,,160,
"20171231","S08000030",,"New Outpatient","A7",,,":",,":",,":",,":"
"20181231","S08000030",,"New Outpatient","A7",,,":",,":",,":",,":"
"20191231","S08000030",,"New Outpatient","A7",,3046,,1251,,52,,228,
"20201231","S08000030",,"New Outpatient","A7",,1454,,600,,28,,301,
"20211231","S08000030",,"New Outpatient","A7",,1971,,883,,56,,232,
"20130630","S08000030",,"New Outpatient","A8",,43,,0,,57,,77.8,
"20140630","S08000030",,"New Outpatient","A8",,26,,0,,51,,63,
"20150630","S08000030",,"New Outpatient","A8",,11,,0,,59,,67,
"20130930","S08000030",,"New Outpatient","A8",,38,,3,,49,,82.6,
"20140930","S08000030",,"New Outpatient","A8",,20,,0,,49,,80.2,
"20150930","S08000030",,"New Outpatient","A8",,1,,0,,27,,27,
"20170930","S08000030",,"New Outpatient","A8",,,":",,":",,":",,":"
"20130331","S08000030",,"New Outpatient","A8",,31,,2,,62,,80,
"20140331","S08000030",,"New Outpatient","A8",,39,,1,,43,,59.8,
"20150331","S08000030",,"New Outpatient","A8",,27,,0,,50,,66,
"20180331","S08000030",,"New Outpatient","A8",,,":",,":",,":",,":"
"20121231","S08000030",,"New Outpatient","A8",,28,,1,,69,,84,
"20131231","S08000030",,"New Outpatient","A8",,50,,7,,57,,87.2,
"20141231","S08000030",,"New Outpatient","A8",,22,,0,,45,,63.9,
"20171231","S08000030",,"New Outpatient","A8",,,":",,":",,":",,":"
"20130630","S08000030",,"New Outpatient","A81",,230,,47,,69,,90,
"20140630","S08000030",,"New Outpatient","A81",,229,,3,,52,,69,
"20150630","S08000030",,"New Outpatient","A81",,290,,1,,63.5,,78,
"20160630","S08000030",,"New Outpatient","A81",,297,,80,,62,,93.4,
"20170630","S08000030",,"New Outpatient","A81",,,":",,":",,":",,":"
"20180630","S08000030",,"New Outpatient","A81",,,":",,":",,":",,":"
"20190630","S08000030",,"New Outpatient","A81",,243,,10,,35,,63,
"20200630","S08000030",,"New Outpatient","A81",,78,,1,,29.5,,60.9,
"20210630","S08000030",,"New Outpatient","A81",,278,,148,,86,,267,
"20220630","S08000030",,"New Outpatient","A81",,216,,109,,88,,189,
"20130930","S08000030",,"New Outpatient","A81",,213,,16,,72,,84,
"20140930","S08000030",,"New Outpatient","A81",,231,,0,,63,,77,
"20150930","S08000030",,"New Outpatient","A81",,343,,0,,58,,76,
"20160930","S08000030",,"New Outpatient","A81",,294,,76,,70,,96,
"20170930","S08000030",,"New Outpatient","A81",,,":",,":",,":",,":"
"20180930","S08000030",,"New Outpatient","A81",,,":",,":",,":",,":"
"20190930","S08000030",,"New Outpatient","A81",,334,,12,,30,,69.4,
"20200930","S08000030",,"New Outpatient","A81",,183,,62,,37,,170.6,
"20210930","S08000030",,"New Outpatient","A81",,214,,103,,67,,191.7,
"20220930","S08000030",,"New Outpatient","A81",,237,,110,,68,,188,
"20130331","S08000030",,"New Outpatient","A81",,216,,57,,75.5,,91,
"20140331","S08000030",,"New Outpatient","A81",,248,,55,,69,,95.3,
"20150331","S08000030",,"New Outpatient","A81",,247,,1,,72,,83,
"20160331","S08000030",,"New Outpatient","A81",,345,,23,,56,,83,
"20170331","S08000030",,"New Outpatient","A81",,320,,203,,97,,140,
"20180331","S08000030",,"New Outpatient","A81",,,":",,":",,":",,":"
"20190331","S08000030",,"New Outpatient","A81",,264,,7,,21,,52,
"20200331","S08000030",,"New Outpatient","A81",,246,,3,,31,,48.5,
"20210331","S08000030",,"New Outpatient","A81",,154,,77,,84.5,,215.8,
"20220331","S08000030",,"New Outpatient","A81",,319,,225,,147,,192,
"20121231","S08000030",,"New Outpatient","A81",,192,,37,,73.5,,91,
"20131231","S08000030",,"New Outpatient","A81",,176,,31,,57.5,,89,
"20141231","S08000030",,"New Outpatient","A81",,214,,0,,73,,83,
"20151231","S08000030",,"New Outpatient","A81",,322,,10,,66,,80,
"20161231","S08000030",,"New Outpatient","A81",,294,,148,,85,,106.7,
"20171231","S08000030",,"New Outpatient","A81",,,":",,":",,":",,":"
"20181231","S08000030",,"New Outpatient","A81",,,":",,":",,":",,":"
"20191231","S08000030",,"New Outpatient","A81",,258,,5,,26,,48,
"20201231","S08000030",,"New Outpatient","A81",,135,,49,,59,,191,
"20211231","S08000030",,"New Outpatient","A81",,265,,156,,132,,188.6,
"20130630","S08000030",,"New Outpatient","A82",,142,,22,,57.5,,88,
"20140630","S08000030",,"New Outpatient","A82",,143,,0,,57,,76.8,
"20150630","S08000030",,"New Outpatient","A82",,124,,17,,69.5,,90.4,
"20160630","S08000030",,"New Outpatient","A82",,134,,61,,79.5,,120.1,
"20170630","S08000030",,"New Outpatient","A82",,,":",,":",,":",,":"
"20180630","S08000030",,"New Outpatient","A82",,,":",,":",,":",,":"
"20190630","S08000030",,"New Outpatient","A82",,243,,106,,49,,285,
"20200630","S08000030",,"New Outpatient","A82",,146,,64,,54,,226,
"20210630","S08000030",,"New Outpatient","A82",,286,,84,,20,,183.5,
"20220630","S08000030",,"New Outpatient","A82",,352,,103,,41,,166.8,
"20130930","S08000030",,"New Outpatient","A82",,124,,3,,49.5,,76,
"20140930","S08000030",,"New Outpatient","A82",,122,,0,,63.5,,81.8,
"20150930","S08000030",,"New Outpatient","A82",,145,,20,,66,,93.2,
"20160930","S08000030",,"New Outpatient","A82",,86,,29,,55,,145,
"20170930","S08000030",,"New Outpatient","A82",,,":",,":",,":",,":"
"20180930","S08000030",,"New Outpatient","A82",,,":",,":",,":",,":"
"20190930","S08000030",,"New Outpatient","A82",,252,,114,,53.5,,247.7,
"20200930","S08000030",,"New Outpatient","A82",,194,,72,,20,,282.4,
"20210930","S08000030",,"New Outpatient","A82",,258,,85,,36,,131.3,
"20220930","S08000030",,"New Outpatient","A82",,306,,96,,45,,252,
"20130331","S08000030",,"New Outpatient","A82",,108,,27,,52.5,,97,
"20140331","S08000030",,"New Outpatient","A82",,135,,0,,49,,69.6,
"20150331","S08000030",,"New Outpatient","A82",,122,,0,,66.5,,82.9,
"20160331","S08000030",,"New Outpatient","A82",,140,,66,,80.5,,132,
"20170331","S08000030",,"New Outpatient","A82",,104,,49,,79.5,,218.3,
"20180331","S08000030",,"New Outpatient","A82",,,":",,":",,":",,":"
"20190331","S08000030",,"New Outpatient","A82",,225,,96,,48,,316.4,
"20200331","S08000030",,"New Outpatient","A82",,325,,118,,28,,218,
"20210331","S08000030",,"New Outpatient","A82",,412,,119,,15.5,,313,
"20220331","S08000030",,"New Outpatient","A82",,317,,146,,63,,196,
"20121231","S08000030",,"New Outpatient","A82",,108,,4,,44.5,,75.3,
"20131231","S08000030",,"New Outpatient","A82",,125,,1,,42,,58.4,
"20141231","S08000030",,"New Outpatient","A82",,109,,0,,65,,81,
"20151231","S08000030",,"New Outpatient","A82",,123,,50,,80,,114.6,
"20161231","S08000030",,"New Outpatient","A82",,89,,43,,73,,195,
"20171231","S08000030",,"New Outpatient","A82",,,":",,":",,":",,":"
"20181231","S08000030",,"New Outpatient","A82",,,":",,":",,":",,":"
"20191231","S08000030",,"New Outpatient","A82",,231,,97,,47,,221,
"20201231","S08000030",,"New Outpatient","A82",,224,,104,,58.5,,302,
"20211231","S08000030",,"New Outpatient","A82",,302,,112,,42,,140.9,
"20130630","S08000030",,"New Outpatient","A9",,3363,,19,,19,,71,
"20140630","S08000030",,"New Outpatient","A9",,2816,,255,,24,,84,
"20150630","S08000030",,"New Outpatient","A9",,2883,,350,,27,,133.000000000001,
"20160630","S08000030",,"New Outpatient","A9",,2666,,305,,32,,90,
"20170630","S08000030",,"New Outpatient","A9",,,":",,":",,":",,":"
"20180630","S08000030",,"New Outpatient","A9",,,":",,":",,":",,":"
"20190630","S08000030",,"New Outpatient","A9",,2619,,252,,28,,81,
"20200630","S08000030",,"New Outpatient","A9",,687,,112,,25,,122,
"20210630","S08000030",,"New Outpatient","A9",,1731,,360,,21,,629,
"20220630","S08000030",,"New Outpatient","A9",,1605,,272,,23,,222.2,
"20130930","S08000030",,"New Outpatient","A9",,3251,,44,,18,,76,
"20140930","S08000030",,"New Outpatient","A9",,2623,,314,,26,,112,
"20150930","S08000030",,"New Outpatient","A9",,2835,,327,,28,,97.5999999999999,
"20160930","S08000030",,"New Outpatient","A9",,2526,,286,,34,,92.5,
"20170930","S08000030",,"New Outpatient","A9",,,":",,":",,":",,":"
"20180930","S08000030",,"New Outpatient","A9",,,":",,":",,":",,":"
"20190930","S08000030",,"New Outpatient","A9",,2377,,342,,22,,111,
"20200930","S08000030",,"New Outpatient","A9",,1139,,238,,16,,209.4,
"20210930","S08000030",,"New Outpatient","A9",,1507,,238,,22,,209,
"20220930","S08000030",,"New Outpatient","A9",,1554,,249,,29,,195,
"20130331","S08000030",,"New Outpatient","A9",,3390,,32,,23,,75,
"20140331","S08000030",,"New Outpatient","A9",,3265,,126,,21,,79,
"20150331","S08000030",,"New Outpatient","A9",,2737,,381,,27,,193,
"20160331","S08000030",,"New Outpatient","A9",,2665,,360,,26,,92,
"20170331","S08000030",,"New Outpatient","A9",,3193,,659,,31,,163,
"20180331","S08000030",,"New Outpatient","A9",,,":",,":",,":",,":"
"20190331","S08000030",,"New Outpatient","A9",,2807,,308,,29,,106.4,
"20200331","S08000030",,"New Outpatient","A9",,2149,,725,,32,,262,
"20210331","S08000030",,"New Outpatient","A9",,1312,,156,,21,,106.9,
"20220331","S08000030",,"New Outpatient","A9",,1421,,258,,21,,258,
"20121231","S08000030",,"New Outpatient","A9",,3335,,18,,17,,74,
"20131231","S08000030",,"New Outpatient","A9",,3076,,18,,15,,71,
"20141231","S08000030",,"New Outpatient","A9",,2544,,285,,26,,110.7,
"20151231","S08000030",,"New Outpatient","A9",,3544,,758,,30,,169,
"20161231","S08000030",,"New Outpatient","A9",,2636,,340,,29,,176.5,
"20171231","S08000030",,"New Outpatient","A9",,,":",,":",,":",,":"
"20181231","S08000030",,"New Outpatient","A9",,,":",,":",,":",,":"
"20191231","S08000030",,"New Outpatient","A9",,2201,,698,,26,,234,
"20201231","S08000030",,"New Outpatient","A9",,1149,,253,,21,,434.2,
"20211231","S08000030",,"New Outpatient","A9",,1668,,266,,22,,278,
"20130930","S08000030",,"New Outpatient","AA",,,":u",,":u",,":u",,":u"
"20130630","S08000030",,"New Outpatient","AB",,470,,4,,21,,45,
"20140630","S08000030",,"New Outpatient","AB",,404,,5,,22,,46.4,
"20150630","S08000030",,"New Outpatient","AB",,404,,0,,22,,44.7,
"20160630","S08000030",,"New Outpatient","AB",,458,,22,,25,,62,
"20170630","S08000030",,"New Outpatient","AB",,,":",,":",,":",,":"
"20180630","S08000030",,"New Outpatient","AB",,,":",,":",,":",,":"
"20190630","S08000030",,"New Outpatient","AB",,427,,5,,22,,48,
"20200630","S08000030",,"New Outpatient","AB",,128,,29,,11.5,,147.8,
"20210630","S08000030",,"New Outpatient","AB",,434,,14,,6,,43,
"20220630","S08000030",,"New Outpatient","AB",,407,,24,,22,,76.4,
"20130930","S08000030",,"New Outpatient","AB",,420,,2,,22,,40,
"20140930","S08000030",,"New Outpatient","AB",,405,,6,,20,,58.6,
"20150930","S08000030",,"New Outpatient","AB",,337,,2,,28,,57.4,
"20160930","S08000030",,"New Outpatient","AB",,409,,11,,30,,57,
"20170930","S08000030",,"New Outpatient","AB",,,":",,":",,":",,":"
"20180930","S08000030",,"New Outpatient","AB",,,":",,":",,":",,":"
"20190930","S08000030",,"New Outpatient","AB",,386,,11,,34,,68.5,
"20200930","S08000030",,"New Outpatient","AB",,249,,60,,26,,194.4,
"20210930","S08000030",,"New Outpatient","AB",,430,,37,,15,,79.3000000000001,
"20220930","S08000030",,"New Outpatient","AB",,336,,38,,30,,88,
"20130331","S08000030",,"New Outpatient","AB",,441,,7,,29,,63,
"20140331","S08000030",,"New Outpatient","AB",,432,,7,,23,,53.9,
"20150331","S08000030",,"New Outpatient","AB",,424,,4,,20,,43,
"20160331","S08000030",,"New Outpatient","AB",,451,,25,,25,,79,
"20170331","S08000030",,"New Outpatient","AB",,418,,4,,17,,42,
"20180331","S08000030",,"New Outpatient","AB",,,":",,":",,":",,":"
"20190331","S08000030",,"New Outpatient","AB",,378,,14,,25,,56,
"20200331","S08000030",,"New Outpatient","AB",,379,,34,,15,,80.8,
"20210331","S08000030",,"New Outpatient","AB",,384,,17,,0,,31.1,
"20220331","S08000030",,"New Outpatient","AB",,336,,18,,21,,70,
"20121231","S08000030",,"New Outpatient","AB",,462,,0,,24,,55,
"20131231","S08000030",,"New Outpatient","AB",,385,,3,,21,,60.6,
"20141231","S08000030",,"New Outpatient","AB",,389,,7,,22,,59,
"20151231","S08000030",,"New Outpatient","AB",,350,,21,,25,,76.1,
"20161231","S08000030",,"New Outpatient","AB",,412,,5,,26,,56,
"20171231","S08000030",,"New Outpatient","AB",,,":",,":",,":",,":"
"20181231","S08000030",,"New Outpatient","AB",,,":",,":",,":",,":"
"20191231","S08000030",,"New Outpatient","AB",,421,,21,,29,,67,
"20201231","S08000030",,"New Outpatient","AB",,277,,15,,16,,71,
"20211231","S08000030",,"New Outpatient","AB",,465,,46,,21,,82,
"20170930","S08000030",,"New Outpatient","AD",,,":",,":",,":",,":"
"20210930","S08000030",,"New Outpatient","AD",,1,,0,,14,,14,
"20171231","S08000030",,"New Outpatient","AD",,,":",,":",,":",,":"
"20130630","S08000030",,"New Outpatient","AF",,1126,,32,,42,,71,
"20140630","S08000030",,"New Outpatient","AF",,1011,,96,,50,,84,
"20150630","S08000030",,"New Outpatient","AF",,950,,186,,60,,98,
"20160630","S08000030",,"New Outpatient","AF",,1105,,207,,56,,98,
"20170630","S08000030",,"New Outpatient","AF",,,":",,":",,":",,":"
"20180630","S08000030",,"New Outpatient","AF",,,":",,":",,":",,":"
"20190630","S08000030",,"New Outpatient","AF",,925,,235,,56,,125,
"20200630","S08000030",,"New Outpatient","AF",,509,,158,,60,,135.2,
"20210630","S08000030",,"New Outpatient","AF",,724,,182,,53,,168.7,
"20220630","S08000030",,"New Outpatient","AF",,1029,,361,,50,,180.2,
"20130930","S08000030",,"New Outpatient","AF",,1036,,54,,50,,78,
"20140930","S08000030",,"New Outpatient","AF",,981,,196,,50,,98,
"20150930","S08000030",,"New Outpatient","AF",,1018,,322,,63,,132.3,
"20160930","S08000030",,"New Outpatient","AF",,990,,242,,48,,107,
"20170930","S08000030",,"New Outpatient","AF",,,":",,":",,":",,":"
"20180930","S08000030",,"New Outpatient","AF",,,":",,":",,":",,":"
"20190930","S08000030",,"New Outpatient","AF",,841,,292,,56,,140,
"20200930","S08000030",,"New Outpatient","AF",,472,,130,,30,,229.9,
"20210930","S08000030",,"New Outpatient","AF",,554,,209,,63.5,,132.7,
"20220930","S08000030",,"New Outpatient","AF",,1007,,400,,62,,194.4,
"20130331","S08000030",,"New Outpatient","AF",,1037,,39,,36,,73.4,
"20140331","S08000030",,"New Outpatient","AF",,911,,47,,47,,71,
"20150331","S08000030",,"New Outpatient","AF",,969,,126,,56,,93.2000000000001,
"20160331","S08000030",,"New Outpatient","AF",,1103,,161,,54,,98,
"20170331","S08000030",,"New Outpatient","AF",,1041,,230,,54,,97,
"20180331","S08000030",,"New Outpatient","AF",,,":",,":",,":",,":"
"20190331","S08000030",,"New Outpatient","AF",,1026,,238,,55,,136,
"20200331","S08000030",,"New Outpatient","AF",,812,,171,,55,,133,
"20210331","S08000030",,"New Outpatient","AF",,692,,252,,61,,278.4,
"20220331","S08000030",,"New Outpatient","AF",,806,,310,,64,,158.5,
"20121231","S08000030",,"New Outpatient","AF",,970,,25,,28,,74,
"20131231","S08000030",,"New Outpatient","AF",,1004,,45,,42,,76,
"20141231","S08000030",,"New Outpatient","AF",,889,,111,,50,,92,
"20151231","S08000030",,"New Outpatient","AF",,992,,160,,54,,107,
"20161231","S08000030",,"New Outpatient","AF",,972,,268,,55,,108,
"20171231","S08000030",,"New Outpatient","AF",,,":",,":",,":",,":"
"20181231","S08000030",,"New Outpatient","AF",,,":",,":",,":",,":"
"20191231","S08000030",,"New Outpatient","AF",,913,,185,,52,,138.6,
"20201231","S08000030",,"New Outpatient","AF",,640,,231,,52,,309.8,
"20211231","S08000030",,"New Outpatient","AF",,725,,306,,70,,160.6,
"20130630","S08000030",,"New Outpatient","AG",,94,,1,,19.5,,42,
"20140630","S08000030",,"New Outpatient","AG",,105,,0,,19,,34,
"20150630","S08000030",,"New Outpatient","AG",,80,,0,,19,,44.1,
"20160630","S08000030",,"New Outpatient","AG",,93,,0,,21,,42,
"20170630","S08000030",,"New Outpatient","AG",,,":",,":",,":",,":"
"20180630","S08000030",,"New Outpatient","AG",,,":",,":",,":",,":"
"20190630","S08000030",,"New Outpatient","AG",,114,,0,,24,,38,
"20200630","S08000030",,"New Outpatient","AG",,23,,1,,21,,51,
"20210630","S08000030",,"New Outpatient","AG",,95,,1,,22,,46.6000000000001,
"20220630","S08000030",,"New Outpatient","AG",,135,,3,,35,,51,
"20130930","S08000030",,"New Outpatient","AG",,139,,0,,17,,41.2,
"20140930","S08000030",,"New Outpatient","AG",,119,,0,,19,,35.2,
"20150930","S08000030",,"New Outpatient","AG",,102,,0,,21,,38.9,
"20160930","S08000030",,"New Outpatient","AG",,105,,0,,27,,46.8,
"20170930","S08000030",,"New Outpatient","AG",,,":",,":",,":",,":"
"20180930","S08000030",,"New Outpatient","AG",,,":",,":",,":",,":"
"20190930","S08000030",,"New Outpatient","AG",,109,,0,,27,,49.2,
"20200930","S08000030",,"New Outpatient","AG",,68,,6,,21.5,,61.4000000000001,
"20210930","S08000030",,"New Outpatient","AG",,120,,1,,27.5,,59.1,
"20220930","S08000030",,"New Outpatient","AG",,105,,2,,34,,57.2,
"20130331","S08000030",,"New Outpatient","AG",,96,,0,,17,,34,
"20140331","S08000030",,"New Outpatient","AG",,112,,0,,21,,44,
"20150331","S08000030",,"New Outpatient","AG",,98,,0,,19,,38,
"20160331","S08000030",,"New Outpatient","AG",,82,,1,,18,,37,
"20170331","S08000030",,"New Outpatient","AG",,49,,0,,28,,42.4,
"20180331","S08000030",,"New Outpatient","AG",,,":",,":",,":",,":"
"20190331","S08000030",,"New Outpatient","AG",,92,,0,,19.5,,49.9,
"20200331","S08000030",,"New Outpatient","AG",,116,,0,,24.5,,58.5,
"20210331","S08000030",,"New Outpatient","AG",,126,,6,,34,,61,
"20220331","S08000030",,"New Outpatient","AG",,135,,2,,28,,50.6,
"20121231","S08000030",,"New Outpatient","AG",,89,,0,,19,,43.2,
"20131231","S08000030",,"New Outpatient","AG",,96,,0,,17,,37,
