_id,WeekEnding,HB,HBQF,AdmissionType,AdmissionTypeQF,Specialty,SpecialtyQF,NumberAdmissions,Average20182019,PercentVariation
24887,20200816,S08000020,"",Emergency,"",Community,"",35,41.5,-15.7
24888,20200816,S08000020,"",Emergency,"",Gynaecology,"",15,12,25
24889,20200816,S08000020,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",484,467.5,3.5
24890,20200816,S08000020,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",539,516,4.5
24891,20200816,S08000020,"",Emergency,"",Paediatrics (medical & surgical),"",69,83,-16.9
24892,20200816,S08000020,"",Emergency,"",Paediatrics (medical),"",64,75.5,-15.2
24893,20200816,S08000020,"",Emergency,"",Paediatrics (surgical),"",5,7.5,-33.3
24894,20200816,S08000020,"",Emergency,"",Surgery,"",297,266.5,11.4
24895,20200816,S08000022,"",Emergency,"",All,d,545,615,-11.4
24896,20200816,S08000022,"",Emergency,"",Cardiology,"",7,6.5,7.7
24897,20200816,S08000022,"",Emergency,"",Community,"",59,74,-20.3
24898,20200816,S08000022,"",Emergency,"",Gynaecology,"",19,15.5,22.6
24899,20200816,S08000022,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",295,294.5,0.2
24900,20200816,S08000022,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",302,302.5,-0.2
24901,20200816,S08000022,"",Emergency,"",Paediatrics (medical & surgical),"",36,48,-25
24902,20200816,S08000022,"",Emergency,"",Paediatrics (medical),"",36,48,-25
24903,20200816,S08000022,"",Emergency,"",Surgery,"",129,175,-26.3
24904,20200816,S08000024,"",Emergency,"",Accident & Emergency,"",210,132.5,58.5
24905,20200816,S08000024,"",Emergency,"",All,d,1666,1704,-2.2
24906,20200816,S08000024,"",Emergency,"",Cancer,"",61,46.5,31.2
24907,20200816,S08000024,"",Emergency,"",Cardiology,"",50,45,11.1
24908,20200816,S08000024,"",Emergency,"",Gynaecology,"",38,26.5,43.4
24909,20200816,S08000024,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",796,850.5,-6.4
24910,20200816,S08000024,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",907,942,-3.7
24911,20200816,S08000024,"",Emergency,"",Paediatrics (medical & surgical),"",115,135.5,-15.1
24912,20200816,S08000024,"",Emergency,"",Paediatrics (medical),"",95,115.5,-17.7
24913,20200816,S08000024,"",Emergency,"",Paediatrics (surgical),"",20,20,0
24914,20200816,S08000024,"",Emergency,"",Surgery,"",392,467.5,-16.1
24915,20200816,S08000025,"",Emergency,"",All,d,33,26.5,24.5
24916,20200816,S08000025,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",21,14,50
24917,20200816,S08000025,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",21,14,50
24918,20200816,S08000025,"",Emergency,"",Surgery,"",11,11.5,-4.3
24919,20200816,S08000026,"",Emergency,"",All,d,35,35.5,-1.4
24920,20200816,S08000026,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",20,19,5.3
24921,20200816,S08000026,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",20,19,5.3
24922,20200816,S08000026,"",Emergency,"",Surgery,"",15,16.5,-9.1
24923,20200816,S08000028,"",Emergency,"",All,d,47,66.5,-29.3
24924,20200816,S08000028,"",Emergency,"",Community,"",7,15.5,-54.8
24925,20200816,S08000028,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",21,29.5,-28.8
24926,20200816,S08000028,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",21,29.5,-28.8
24927,20200816,S08000028,"",Emergency,"",Surgery,"",15,19,-21.1
24928,20200816,S08000029,"",Emergency,"",Accident & Emergency,"",70,58,20.7
24929,20200816,S08000029,"",Emergency,"",All,d,725,776,-6.6
24930,20200816,S08000029,"",Emergency,"",Cardiology,"",18,32,-43.8
24931,20200816,S08000029,"",Emergency,"",Community,"",7,5.5,27.3
24932,20200816,S08000029,"",Emergency,"",Gynaecology,"",21,25,-16
24933,20200816,S08000029,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",385,417.5,-7.8
24934,20200816,S08000029,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",403,449.5,-10.3
24935,20200816,S08000029,"",Emergency,"",Paediatrics (medical & surgical),"",50,55.5,-9.9
24936,20200816,S08000029,"",Emergency,"",Paediatrics (medical),"",50,55.5,-9.9
24937,20200816,S08000029,"",Emergency,"",Surgery,"",174,182.5,-4.7
24938,20200816,S08000030,"",Emergency,"",Accident & Emergency,"",77,71.5,7.7
24939,20200816,S08000030,"",Emergency,"",All,d,963,979.5,-1.7
24940,20200816,S08000030,"",Emergency,"",Cancer,"",16,16.5,-3
24941,20200816,S08000030,"",Emergency,"",Cardiology,"",34,21,61.9
24942,20200816,S08000030,"",Emergency,"",Gynaecology,"",13,17,-23.5
24943,20200816,S08000030,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",516,509,1.4
24944,20200816,S08000030,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",566,546.5,3.6
24945,20200816,S08000030,"",Emergency,"",Paediatrics (medical & surgical),"",77,86.5,-11
24946,20200816,S08000030,"",Emergency,"",Paediatrics (medical),"",76,86.5,-12.1
24947,20200816,S08000030,"",Emergency,"",Surgery,"",228,244,-6.6
24948,20200816,S08000031,"",Emergency,"",Accident & Emergency,"",50,45,11.1
24949,20200816,S08000031,"",Emergency,"",All,d,2545,2711,-6.1
24950,20200816,S08000031,"",Emergency,"",Cancer,"",14,28,-50
24951,20200816,S08000031,"",Emergency,"",Cardiology,"",74,108,-31.5
24952,20200816,S08000031,"",Emergency,"",Gynaecology,"",35,35,0
24953,20200816,S08000031,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",1471,1546.5,-4.9
24954,20200816,S08000031,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",1559,1682.5,-7.3
24955,20200816,S08000031,"",Emergency,"",Paediatrics (medical & surgical),"",185,170,8.8
24956,20200816,S08000031,"",Emergency,"",Paediatrics (medical),"",141,151.5,-6.9
24957,20200816,S08000031,"",Emergency,"",Paediatrics (surgical),"",44,18.5,137.8
24958,20200816,S08000031,"",Emergency,"",Surgery,"",714,777,-8.1
24959,20200816,S08000032,"",Emergency,"",Accident & Emergency,"",12,5.5,118.2
24960,20200816,S08000032,"",Emergency,"",All,d,1293,1470.5,-12.1
24961,20200816,S08000032,"",Emergency,"",Cardiology,"",92,75.5,21.9
24962,20200816,S08000032,"",Emergency,"",Gynaecology,"",27,25.5,5.9
24963,20200816,S08000032,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",784,900,-12.9
24964,20200816,S08000032,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",876,975.5,-10.2
24965,20200816,S08000032,"",Emergency,"",Paediatrics (medical & surgical),"",51,89,-42.7
24966,20200816,S08000032,"",Emergency,"",Paediatrics (medical),"",51,89,-42.7
24967,20200816,S08000032,"",Emergency,"",Surgery,"",327,374.5,-12.7
24968,20200816,S92000003,d,Emergency,"",Accident & Emergency,"",451,408.5,10.4
24969,20200816,S92000003,d,Emergency,"",All,d,10792,11631,-7.2
24970,20200816,S92000003,d,Emergency,"",Cancer,"",114,112,1.8
24971,20200816,S92000003,d,Emergency,"",Cardiology,"",333,350,-4.9
24972,20200816,S92000003,d,Emergency,"",Community,"",134,172,-22.1
24973,20200816,S92000003,d,Emergency,"",Gynaecology,"",200,189.5,5.5
24974,20200816,S92000003,d,Emergency,"",Medical (excl. Cardiology & Cancer),"",6022,6416,-6.1
24975,20200816,S92000003,d,Emergency,"",Medical (incl. Cardiology & Cancer),"",6469,6878,-5.9
24976,20200816,S92000003,d,Emergency,"",Paediatrics (medical & surgical),"",738,880.5,-16.2
24977,20200816,S92000003,d,Emergency,"",Paediatrics (medical),"",668,834,-19.9
24978,20200816,S92000003,d,Emergency,"",Paediatrics (surgical),"",70,46.5,50.5
24979,20200816,S92000003,d,Emergency,"",Surgery,"",2792,3095.5,-9.8
24980,20200816,S92000003,d,Emergency,"",NA,NA,8,7,14.3
24981,20200816,NA,NA,Emergency,"",All,d,9,11.5,-21.7
24982,20200816,NA,NA,Emergency,"",Cardiology,"",5,8,-37.5
24983,20200816,NA,NA,Emergency,"",Medical (incl. Cardiology & Cancer),"",5,8,-37.5
24984,20200823,S08000015,"",Emergency,"",Accident & Emergency,"",6,21.5,-72.1
24985,20200823,S08000015,"",Emergency,"",All,d,968,969.5,-0.2
24986,20200823,S08000015,"",Emergency,"",Cardiology,"",7,17.5,-60
24987,20200823,S08000015,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",622,601.5,3.4
24988,20200823,S08000015,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",629,619,1.6
24989,20200823,S08000015,"",Emergency,"",Paediatrics (medical & surgical),"",76,103.5,-26.6
24990,20200823,S08000015,"",Emergency,"",Paediatrics (medical),"",76,103.5,-26.6
24991,20200823,S08000015,"",Emergency,"",Surgery,"",257,223,15.2
24992,20200823,S08000016,"",Emergency,"",All,d,197,222,-11.3
24993,20200823,S08000016,"",Emergency,"",Cardiology,"",9,6.5,38.5
24994,20200823,S08000016,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",116,126.5,-8.3
24995,20200823,S08000016,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",125,133,-6
24996,20200823,S08000016,"",Emergency,"",Paediatrics (medical & surgical),"",22,23.5,-6.4
24997,20200823,S08000016,"",Emergency,"",Paediatrics (medical),"",22,23.5,-6.4
24998,20200823,S08000016,"",Emergency,"",Surgery,"",48,61,-21.3
24999,20200823,S08000017,"",Emergency,"",All,d,324,318,1.9
25000,20200823,S08000017,"",Emergency,"",Community,"",14,25.5,-45.1
25001,20200823,S08000017,"",Emergency,"",Gynaecology,"",8,12.5,-36
25002,20200823,S08000017,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",173,163,6.1
25003,20200823,S08000017,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",175,163.5,7
25004,20200823,S08000017,"",Emergency,"",Paediatrics (medical & surgical),"",35,28.5,22.8
25005,20200823,S08000017,"",Emergency,"",Paediatrics (medical),"",35,28.5,22.8
25006,20200823,S08000017,"",Emergency,"",Surgery,"",92,88,4.5
25007,20200823,S08000019,"",Emergency,"",Accident & Emergency,"",6,12,-50
25008,20200823,S08000019,"",Emergency,"",All,d,578,669,-13.6
25009,20200823,S08000019,"",Emergency,"",Gynaecology,"",14,25.5,-45.1
25010,20200823,S08000019,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",326,403,-19.1
25011,20200823,S08000019,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",328,404.5,-18.9
25012,20200823,S08000019,"",Emergency,"",Paediatrics (medical & surgical),"",80,64.5,24
25013,20200823,S08000019,"",Emergency,"",Paediatrics (medical),"",80,64.5,24
25014,20200823,S08000019,"",Emergency,"",Surgery,"",150,162.5,-7.7
25015,20200823,S08000020,"",Emergency,"",Accident & Emergency,"",23,65,-64.6
25016,20200823,S08000020,"",Emergency,"",All,d,1033,1008.5,2.4
25017,20200823,S08000020,"",Emergency,"",Cancer,"",22,20.5,7.3
25018,20200823,S08000020,"",Emergency,"",Cardiology,"",37,25,48
25019,20200823,S08000020,"",Emergency,"",Community,"",24,45.5,-47.3
25020,20200823,S08000020,"",Emergency,"",Gynaecology,"",9,11,-18.2
25021,20200823,S08000020,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",493,458,7.6
25022,20200823,S08000020,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",552,503.5,9.6
25023,20200823,S08000020,"",Emergency,"",Paediatrics (medical & surgical),"",118,81,45.7
25024,20200823,S08000020,"",Emergency,"",Paediatrics (medical),"",102,71,43.7
25025,20200823,S08000020,"",Emergency,"",Paediatrics (surgical),"",16,10,60
25026,20200823,S08000020,"",Emergency,"",Surgery,"",307,302.5,1.5
25027,20200823,S08000022,"",Emergency,"",All,d,597,644,-7.3
25028,20200823,S08000022,"",Emergency,"",Cardiology,"",8,4.5,77.8
25029,20200823,S08000022,"",Emergency,"",Community,"",62,88,-29.5
25030,20200823,S08000022,"",Emergency,"",Gynaecology,"",12,18,-33.3
25031,20200823,S08000022,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",285,302.5,-5.8
25032,20200823,S08000022,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",293,308.5,-5
25033,20200823,S08000022,"",Emergency,"",Paediatrics (medical & surgical),"",64,50.5,26.7
25034,20200823,S08000022,"",Emergency,"",Paediatrics (medical),"",64,50.5,26.7
25035,20200823,S08000022,"",Emergency,"",Surgery,"",166,179,-7.3
25036,20200823,S08000024,"",Emergency,"",Accident & Emergency,"",251,144,74.3
25037,20200823,S08000024,"",Emergency,"",All,d,1876,1705,10
25038,20200823,S08000024,"",Emergency,"",Cancer,"",87,67,29.9
25039,20200823,S08000024,"",Emergency,"",Cardiology,"",40,43,-7
25040,20200823,S08000024,"",Emergency,"",Community,"",5,0,8000
25041,20200823,S08000024,"",Emergency,"",Gynaecology,"",28,32.5,-13.8
25042,20200823,S08000024,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",885,833,6.2
25043,20200823,S08000024,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",1012,943,7.3
25044,20200823,S08000024,"",Emergency,"",Paediatrics (medical & surgical),"",137,127,7.9
25045,20200823,S08000024,"",Emergency,"",Paediatrics (medical),"",117,115.5,1.3
25046,20200823,S08000024,"",Emergency,"",Paediatrics (surgical),"",20,11.5,73.9
25047,20200823,S08000024,"",Emergency,"",Surgery,"",443,458.5,-3.4
25048,20200823,S08000025,"",Emergency,"",All,d,37,31,19.4
25049,20200823,S08000025,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",21,22.5,-6.7
25050,20200823,S08000025,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",21,22.5,-6.7
25051,20200823,S08000025,"",Emergency,"",Surgery,"",15,8.5,76.5
25052,20200823,S08000026,"",Emergency,"",All,d,47,40,17.5
25053,20200823,S08000026,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",29,24,20.8
25054,20200823,S08000026,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",29,24,20.8
25055,20200823,S08000026,"",Emergency,"",Surgery,"",18,16,12.5
25056,20200823,S08000028,"",Emergency,"",All,d,61,55.5,9.9
25057,20200823,S08000028,"",Emergency,"",Community,"",10,8,25
25058,20200823,S08000028,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",24,29.5,-18.6
25059,20200823,S08000028,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",24,29.5,-18.6
25060,20200823,S08000028,"",Emergency,"",Paediatrics (medical & surgical),"",5,4.5,11.1
25061,20200823,S08000028,"",Emergency,"",Paediatrics (medical),"",5,4.5,11.1
25062,20200823,S08000028,"",Emergency,"",Surgery,"",21,13,61.5
25063,20200823,S08000029,"",Emergency,"",Accident & Emergency,"",80,61,31.1
25064,20200823,S08000029,"",Emergency,"",All,d,702,821.5,-14.5
25065,20200823,S08000029,"",Emergency,"",Cardiology,"",23,30.5,-24.6
25066,20200823,S08000029,"",Emergency,"",Community,"",6,8.5,-29.4
25067,20200823,S08000029,"",Emergency,"",Gynaecology,"",20,22.5,-11.1
25068,20200823,S08000029,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",319,442,-27.8
25069,20200823,S08000029,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",342,472.5,-27.6
25070,20200823,S08000029,"",Emergency,"",Paediatrics (medical & surgical),"",73,70.5,3.5
25071,20200823,S08000029,"",Emergency,"",Paediatrics (medical),"",73,70,4.3
25072,20200823,S08000029,"",Emergency,"",Surgery,"",181,186.5,-2.9
25073,20200823,S08000030,"",Emergency,"",Accident & Emergency,"",75,65.5,14.5
25074,20200823,S08000030,"",Emergency,"",All,d,944,969.5,-2.6
25075,20200823,S08000030,"",Emergency,"",Cancer,"",15,14.5,3.4
25076,20200823,S08000030,"",Emergency,"",Cardiology,"",19,20,-5
25077,20200823,S08000030,"",Emergency,"",Gynaecology,"",9,15.5,-41.9
25078,20200823,S08000030,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",508,503,1
25079,20200823,S08000030,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",542,537.5,0.8
25080,20200823,S08000030,"",Emergency,"",Paediatrics (medical & surgical),"",103,105.5,-2.4
25081,20200823,S08000030,"",Emergency,"",Paediatrics (medical),"",103,105.5,-2.4
25082,20200823,S08000030,"",Emergency,"",Surgery,"",214,234,-8.5
25083,20200823,S08000031,"",Emergency,"",Accident & Emergency,"",42,38.5,9.1
25084,20200823,S08000031,"",Emergency,"",All,d,2607,2786,-6.4
25085,20200823,S08000031,"",Emergency,"",Cancer,"",23,35.5,-35.2
25086,20200823,S08000031,"",Emergency,"",Cardiology,"",81,85,-4.7
25087,20200823,S08000031,"",Emergency,"",Gynaecology,"",49,35,40
25088,20200823,S08000031,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",1499,1572,-4.6
25089,20200823,S08000031,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",1603,1692.5,-5.3
25090,20200823,S08000031,"",Emergency,"",Paediatrics (medical & surgical),"",213,215.5,-1.2
25091,20200823,S08000031,"",Emergency,"",Paediatrics (medical),"",193,195,-1
25092,20200823,S08000031,"",Emergency,"",Paediatrics (surgical),"",20,20.5,-2.4
25093,20200823,S08000031,"",Emergency,"",Surgery,"",695,803,-13.4
25094,20200823,S08000031,"",Emergency,"",NA,NA,5,1.5,233.3
25095,20200823,S08000032,"",Emergency,"",Accident & Emergency,"",7,8.5,-17.6
25096,20200823,S08000032,"",Emergency,"",All,d,1317,1539.5,-14.5
25097,20200823,S08000032,"",Emergency,"",Cardiology,"",93,105,-11.4
25098,20200823,S08000032,"",Emergency,"",Gynaecology,"",26,27,-3.7
25099,20200823,S08000032,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",828,873.5,-5.2
25100,20200823,S08000032,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",921,978.5,-5.9
25101,20200823,S08000032,"",Emergency,"",Paediatrics (medical & surgical),"",58,123.5,-53
25102,20200823,S08000032,"",Emergency,"",Paediatrics (medical),"",58,123.5,-53
25103,20200823,S08000032,"",Emergency,"",Surgery,"",305,402,-24.1
25104,20200823,S92000003,d,Emergency,"",Accident & Emergency,"",490,416,17.8
25105,20200823,S92000003,d,Emergency,"",All,d,11301,11792,-4.2
25106,20200823,S92000003,d,Emergency,"",Cancer,"",147,139,5.8
25107,20200823,S92000003,d,Emergency,"",Cardiology,"",334,351,-4.8
25108,20200823,S92000003,d,Emergency,"",Community,"",124,191.5,-35.2
25109,20200823,S92000003,d,Emergency,"",Gynaecology,"",177,200,-11.5
25110,20200823,S92000003,d,Emergency,"",Medical (excl. Cardiology & Cancer),"",6128,6354,-3.6
25111,20200823,S92000003,d,Emergency,"",Medical (incl. Cardiology & Cancer),"",6609,6844,-3.4
25112,20200823,S92000003,d,Emergency,"",Paediatrics (medical & surgical),"",984,998,-1.4
25113,20200823,S92000003,d,Emergency,"",Paediatrics (medical),"",928,955.5,-2.9
25114,20200823,S92000003,d,Emergency,"",Paediatrics (surgical),"",56,42.5,31.8
25115,20200823,S92000003,d,Emergency,"",Surgery,"",2912,3138.5,-7.2
25116,20200823,S92000003,d,Emergency,"",NA,NA,5,4,25
25117,20200823,NA,NA,Emergency,"",All,d,13,13,0
25118,20200823,NA,NA,Emergency,"",Cardiology,"",13,12,8.3
25119,20200823,NA,NA,Emergency,"",Medical (incl. Cardiology & Cancer),"",13,12,8.3
25120,20200830,S08000015,"",Emergency,"",Accident & Emergency,"",10,20,-50
25121,20200830,S08000015,"",Emergency,"",All,d,1003,1042,-3.7
25122,20200830,S08000015,"",Emergency,"",Cardiology,"",9,13,-30.8
25123,20200830,S08000015,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",606,604.5,0.2
25124,20200830,S08000015,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",615,618,-0.5
25125,20200830,S08000015,"",Emergency,"",Paediatrics (medical & surgical),"",103,143.5,-28.2
25126,20200830,S08000015,"",Emergency,"",Paediatrics (medical),"",103,143.5,-28.2
25127,20200830,S08000015,"",Emergency,"",Surgery,"",272,255.5,6.5
25128,20200830,S08000016,"",Emergency,"",All,d,192,233,-17.6
25129,20200830,S08000016,"",Emergency,"",Cardiology,"",12,6.5,84.6
25130,20200830,S08000016,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",112,127.5,-12.2
25131,20200830,S08000016,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",124,134,-7.5
25132,20200830,S08000016,"",Emergency,"",Paediatrics (medical & surgical),"",17,37,-54.1
25133,20200830,S08000016,"",Emergency,"",Paediatrics (medical),"",17,37,-54.1
25134,20200830,S08000016,"",Emergency,"",Surgery,"",47,59,-20.3
25135,20200830,S08000017,"",Emergency,"",All,d,320,305,4.9
25136,20200830,S08000017,"",Emergency,"",Community,"",20,18,11.1
25137,20200830,S08000017,"",Emergency,"",Gynaecology,"",10,10.5,-4.8
25138,20200830,S08000017,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",178,163,9.2
25139,20200830,S08000017,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",178,163,9.2
25140,20200830,S08000017,"",Emergency,"",Paediatrics (medical & surgical),"",41,34,20.6
25141,20200830,S08000017,"",Emergency,"",Paediatrics (medical),"",41,34,20.6
25142,20200830,S08000017,"",Emergency,"",Surgery,"",70,79.5,-11.9
25143,20200830,S08000019,"",Emergency,"",Accident & Emergency,"",8,5.5,45.5
25144,20200830,S08000019,"",Emergency,"",All,d,546,724,-24.6
25145,20200830,S08000019,"",Emergency,"",Gynaecology,"",24,23,4.3
25146,20200830,S08000019,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",298,411,-27.5
25147,20200830,S08000019,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",300,422.5,-29
25148,20200830,S08000019,"",Emergency,"",Paediatrics (medical & surgical),"",70,83,-15.7
25149,20200830,S08000019,"",Emergency,"",Paediatrics (medical),"",70,82.5,-15.2
25150,20200830,S08000019,"",Emergency,"",Surgery,"",144,190,-24.2
25151,20200830,S08000020,"",Emergency,"",Accident & Emergency,"",28,63.5,-55.9
25152,20200830,S08000020,"",Emergency,"",All,d,1008,1010,-0.2
25153,20200830,S08000020,"",Emergency,"",Cancer,"",20,13.5,48.1
25154,20200830,S08000020,"",Emergency,"",Cardiology,"",36,25,44
25155,20200830,S08000020,"",Emergency,"",Community,"",38,40.5,-6.2
25156,20200830,S08000020,"",Emergency,"",Gynaecology,"",8,11.5,-30.4
25157,20200830,S08000020,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",445,450,-1.1
25158,20200830,S08000020,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",501,488.5,2.6
25159,20200830,S08000020,"",Emergency,"",Paediatrics (medical & surgical),"",141,117.5,20
25160,20200830,S08000020,"",Emergency,"",Paediatrics (medical),"",127,104.5,21.5
25161,20200830,S08000020,"",Emergency,"",Paediatrics (surgical),"",14,13,7.7
25162,20200830,S08000020,"",Emergency,"",Surgery,"",292,287.5,1.6
25163,20200830,S08000022,"",Emergency,"",All,d,570,644,-11.5
25164,20200830,S08000022,"",Emergency,"",Community,"",77,77.5,-0.6
25165,20200830,S08000022,"",Emergency,"",Gynaecology,"",18,14,28.6
25166,20200830,S08000022,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",273,310.5,-12.1
25167,20200830,S08000022,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",277,318,-12.9
25168,20200830,S08000022,"",Emergency,"",Paediatrics (medical & surgical),"",54,55.5,-2.7
25169,20200830,S08000022,"",Emergency,"",Paediatrics (medical),"",54,55.5,-2.7
25170,20200830,S08000022,"",Emergency,"",Surgery,"",144,179,-19.6
25171,20200830,S08000024,"",Emergency,"",Accident & Emergency,"",247,124.5,98.4
25172,20200830,S08000024,"",Emergency,"",All,d,1807,1724.5,4.8
25173,20200830,S08000024,"",Emergency,"",Cancer,"",63,55.5,13.5
25174,20200830,S08000024,"",Emergency,"",Cardiology,"",42,38,10.5
25175,20200830,S08000024,"",Emergency,"",Community,"",5,0,8000
25176,20200830,S08000024,"",Emergency,"",Gynaecology,"",25,36,-30.6
25177,20200830,S08000024,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",842,835,0.8
25178,20200830,S08000024,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",947,928.5,2
25179,20200830,S08000024,"",Emergency,"",Paediatrics (medical & surgical),"",148,166,-10.8
25180,20200830,S08000024,"",Emergency,"",Paediatrics (medical),"",126,142,-11.3
25181,20200830,S08000024,"",Emergency,"",Paediatrics (surgical),"",22,24,-8.3
25182,20200830,S08000024,"",Emergency,"",Surgery,"",435,469.5,-7.3
25183,20200830,S08000025,"",Emergency,"",All,d,39,29.5,32.2
25184,20200830,S08000025,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",19,20.5,-7.3
25185,20200830,S08000025,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",19,20.5,-7.3
25186,20200830,S08000025,"",Emergency,"",Surgery,"",20,9,122.2
25187,20200830,S08000026,"",Emergency,"",All,d,30,40,-25
25188,20200830,S08000026,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",20,22.5,-11.1
25189,20200830,S08000026,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",20,22.5,-11.1
25190,20200830,S08000026,"",Emergency,"",Surgery,"",9,17.5,-48.6
25191,20200830,S08000028,"",Emergency,"",All,d,45,65,-30.8
25192,20200830,S08000028,"",Emergency,"",Community,"",9,11,-18.2
25193,20200830,S08000028,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",26,35,-25.7
25194,20200830,S08000028,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",26,35,-25.7
25195,20200830,S08000028,"",Emergency,"",Surgery,"",9,14.5,-37.9
25196,20200830,S08000029,"",Emergency,"",Accident & Emergency,"",63,56.5,11.5
25197,20200830,S08000029,"",Emergency,"",All,d,732,814.5,-10.1
25198,20200830,S08000029,"",Emergency,"",Cardiology,"",16,36,-55.6
25199,20200830,S08000029,"",Emergency,"",Community,"",11,8.5,29.4
25200,20200830,S08000029,"",Emergency,"",Gynaecology,"",18,17.5,2.9
25201,20200830,S08000029,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",356,429.5,-17.1
25202,20200830,S08000029,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",372,466,-20.2
25203,20200830,S08000029,"",Emergency,"",Paediatrics (medical & surgical),"",82,89.5,-8.4
25204,20200830,S08000029,"",Emergency,"",Paediatrics (medical),"",82,89,-7.9
25205,20200830,S08000029,"",Emergency,"",Surgery,"",186,176.5,5.4
25206,20200830,S08000030,"",Emergency,"",Accident & Emergency,"",81,74,9.5
25207,20200830,S08000030,"",Emergency,"",All,d,948,1030,-8
25208,20200830,S08000030,"",Emergency,"",Cancer,"",14,20.5,-31.7
25209,20200830,S08000030,"",Emergency,"",Cardiology,"",25,20,25
25210,20200830,S08000030,"",Emergency,"",Gynaecology,"",11,14.5,-24.1
25211,20200830,S08000030,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",478,481,-0.6
25212,20200830,S08000030,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",517,521.5,-0.9
25213,20200830,S08000030,"",Emergency,"",Paediatrics (medical & surgical),"",103,135,-23.7
25214,20200830,S08000030,"",Emergency,"",Paediatrics (medical),"",103,135,-23.7
25215,20200830,S08000030,"",Emergency,"",Surgery,"",233,267,-12.7
25216,20200830,S08000031,"",Emergency,"",Accident & Emergency,"",37,46.5,-20.4
25217,20200830,S08000031,"",Emergency,"",All,d,2645,2822.5,-6.3
