_id,Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
10289,2017Q3,S92000003,d,S08000024,Lymphoma,"",10,"",10,""
10290,2017Q3,S92000003,d,S08000024,Melanoma,"",14,"",12,""
10291,2017Q3,S92000003,d,S08000024,Ovarian,"",16,"",14,""
10292,2017Q3,S92000003,d,S08000024,Upper GI,"",39,"",38,""
10293,2017Q3,S92000003,d,S08000024,Urological,"",99,"",70,""
10294,2017Q3,S92000003,d,S08000025,Breast,"",1,"",1,""
10295,2017Q3,S92000003,d,S08000025,Colorectal,"",1,"",1,""
10296,2017Q3,S92000003,d,S08000026,Breast,"",1,"",1,""
10297,2017Q3,S92000003,d,S08000026,Colorectal,"",1,"",1,""
10298,2017Q3,S92000003,d,S08000026,Upper GI,"",1,"",1,""
10299,2017Q3,S92000003,d,S08000026,Urological,"",5,"",5,""
10300,2017Q3,S92000003,d,S08000028,Breast,"",1,"",1,""
10301,2017Q3,S92000003,d,S08000028,Head & Neck,"",1,"",1,""
10302,2017Q3,S92000003,d,S08000028,Lung,"",4,"",3,""
10303,2017Q3,S92000003,d,S08000028,Upper GI,"",1,"",1,""
10304,2017Q3,S92000003,d,S08000028,Urological,"",2,"",2,""
10305,2017Q3,S92000003,d,S08000029,Breast,"",21,"",21,""
10306,2017Q3,S92000003,d,S08000029,Cervical,"",1,"",1,""
10307,2017Q3,S92000003,d,S08000029,Colorectal,"",24,"",24,""
10308,2017Q3,S92000003,d,S08000029,Head & Neck,"",4,"",4,""
10309,2017Q3,S92000003,d,S08000029,Lung,"",37,"",37,""
10310,2017Q3,S92000003,d,S08000029,Lymphoma,"",8,"",8,""
10311,2017Q3,S92000003,d,S08000029,Melanoma,"",9,"",9,""
10312,2017Q3,S92000003,d,S08000029,Ovarian,"",4,"",4,""
10313,2017Q3,S92000003,d,S08000029,Upper GI,"",17,"",17,""
10314,2017Q3,S92000003,d,S08000029,Urological,"",39,"",33,""
10315,2017Q3,S92000003,d,S08000030,Breast,"",98,"",89,""
10316,2017Q3,S92000003,d,S08000030,Cervical,"",3,"",2,""
10317,2017Q3,S92000003,d,S08000030,Colorectal,"",38,"",37,""
10318,2017Q3,S92000003,d,S08000030,Head & Neck,"",4,"",3,""
10319,2017Q3,S92000003,d,S08000030,Lung,"",42,"",39,""
10320,2017Q3,S92000003,d,S08000030,Melanoma,"",4,"",4,""
10321,2017Q3,S92000003,d,S08000030,Ovarian,"",6,"",5,""
10322,2017Q3,S92000003,d,S08000030,Upper GI,"",37,"",36,""
10323,2017Q3,S92000003,d,S08000030,Urological,"",48,"",36,""
10324,2017Q3,S92000003,d,S08000031,Breast,"",229,"",201,""
10325,2017Q3,S92000003,d,S08000031,Cervical,"",15,"",11,""
10326,2017Q3,S92000003,d,S08000031,Colorectal,"",111,"",94,""
10327,2017Q3,S92000003,d,S08000031,Head & Neck,"",49,"",39,""
10328,2017Q3,S92000003,d,S08000031,Lung,"",135,"",120,""
10329,2017Q3,S92000003,d,S08000031,Lymphoma,"",29,"",25,""
10330,2017Q3,S92000003,d,S08000031,Melanoma,"",39,"",34,""
10331,2017Q3,S92000003,d,S08000031,Ovarian,"",40,"",38,""
10332,2017Q3,S92000003,d,S08000031,Upper GI,"",111,"",89,""
10333,2017Q3,S92000003,d,S08000031,Urological,"",152,"",88,""
10334,2017Q3,S92000003,d,S08000032,Breast,"",96,"",93,""
10335,2017Q3,S92000003,d,S08000032,Cervical,"",3,"",3,""
10336,2017Q3,S92000003,d,S08000032,Colorectal,"",53,"",48,""
10337,2017Q3,S92000003,d,S08000032,Head & Neck,"",11,"",11,""
10338,2017Q3,S92000003,d,S08000032,Lung,"",41,"",40,""
10339,2017Q3,S92000003,d,S08000032,Lymphoma,"",7,"",7,""
10340,2017Q3,S92000003,d,S08000032,Melanoma,"",22,"",20,""
10341,2017Q3,S92000003,d,S08000032,Ovarian,"",2,"",2,""
10342,2017Q3,S92000003,d,S08000032,Upper GI,"",25,"",25,""
10343,2017Q3,S92000003,d,S08000032,Urological,"",44,"",42,""
10344,2017Q3,S92000003,d,SB0801,Colorectal,"",1,"",1,""
10345,2017Q3,S92000003,d,SB0801,Lung,"",37,"",26,""
10346,2017Q4,S92000003,d,S08000015,Breast,"",87,"",87,""
10347,2017Q4,S92000003,d,S08000015,Colorectal,"",45,"",44,""
10348,2017Q4,S92000003,d,S08000015,Head & Neck,"",9,"",8,""
10349,2017Q4,S92000003,d,S08000015,Lung,"",23,"",22,""
10350,2017Q4,S92000003,d,S08000015,Lymphoma,"",5,"",3,""
10351,2017Q4,S92000003,d,S08000015,Melanoma,"",6,"",6,""
10352,2017Q4,S92000003,d,S08000015,Ovarian,"",4,"",2,""
10353,2017Q4,S92000003,d,S08000015,Upper GI,"",26,"",25,""
10354,2017Q4,S92000003,d,S08000015,Urological,"",45,"",44,""
10355,2017Q4,S92000003,d,S08000016,Breast,"",13,"",13,""
10356,2017Q4,S92000003,d,S08000016,Colorectal,"",9,"",9,""
10357,2017Q4,S92000003,d,S08000016,Lung,"",12,"",12,""
10358,2017Q4,S92000003,d,S08000016,Lymphoma,"",3,"",2,""
10359,2017Q4,S92000003,d,S08000016,Melanoma,"",3,"",3,""
10360,2017Q4,S92000003,d,S08000016,Ovarian,"",3,"",3,""
10361,2017Q4,S92000003,d,S08000016,Upper GI,"",7,"",7,""
10362,2017Q4,S92000003,d,S08000016,Urological,"",9,"",9,""
10363,2017Q4,S92000003,d,S08000017,Breast,"",13,"",13,""
10364,2017Q4,S92000003,d,S08000017,Cervical,"",1,"",1,""
10365,2017Q4,S92000003,d,S08000017,Colorectal,"",14,"",13,""
10366,2017Q4,S92000003,d,S08000017,Head & Neck,"",2,"",2,""
10367,2017Q4,S92000003,d,S08000017,Lung,"",18,"",18,""
10368,2017Q4,S92000003,d,S08000017,Lymphoma,"",3,"",3,""
10369,2017Q4,S92000003,d,S08000017,Melanoma,"",2,"",2,""
10370,2017Q4,S92000003,d,S08000017,Ovarian,"",2,"",2,""
10371,2017Q4,S92000003,d,S08000017,Upper GI,"",6,"",6,""
10372,2017Q4,S92000003,d,S08000017,Urological,"",9,"",9,""
10373,2017Q4,S92000003,d,S08000019,Breast,"",40,"",37,""
10374,2017Q4,S92000003,d,S08000019,Colorectal,"",18,"",14,""
10375,2017Q4,S92000003,d,S08000019,Head & Neck,"",5,"",5,""
10376,2017Q4,S92000003,d,S08000019,Lung,"",40,"",39,""
10377,2017Q4,S92000003,d,S08000019,Lymphoma,"",7,"",7,""
10378,2017Q4,S92000003,d,S08000019,Melanoma,"",12,"",10,""
10379,2017Q4,S92000003,d,S08000019,Ovarian,"",1,"",1,""
10380,2017Q4,S92000003,d,S08000019,Upper GI,"",16,"",16,""
10381,2017Q4,S92000003,d,S08000019,Urological,"",54,"",41,""
10382,2017Q4,S92000003,d,S08000020,Breast,"",97,"",90,""
10383,2017Q4,S92000003,d,S08000020,Cervical,"",5,"",4,""
10384,2017Q4,S92000003,d,S08000020,Colorectal,"",44,"",27,""
10385,2017Q4,S92000003,d,S08000020,Head & Neck,"",14,"",8,""
10386,2017Q4,S92000003,d,S08000020,Lung,"",96,"",84,""
10387,2017Q4,S92000003,d,S08000020,Lymphoma,"",8,"",6,""
10388,2017Q4,S92000003,d,S08000020,Melanoma,"",15,"",10,""
10389,2017Q4,S92000003,d,S08000020,Ovarian,"",9,"",9,""
10390,2017Q4,S92000003,d,S08000020,Upper GI,"",49,"",44,""
10391,2017Q4,S92000003,d,S08000020,Urological,"",70,"",42,""
10392,2017Q4,S92000003,d,S08000022,Breast,"",56,"",55,""
10393,2017Q4,S92000003,d,S08000022,Cervical,"",1,"",1,""
10394,2017Q4,S92000003,d,S08000022,Colorectal,"",23,"",20,""
10395,2017Q4,S92000003,d,S08000022,Head & Neck,"",6,"",5,""
10396,2017Q4,S92000003,d,S08000022,Lung,"",24,"",24,""
10397,2017Q4,S92000003,d,S08000022,Lymphoma,"",9,"",8,""
10398,2017Q4,S92000003,d,S08000022,Melanoma,"",9,"",8,""
10399,2017Q4,S92000003,d,S08000022,Ovarian,"",6,"",4,""
10400,2017Q4,S92000003,d,S08000022,Upper GI,"",21,"",18,""
10401,2017Q4,S92000003,d,S08000022,Urological,"",26,"",11,""
10402,2017Q4,S92000003,d,S08000024,Breast,"",192,"",191,""
10403,2017Q4,S92000003,d,S08000024,Cervical,"",3,"",3,""
10404,2017Q4,S92000003,d,S08000024,Colorectal,"",87,"",76,""
10405,2017Q4,S92000003,d,S08000024,Head & Neck,"",32,"",32,""
10406,2017Q4,S92000003,d,S08000024,Lung,"",76,"",70,""
10407,2017Q4,S92000003,d,S08000024,Lymphoma,"",18,"",16,""
10408,2017Q4,S92000003,d,S08000024,Melanoma,"",24,"",15,""
10409,2017Q4,S92000003,d,S08000024,Ovarian,"",15,"",14,""
10410,2017Q4,S92000003,d,S08000024,Upper GI,"",38,"",37,""
10411,2017Q4,S92000003,d,S08000024,Urological,"",104,"",72,""
10412,2017Q4,S92000003,d,S08000025,Colorectal,"",1,"",1,""
10413,2017Q4,S92000003,d,S08000026,Breast,"",1,"",1,""
10414,2017Q4,S92000003,d,S08000026,Upper GI,"",4,"",4,""
10415,2017Q4,S92000003,d,S08000026,Urological,"",5,"",4,""
10416,2017Q4,S92000003,d,S08000028,Colorectal,"",1,"",1,""
10417,2017Q4,S92000003,d,S08000028,Lung,"",3,"",3,""
10418,2017Q4,S92000003,d,S08000028,Upper GI,"",1,"",1,""
10419,2017Q4,S92000003,d,S08000028,Urological,"",2,"",1,""
10420,2017Q4,S92000003,d,S08000029,Breast,"",38,"",38,""
10421,2017Q4,S92000003,d,S08000029,Colorectal,"",35,"",34,""
10422,2017Q4,S92000003,d,S08000029,Lung,"",31,"",30,""
10423,2017Q4,S92000003,d,S08000029,Lymphoma,"",3,"",3,""
10424,2017Q4,S92000003,d,S08000029,Melanoma,"",6,"",6,""
10425,2017Q4,S92000003,d,S08000029,Ovarian,"",3,"",3,""
10426,2017Q4,S92000003,d,S08000029,Upper GI,"",26,"",25,""
10427,2017Q4,S92000003,d,S08000029,Urological,"",37,"",29,""
10428,2017Q4,S92000003,d,S08000030,Breast,"",72,"",70,""
10429,2017Q4,S92000003,d,S08000030,Cervical,"",1,"",0,""
10430,2017Q4,S92000003,d,S08000030,Colorectal,"",42,"",37,""
10431,2017Q4,S92000003,d,S08000030,Head & Neck,"",6,"",5,""
10432,2017Q4,S92000003,d,S08000030,Lung,"",36,"",31,""
10433,2017Q4,S92000003,d,S08000030,Melanoma,"",4,"",4,""
10434,2017Q4,S92000003,d,S08000030,Ovarian,"",8,"",8,""
10435,2017Q4,S92000003,d,S08000030,Upper GI,"",20,"",18,""
10436,2017Q4,S92000003,d,S08000030,Urological,"",28,"",21,""
10437,2017Q4,S92000003,d,S08000031,Breast,"",250,"",215,""
10438,2017Q4,S92000003,d,S08000031,Cervical,"",10,"",7,""
10439,2017Q4,S92000003,d,S08000031,Colorectal,"",115,"",89,""
10440,2017Q4,S92000003,d,S08000031,Head & Neck,"",66,"",61,""
10441,2017Q4,S92000003,d,S08000031,Lung,"",136,"",129,""
10442,2017Q4,S92000003,d,S08000031,Lymphoma,"",48,"",44,""
10443,2017Q4,S92000003,d,S08000031,Melanoma,"",33,"",32,""
10444,2017Q4,S92000003,d,S08000031,Ovarian,"",19,"",18,""
10445,2017Q4,S92000003,d,S08000031,Upper GI,"",124,"",97,""
10446,2017Q4,S92000003,d,S08000031,Urological,"",158,"",89,""
10447,2017Q4,S92000003,d,S08000032,Breast,"",50,"",50,""
10448,2017Q4,S92000003,d,S08000032,Cervical,"",2,"",2,""
10449,2017Q4,S92000003,d,S08000032,Colorectal,"",57,"",53,""
10450,2017Q4,S92000003,d,S08000032,Head & Neck,"",11,"",11,""
10451,2017Q4,S92000003,d,S08000032,Lung,"",20,"",20,""
10452,2017Q4,S92000003,d,S08000032,Lymphoma,"",11,"",11,""
10453,2017Q4,S92000003,d,S08000032,Melanoma,"",16,"",15,""
10454,2017Q4,S92000003,d,S08000032,Ovarian,"",1,"",1,""
10455,2017Q4,S92000003,d,S08000032,Upper GI,"",24,"",24,""
10456,2017Q4,S92000003,d,S08000032,Urological,"",46,"",43,""
10457,2017Q4,S92000003,d,SB0801,Lung,"",33,"",24,""
10458,2018Q1,S92000003,d,S08000015,Breast,"",75,"",74,""
10459,2018Q1,S92000003,d,S08000015,Cervical,"",4,"",4,""
10460,2018Q1,S92000003,d,S08000015,Colorectal,"",41,"",35,""
10461,2018Q1,S92000003,d,S08000015,Head & Neck,"",5,"",5,""
10462,2018Q1,S92000003,d,S08000015,Lung,"",23,"",22,""
10463,2018Q1,S92000003,d,S08000015,Melanoma,"",12,"",9,""
10464,2018Q1,S92000003,d,S08000015,Ovarian,"",4,"",4,""
10465,2018Q1,S92000003,d,S08000015,Upper GI,"",21,"",18,""
10466,2018Q1,S92000003,d,S08000015,Urological,"",32,"",29,""
10467,2018Q1,S92000003,d,S08000016,Breast,"",7,"",7,""
10468,2018Q1,S92000003,d,S08000016,Cervical,"",1,"",1,""
10469,2018Q1,S92000003,d,S08000016,Colorectal,"",15,"",15,""
10470,2018Q1,S92000003,d,S08000016,Head & Neck,"",1,"",1,""
10471,2018Q1,S92000003,d,S08000016,Lung,"",15,"",15,""
10472,2018Q1,S92000003,d,S08000016,Lymphoma,"",4,"",4,""
10473,2018Q1,S92000003,d,S08000016,Melanoma,"",3,"",3,""
10474,2018Q1,S92000003,d,S08000016,Ovarian,"",3,"",3,""
10475,2018Q1,S92000003,d,S08000016,Upper GI,"",9,"",9,""
10476,2018Q1,S92000003,d,S08000016,Urological,"",7,"",7,""
10477,2018Q1,S92000003,d,S08000017,Breast,"",22,"",22,""
10478,2018Q1,S92000003,d,S08000017,Colorectal,"",22,"",22,""
10479,2018Q1,S92000003,d,S08000017,Head & Neck,"",1,"",1,""
10480,2018Q1,S92000003,d,S08000017,Lung,"",18,"",18,""
10481,2018Q1,S92000003,d,S08000017,Lymphoma,"",3,"",2,""
10482,2018Q1,S92000003,d,S08000017,Melanoma,"",1,"",1,""
10483,2018Q1,S92000003,d,S08000017,Ovarian,"",1,"",1,""
10484,2018Q1,S92000003,d,S08000017,Upper GI,"",16,"",16,""
10485,2018Q1,S92000003,d,S08000017,Urological,"",12,"",11,""
10486,2018Q1,S92000003,d,S08000019,Breast,"",31,"",31,""
10487,2018Q1,S92000003,d,S08000019,Cervical,"",1,"",1,""
10488,2018Q1,S92000003,d,S08000019,Colorectal,"",28,"",19,""
10489,2018Q1,S92000003,d,S08000019,Head & Neck,"",3,"",3,""
10490,2018Q1,S92000003,d,S08000019,Lung,"",32,"",31,""
10491,2018Q1,S92000003,d,S08000019,Lymphoma,"",12,"",11,""
10492,2018Q1,S92000003,d,S08000019,Melanoma,"",18,"",14,""
10493,2018Q1,S92000003,d,S08000019,Ovarian,"",1,"",1,""
10494,2018Q1,S92000003,d,S08000019,Upper GI,"",12,"",12,""
10495,2018Q1,S92000003,d,S08000019,Urological,"",64,"",51,""
10496,2018Q1,S92000003,d,S08000020,Breast,"",76,"",67,""
10497,2018Q1,S92000003,d,S08000020,Cervical,"",5,"",2,""
10498,2018Q1,S92000003,d,S08000020,Colorectal,"",44,"",28,""
10499,2018Q1,S92000003,d,S08000020,Head & Neck,"",12,"",11,""
10500,2018Q1,S92000003,d,S08000020,Lung,"",72,"",62,""
10501,2018Q1,S92000003,d,S08000020,Lymphoma,"",9,"",8,""
10502,2018Q1,S92000003,d,S08000020,Melanoma,"",21,"",14,""
10503,2018Q1,S92000003,d,S08000020,Ovarian,"",11,"",7,""
10504,2018Q1,S92000003,d,S08000020,Upper GI,"",45,"",40,""
10505,2018Q1,S92000003,d,S08000020,Urological,"",81,"",46,""
10506,2018Q1,S92000003,d,S08000022,Breast,"",56,"",56,""
10507,2018Q1,S92000003,d,S08000022,Cervical,"",3,"",3,""
10508,2018Q1,S92000003,d,S08000022,Colorectal,"",31,"",25,""
10509,2018Q1,S92000003,d,S08000022,Head & Neck,"",1,"",1,""
10510,2018Q1,S92000003,d,S08000022,Lung,"",22,"",20,""
10511,2018Q1,S92000003,d,S08000022,Lymphoma,"",9,"",9,""
10512,2018Q1,S92000003,d,S08000022,Melanoma,"",12,"",11,""
10513,2018Q1,S92000003,d,S08000022,Ovarian,"",4,"",4,""
10514,2018Q1,S92000003,d,S08000022,Upper GI,"",30,"",25,""
10515,2018Q1,S92000003,d,S08000022,Urological,"",41,"",19,""
10516,2018Q1,S92000003,d,S08000024,Breast,"",152,"",151,""
10517,2018Q1,S92000003,d,S08000024,Cervical,"",10,"",9,""
10518,2018Q1,S92000003,d,S08000024,Colorectal,"",79,"",57,""
10519,2018Q1,S92000003,d,S08000024,Head & Neck,"",32,"",29,""
10520,2018Q1,S92000003,d,S08000024,Lung,"",76,"",70,""
10521,2018Q1,S92000003,d,S08000024,Lymphoma,"",17,"",16,""
10522,2018Q1,S92000003,d,S08000024,Melanoma,"",17,"",13,""
10523,2018Q1,S92000003,d,S08000024,Ovarian,"",11,"",11,""
10524,2018Q1,S92000003,d,S08000024,Upper GI,"",46,"",34,""
10525,2018Q1,S92000003,d,S08000024,Urological,"",101,"",70,""
10526,2018Q1,S92000003,d,S08000025,Colorectal,"",3,"",3,""
10527,2018Q1,S92000003,d,S08000025,Melanoma,"",1,"",1,""
10528,2018Q1,S92000003,d,S08000025,Upper GI,"",2,"",2,""
10529,2018Q1,S92000003,d,S08000025,Urological,"",2,"",2,""
10530,2018Q1,S92000003,d,S08000026,Breast,"",3,"",3,""
10531,2018Q1,S92000003,d,S08000026,Colorectal,"",6,"",6,""
10532,2018Q1,S92000003,d,S08000026,Lung,"",3,"",3,""
10533,2018Q1,S92000003,d,S08000026,Melanoma,"",1,"",1,""
10534,2018Q1,S92000003,d,S08000026,Urological,"",2,"",2,""
10535,2018Q1,S92000003,d,S08000028,Breast,"",2,"",2,""
10536,2018Q1,S92000003,d,S08000028,Colorectal,"",1,"",1,""
10537,2018Q1,S92000003,d,S08000028,Lung,"",4,"",4,""
10538,2018Q1,S92000003,d,S08000028,Lymphoma,"",1,"",1,""
10539,2018Q1,S92000003,d,S08000028,Upper GI,"",2,"",2,""
10540,2018Q1,S92000003,d,S08000028,Urological,"",1,"",0,""
10541,2018Q1,S92000003,d,S08000029,Breast,"",24,"",22,""
10542,2018Q1,S92000003,d,S08000029,Colorectal,"",31,"",31,""
10543,2018Q1,S92000003,d,S08000029,Head & Neck,"",1,"",1,""
10544,2018Q1,S92000003,d,S08000029,Lung,"",48,"",45,""
10545,2018Q1,S92000003,d,S08000029,Lymphoma,"",4,"",3,""
10546,2018Q1,S92000003,d,S08000029,Melanoma,"",5,"",5,""
10547,2018Q1,S92000003,d,S08000029,Ovarian,"",6,"",5,""
10548,2018Q1,S92000003,d,S08000029,Upper GI,"",19,"",19,""
10549,2018Q1,S92000003,d,S08000029,Urological,"",31,"",23,""
10550,2018Q1,S92000003,d,S08000030,Breast,"",58,"",56,""
10551,2018Q1,S92000003,d,S08000030,Cervical,"",4,"",1,""
10552,2018Q1,S92000003,d,S08000030,Colorectal,"",56,"",47,""
10553,2018Q1,S92000003,d,S08000030,Head & Neck,"",9,"",7,""
10554,2018Q1,S92000003,d,S08000030,Lung,"",42,"",33,""
10555,2018Q1,S92000003,d,S08000030,Lymphoma,"",4,"",4,""
10556,2018Q1,S92000003,d,S08000030,Melanoma,"",4,"",4,""
10557,2018Q1,S92000003,d,S08000030,Ovarian,"",4,"",3,""
10558,2018Q1,S92000003,d,S08000030,Upper GI,"",20,"",19,""
10559,2018Q1,S92000003,d,S08000030,Urological,"",42,"",36,""
10560,2018Q1,S92000003,d,S08000031,Breast,"",232,"",207,""
10561,2018Q1,S92000003,d,S08000031,Cervical,"",11,"",8,""
10562,2018Q1,S92000003,d,S08000031,Colorectal,"",135,"",108,""
10563,2018Q1,S92000003,d,S08000031,Head & Neck,"",62,"",51,""
10564,2018Q1,S92000003,d,S08000031,Lung,"",151,"",136,""
10565,2018Q1,S92000003,d,S08000031,Lymphoma,"",34,"",30,""
10566,2018Q1,S92000003,d,S08000031,Melanoma,"",30,"",30,""
10567,2018Q1,S92000003,d,S08000031,Ovarian,"",22,"",20,""
10568,2018Q1,S92000003,d,S08000031,Upper GI,"",102,"",81,""
10569,2018Q1,S92000003,d,S08000031,Urological,"",163,"",84,""
10570,2018Q1,S92000003,d,S08000032,Breast,"",73,"",73,""
10571,2018Q1,S92000003,d,S08000032,Cervical,"",2,"",2,""
10572,2018Q1,S92000003,d,S08000032,Colorectal,"",45,"",39,""
10573,2018Q1,S92000003,d,S08000032,Head & Neck,"",4,"",4,""
10574,2018Q1,S92000003,d,S08000032,Lung,"",30,"",30,""
10575,2018Q1,S92000003,d,S08000032,Lymphoma,"",11,"",11,""
10576,2018Q1,S92000003,d,S08000032,Melanoma,"",25,"",24,""
10577,2018Q1,S92000003,d,S08000032,Ovarian,"",1,"",1,""
10578,2018Q1,S92000003,d,S08000032,Upper GI,"",35,"",35,""
10579,2018Q1,S92000003,d,S08000032,Urological,"",45,"",45,""
10580,2018Q1,S92000003,d,SB0801,Lung,"",37,"",25,""
10581,2018Q2,S92000003,d,S08000015,Breast,"",65,"",60,""
10582,2018Q2,S92000003,d,S08000015,Colorectal,"",32,"",27,""
10583,2018Q2,S92000003,d,S08000015,Head & Neck,"",8,"",8,""
10584,2018Q2,S92000003,d,S08000015,Lung,"",30,"",29,""
10585,2018Q2,S92000003,d,S08000015,Lymphoma,"",5,"",5,""
10586,2018Q2,S92000003,d,S08000015,Melanoma,"",8,"",8,""
10587,2018Q2,S92000003,d,S08000015,Ovarian,"",5,"",5,""
10588,2018Q2,S92000003,d,S08000015,Upper GI,"",20,"",17,""
10589,2018Q2,S92000003,d,S08000015,Urological,"",47,"",42,""
10590,2018Q2,S92000003,d,S08000016,Breast,"",11,"",10,""
10591,2018Q2,S92000003,d,S08000016,Cervical,"",1,"",1,""
10592,2018Q2,S92000003,d,S08000016,Colorectal,"",9,"",9,""
10593,2018Q2,S92000003,d,S08000016,Lung,"",15,"",15,""
10594,2018Q2,S92000003,d,S08000016,Lymphoma,"",4,"",4,""
10595,2018Q2,S92000003,d,S08000016,Melanoma,"",6,"",6,""
10596,2018Q2,S92000003,d,S08000016,Ovarian,"",4,"",4,""
10597,2018Q2,S92000003,d,S08000016,Upper GI,"",5,"",5,""
10598,2018Q2,S92000003,d,S08000016,Urological,"",10,"",9,""
10599,2018Q2,S92000003,d,S08000017,Breast,"",25,"",25,""
10600,2018Q2,S92000003,d,S08000017,Cervical,"",1,"",1,""
10601,2018Q2,S92000003,d,S08000017,Colorectal,"",23,"",23,""
10602,2018Q2,S92000003,d,S08000017,Head & Neck,"",1,"",1,""
10603,2018Q2,S92000003,d,S08000017,Lung,"",23,"",22,""
10604,2018Q2,S92000003,d,S08000017,Lymphoma,"",3,"",3,""
10605,2018Q2,S92000003,d,S08000017,Melanoma,"",3,"",3,""
10606,2018Q2,S92000003,d,S08000017,Ovarian,"",1,"",1,""
10607,2018Q2,S92000003,d,S08000017,Upper GI,"",12,"",12,""
10608,2018Q2,S92000003,d,S08000017,Urological,"",14,"",12,""
10609,2018Q2,S92000003,d,S08000019,Breast,"",35,"",35,""
10610,2018Q2,S92000003,d,S08000019,Cervical,"",1,"",1,""
10611,2018Q2,S92000003,d,S08000019,Colorectal,"",41,"",23,""
10612,2018Q2,S92000003,d,S08000019,Head & Neck,"",2,"",2,""
10613,2018Q2,S92000003,d,S08000019,Lung,"",28,"",27,""
10614,2018Q2,S92000003,d,S08000019,Lymphoma,"",13,"",13,""
10615,2018Q2,S92000003,d,S08000019,Melanoma,"",19,"",14,""
10616,2018Q2,S92000003,d,S08000019,Ovarian,"",2,"",2,""
10617,2018Q2,S92000003,d,S08000019,Upper GI,"",20,"",20,""
10618,2018Q2,S92000003,d,S08000019,Urological,"",52,"",44,""
10619,2018Q2,S92000003,d,S08000020,Breast,"",81,"",73,""
10620,2018Q2,S92000003,d,S08000020,Cervical,"",5,"",1,""
10621,2018Q2,S92000003,d,S08000020,Colorectal,"",59,"",38,""
10622,2018Q2,S92000003,d,S08000020,Head & Neck,"",18,"",15,""
10623,2018Q2,S92000003,d,S08000020,Lung,"",100,"",80,""
10624,2018Q2,S92000003,d,S08000020,Lymphoma,"",13,"",10,""
10625,2018Q2,S92000003,d,S08000020,Melanoma,"",24,"",22,""
10626,2018Q2,S92000003,d,S08000020,Ovarian,"",11,"",7,""
10627,2018Q2,S92000003,d,S08000020,Upper GI,"",49,"",48,""
10628,2018Q2,S92000003,d,S08000020,Urological,"",86,"",62,""
10629,2018Q2,S92000003,d,S08000022,Breast,"",60,"",60,""
10630,2018Q2,S92000003,d,S08000022,Cervical,"",5,"",4,""
10631,2018Q2,S92000003,d,S08000022,Colorectal,"",33,"",26,""
10632,2018Q2,S92000003,d,S08000022,Head & Neck,"",2,"",1,""
10633,2018Q2,S92000003,d,S08000022,Lung,"",30,"",29,""
10634,2018Q2,S92000003,d,S08000022,Lymphoma,"",4,"",4,""
10635,2018Q2,S92000003,d,S08000022,Melanoma,"",5,"",4,""
10636,2018Q2,S92000003,d,S08000022,Ovarian,"",8,"",6,""
10637,2018Q2,S92000003,d,S08000022,Upper GI,"",23,"",22,""
10638,2018Q2,S92000003,d,S08000022,Urological,"",33,"",19,""
10639,2018Q2,S92000003,d,S08000024,Breast,"",162,"",158,""
10640,2018Q2,S92000003,d,S08000024,Cervical,"",6,"",4,""
10641,2018Q2,S92000003,d,S08000024,Colorectal,"",90,"",58,""
10642,2018Q2,S92000003,d,S08000024,Head & Neck,"",27,"",23,""
10643,2018Q2,S92000003,d,S08000024,Lung,"",81,"",70,""
10644,2018Q2,S92000003,d,S08000024,Lymphoma,"",15,"",12,""
10645,2018Q2,S92000003,d,S08000024,Melanoma,"",30,"",24,""
10646,2018Q2,S92000003,d,S08000024,Ovarian,"",8,"",8,""
10647,2018Q2,S92000003,d,S08000024,Upper GI,"",68,"",56,""
10648,2018Q2,S92000003,d,S08000024,Urological,"",111,"",70,""
10649,2018Q2,S92000003,d,S08000025,Breast,"",1,"",1,""
10650,2018Q2,S92000003,d,S08000025,Colorectal,"",2,"",2,""
10651,2018Q2,S92000003,d,S08000026,Breast,"",1,"",1,""
10652,2018Q2,S92000003,d,S08000026,Lung,"",1,"",1,""
10653,2018Q2,S92000003,d,S08000026,Ovarian,"",1,"",1,""
10654,2018Q2,S92000003,d,S08000026,Urological,"",4,"",3,""
10655,2018Q2,S92000003,d,S08000028,Breast,"",1,"",1,""
10656,2018Q2,S92000003,d,S08000028,Colorectal,"",1,"",1,""
10657,2018Q2,S92000003,d,S08000028,Lung,"",1,"",1,""
10658,2018Q2,S92000003,d,S08000028,Melanoma,"",1,"",1,""
10659,2018Q2,S92000003,d,S08000028,Upper GI,"",2,"",2,""
10660,2018Q2,S92000003,d,S08000028,Urological,"",1,"",1,""
10661,2018Q2,S92000003,d,S08000029,Breast,"",38,"",38,""
10662,2018Q2,S92000003,d,S08000029,Cervical,"",1,"",1,""
10663,2018Q2,S92000003,d,S08000029,Colorectal,"",29,"",28,""
10664,2018Q2,S92000003,d,S08000029,Head & Neck,"",3,"",3,""
10665,2018Q2,S92000003,d,S08000029,Lung,"",28,"",26,""
10666,2018Q2,S92000003,d,S08000029,Lymphoma,"",5,"",5,""
10667,2018Q2,S92000003,d,S08000029,Melanoma,"",10,"",10,""
10668,2018Q2,S92000003,d,S08000029,Ovarian,"",6,"",6,""
