id,mdate,year,month,iswinter,hb,hb_name,age_group,reason_for_delay,number_of_delayed_bed_days,avg_20182019,percent_var
6427,2018-11-01,2018,11,TRUE,S08000026,NHS Shetland,18-74,Health and Social Care Reasons,13,26.083333333333336,-50.15974440894569
6428,2018-11-01,2018,11,TRUE,S08000026,NHS Shetland,18-74,Patient and Family Related Reasons,0,2.6666666666666665,-99.99999999999999
6429,2018-11-01,2018,11,TRUE,S08000026,NHS Shetland,18-74,Code 9 AWI,0,0,NA
6430,2018-11-01,2018,11,TRUE,S08000026,NHS Shetland,18-74,Code 9 Non-AWI,0,1.7916666666666665,-100
6431,2018-11-01,2018,11,TRUE,S08000026,NHS Shetland,75plus,All Delay Reasons,69,89.20833333333333,-22.652965903783276
6432,2018-11-01,2018,11,TRUE,S08000026,NHS Shetland,75plus,Health and Social Care Reasons,58,82.29166666666667,-29.518987341772153
6433,2018-11-01,2018,11,TRUE,S08000026,NHS Shetland,75plus,Patient and Family Related Reasons,11,5,120
6434,2018-11-01,2018,11,TRUE,S08000026,NHS Shetland,75plus,Code 9 AWI,0,0,NA
6435,2018-11-01,2018,11,TRUE,S08000026,NHS Shetland,75plus,Code 9 Non-AWI,0,1.9166666666666665,-100
6436,2018-11-01,2018,11,TRUE,S08000028,NHS Western Isles,All (18plus),All Delay Reasons,648,585.4583333333334,10.682513700092512
6437,2018-11-01,2018,11,TRUE,S08000028,NHS Western Isles,All (18plus),Health and Social Care Reasons,201,271.75,-26.034958601655934
6438,2018-11-01,2018,11,TRUE,S08000028,NHS Western Isles,All (18plus),Patient and Family Related Reasons,0,4.75,-100
6439,2018-11-01,2018,11,TRUE,S08000028,NHS Western Isles,All (18plus),Code 9 AWI,30,26.875,11.627906976744185
6440,2018-11-01,2018,11,TRUE,S08000028,NHS Western Isles,All (18plus),Code 9 Non-AWI,417,282.0833333333333,47.82865583456426
6441,2018-11-01,2018,11,TRUE,S08000028,NHS Western Isles,18-74,All Delay Reasons,151,129.95833333333334,16.19108688682269
6442,2018-11-01,2018,11,TRUE,S08000028,NHS Western Isles,18-74,Health and Social Care Reasons,47,64.95833333333333,-27.645926876202687
6443,2018-11-01,2018,11,TRUE,S08000028,NHS Western Isles,18-74,Patient and Family Related Reasons,0,1.0416666666666667,-100
6444,2018-11-01,2018,11,TRUE,S08000028,NHS Western Isles,18-74,Code 9 AWI,30,13.625,120.18348623853211
6445,2018-11-01,2018,11,TRUE,S08000028,NHS Western Isles,18-74,Code 9 Non-AWI,74,50.33333333333333,47.01986754966889
6446,2018-11-01,2018,11,TRUE,S08000028,NHS Western Isles,75plus,All Delay Reasons,497,455.5,9.11086717892426
6447,2018-11-01,2018,11,TRUE,S08000028,NHS Western Isles,75plus,Health and Social Care Reasons,154,206.79166666666666,-25.52891396332863
6448,2018-11-01,2018,11,TRUE,S08000028,NHS Western Isles,75plus,Patient and Family Related Reasons,0,3.7083333333333335,-100
6449,2018-11-01,2018,11,TRUE,S08000028,NHS Western Isles,75plus,Code 9 AWI,0,13.25,-100
6450,2018-11-01,2018,11,TRUE,S08000028,NHS Western Isles,75plus,Code 9 Non-AWI,343,231.75,48.004314994606254
6451,2018-11-01,2018,11,TRUE,S08000029,NHS Fife,All (18plus),All Delay Reasons,2873,2818.541666666667,1.9321457609579313
6452,2018-11-01,2018,11,TRUE,S08000029,NHS Fife,All (18plus),Health and Social Care Reasons,2242,1936.4583333333335,15.778375470683153
6453,2018-11-01,2018,11,TRUE,S08000029,NHS Fife,All (18plus),Patient and Family Related Reasons,0,20.916666666666664,-100
6454,2018-11-01,2018,11,TRUE,S08000029,NHS Fife,All (18plus),Code 9 AWI,490,659.375,-25.687203791469194
6455,2018-11-01,2018,11,TRUE,S08000029,NHS Fife,All (18plus),Code 9 Non-AWI,141,201.79166666666669,-30.125954986578574
6456,2018-11-01,2018,11,TRUE,S08000029,NHS Fife,18-74,All Delay Reasons,1088,1174.75,-7.384549904234944
6457,2018-11-01,2018,11,TRUE,S08000029,NHS Fife,18-74,Health and Social Care Reasons,890,733.4166666666667,21.34984660833995
6458,2018-11-01,2018,11,TRUE,S08000029,NHS Fife,18-74,Patient and Family Related Reasons,0,10.833333333333332,-100
6459,2018-11-01,2018,11,TRUE,S08000029,NHS Fife,18-74,Code 9 AWI,84,247.375,-66.04345629105609
6460,2018-11-01,2018,11,TRUE,S08000029,NHS Fife,18-74,Code 9 Non-AWI,114,183.125,-37.74744027303754
6461,2018-11-01,2018,11,TRUE,S08000029,NHS Fife,75plus,All Delay Reasons,1785,1643.7916666666665,8.59040328508784
6462,2018-11-01,2018,11,TRUE,S08000029,NHS Fife,75plus,Health and Social Care Reasons,1352,1203.0416666666665,12.381809995497537
6463,2018-11-01,2018,11,TRUE,S08000029,NHS Fife,75plus,Patient and Family Related Reasons,0,10.083333333333332,-100
6464,2018-11-01,2018,11,TRUE,S08000029,NHS Fife,75plus,Code 9 AWI,406,412,-1.4563106796116505
6465,2018-11-01,2018,11,TRUE,S08000029,NHS Fife,75plus,Code 9 Non-AWI,27,18.666666666666668,44.64285714285714
6466,2018-11-01,2018,11,TRUE,S08000030,NHS Tayside,All (18plus),All Delay Reasons,2659,2495.6666666666665,6.544677440897562
6467,2018-11-01,2018,11,TRUE,S08000030,NHS Tayside,All (18plus),Health and Social Care Reasons,1709,1718.125,-0.5311022189887231
6468,2018-11-01,2018,11,TRUE,S08000030,NHS Tayside,All (18plus),Patient and Family Related Reasons,169,91.79166666666666,84.1125737630504
6469,2018-11-01,2018,11,TRUE,S08000030,NHS Tayside,All (18plus),Code 9 AWI,290,219.08333333333331,32.369722327881334
6470,2018-11-01,2018,11,TRUE,S08000030,NHS Tayside,All (18plus),Code 9 Non-AWI,491,466.66666666666663,5.214285714285722
6471,2018-11-01,2018,11,TRUE,S08000030,NHS Tayside,18-74,All Delay Reasons,975,1015.3333333333334,-3.9724228496388743
6472,2018-11-01,2018,11,TRUE,S08000030,NHS Tayside,18-74,Health and Social Care Reasons,401,485.875,-17.46848469256496
6473,2018-11-01,2018,11,TRUE,S08000030,NHS Tayside,18-74,Patient and Family Related Reasons,0,21.208333333333332,-99.99999999999999
6474,2018-11-01,2018,11,TRUE,S08000030,NHS Tayside,18-74,Code 9 AWI,114,72.70833333333334,56.790830945558724
6475,2018-11-01,2018,11,TRUE,S08000030,NHS Tayside,18-74,Code 9 Non-AWI,460,435.54166666666663,5.615612742753286
6476,2018-11-01,2018,11,TRUE,S08000030,NHS Tayside,75plus,All Delay Reasons,1684,1480.3333333333333,13.758162575996403
6477,2018-11-01,2018,11,TRUE,S08000030,NHS Tayside,75plus,Health and Social Care Reasons,1308,1232.25,6.1472915398660986
6478,2018-11-01,2018,11,TRUE,S08000030,NHS Tayside,75plus,Patient and Family Related Reasons,169,70.58333333333333,139.43329397874854
6479,2018-11-01,2018,11,TRUE,S08000030,NHS Tayside,75plus,Code 9 AWI,176,146.375,20.239111870196414
6480,2018-11-01,2018,11,TRUE,S08000030,NHS Tayside,75plus,Code 9 Non-AWI,31,31.125,-0.40160642570281124
6481,2018-11-01,2018,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,All (18plus),All Delay Reasons,5161,5816.375,-11.267756979218156
6482,2018-11-01,2018,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,All (18plus),Health and Social Care Reasons,3311,3957.583333333333,-16.33783243140805
6483,2018-11-01,2018,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,All (18plus),Patient and Family Related Reasons,335,269.375,24.361948955916475
6484,2018-11-01,2018,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,All (18plus),Code 9 AWI,985,1091.4166666666667,-9.750324501794312
6485,2018-11-01,2018,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,All (18plus),Code 9 Non-AWI,530,498,6.42570281124498
6486,2018-11-01,2018,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,18-74,All Delay Reasons,2405,2608.75,-7.810253953042645
6487,2018-11-01,2018,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,18-74,Health and Social Care Reasons,1189,1537.0416666666667,-22.643606495161162
6488,2018-11-01,2018,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,18-74,Patient and Family Related Reasons,174,100.70833333333334,72.77616880430284
6489,2018-11-01,2018,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,18-74,Code 9 AWI,514,483.625,6.280692685448436
6490,2018-11-01,2018,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,18-74,Code 9 Non-AWI,528,487.375,8.335470633495769
6491,2018-11-01,2018,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,75plus,All Delay Reasons,2756,3207.625,-14.079731888858579
6492,2018-11-01,2018,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,75plus,Health and Social Care Reasons,2122,2420.5416666666665,-12.333671870965514
6493,2018-11-01,2018,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,75plus,Patient and Family Related Reasons,161,168.66666666666666,-4.5454545454545405
6494,2018-11-01,2018,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,75plus,Code 9 AWI,471,607.7916666666666,-22.506341262768213
6495,2018-11-01,2018,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,75plus,Code 9 Non-AWI,2,10.625,-81.17647058823529
6496,2018-11-01,2018,11,TRUE,S08000032,NHS Lanarkshire,All (18plus),All Delay Reasons,5755,5911.916666666667,-2.65424354763684
6497,2018-11-01,2018,11,TRUE,S08000032,NHS Lanarkshire,All (18plus),Health and Social Care Reasons,4867,5006.458333333333,-2.7855686405060074
6498,2018-11-01,2018,11,TRUE,S08000032,NHS Lanarkshire,All (18plus),Patient and Family Related Reasons,106,90.16666666666666,17.560073937153433
6499,2018-11-01,2018,11,TRUE,S08000032,NHS Lanarkshire,All (18plus),Code 9 AWI,595,621.4583333333333,-4.25745893395909
6500,2018-11-01,2018,11,TRUE,S08000032,NHS Lanarkshire,All (18plus),Code 9 Non-AWI,187,193.83333333333331,-3.525365434221831
6501,2018-11-01,2018,11,TRUE,S08000032,NHS Lanarkshire,18-74,All Delay Reasons,1559,1864.1666666666665,-16.37013857845328
6502,2018-11-01,2018,11,TRUE,S08000032,NHS Lanarkshire,18-74,Health and Social Care Reasons,1188,1461.4166666666665,-18.709015224952946
6503,2018-11-01,2018,11,TRUE,S08000032,NHS Lanarkshire,18-74,Patient and Family Related Reasons,0,17.708333333333336,-100
6504,2018-11-01,2018,11,TRUE,S08000032,NHS Lanarkshire,18-74,Code 9 AWI,214,225.83333333333334,-5.23985239852399
6505,2018-11-01,2018,11,TRUE,S08000032,NHS Lanarkshire,18-74,Code 9 Non-AWI,157,159.20833333333331,-1.387071447265102
6506,2018-11-01,2018,11,TRUE,S08000032,NHS Lanarkshire,75plus,All Delay Reasons,4196,4047.75,3.6625285652523005
6507,2018-11-01,2018,11,TRUE,S08000032,NHS Lanarkshire,75plus,Health and Social Care Reasons,3679,3545.0416666666665,3.7787520127878182
6508,2018-11-01,2018,11,TRUE,S08000032,NHS Lanarkshire,75plus,Patient and Family Related Reasons,106,72.45833333333334,46.290971822886696
6509,2018-11-01,2018,11,TRUE,S08000032,NHS Lanarkshire,75plus,Code 9 AWI,381,395.625,-3.6966824644549763
6510,2018-11-01,2018,11,TRUE,S08000032,NHS Lanarkshire,75plus,Code 9 Non-AWI,30,34.625,-13.35740072202166
6511,2018-11-01,2018,11,TRUE,S92000003,All Scotland,All (18plus),All Delay Reasons,43918,43572.375,0.7932204751290238
6512,2018-11-01,2018,11,TRUE,S92000003,All Scotland,All (18plus),Health and Social Care Reasons,34224,33860.666666666664,1.0730247484790685
6513,2018-11-01,2018,11,TRUE,S92000003,All Scotland,All (18plus),Patient and Family Related Reasons,1575,1214.0416666666667,29.731955932319725
6514,2018-11-01,2018,11,TRUE,S92000003,All Scotland,All (18plus),Code 9 AWI,5406,5813.041666666667,-7.0022148473619
6515,2018-11-01,2018,11,TRUE,S92000003,All Scotland,All (18plus),Code 9 Non-AWI,2713,2684.625,1.0569446384504353
6516,2018-11-01,2018,11,TRUE,S92000003,All Scotland,18-74,All Delay Reasons,13404,13944.333333333334,-3.8749312743527877
6517,2018-11-01,2018,11,TRUE,S92000003,All Scotland,18-74,Health and Social Care Reasons,9275,9509.25,-2.4633909088519075
6518,2018-11-01,2018,11,TRUE,S92000003,All Scotland,18-74,Patient and Family Related Reasons,377,344.875,9.314969191736136
6519,2018-11-01,2018,11,TRUE,S92000003,All Scotland,18-74,Code 9 AWI,1717,2028.0833333333335,-15.338784566709133
6520,2018-11-01,2018,11,TRUE,S92000003,All Scotland,18-74,Code 9 Non-AWI,2035,2062.125,-1.3153906770928048
6521,2018-11-01,2018,11,TRUE,S92000003,All Scotland,75plus,All Delay Reasons,30514,29628.041666666668,2.990269634763234
6522,2018-11-01,2018,11,TRUE,S92000003,All Scotland,75plus,Health and Social Care Reasons,24949,24351.416666666668,2.453998227344742
6523,2018-11-01,2018,11,TRUE,S92000003,All Scotland,75plus,Patient and Family Related Reasons,1198,869.1666666666666,37.83317353787153
6524,2018-11-01,2018,11,TRUE,S92000003,All Scotland,75plus,Code 9 AWI,3689,3784.9583333333335,-2.5352546813593317
6525,2018-11-01,2018,11,TRUE,S92000003,All Scotland,75plus,Code 9 Non-AWI,678,622.5,8.91566265060241
6526,2018-12-01,2018,12,TRUE,S08000015,NHS Ayrshire and Arran,All (18plus),All Delay Reasons,3862,3844.625,0.451929642032708
6527,2018-12-01,2018,12,TRUE,S08000015,NHS Ayrshire and Arran,All (18plus),Health and Social Care Reasons,3295,3214.5,2.5042774926116036
6528,2018-12-01,2018,12,TRUE,S08000015,NHS Ayrshire and Arran,All (18plus),Patient and Family Related Reasons,19,21.583333333333336,-11.96911196911198
6529,2018-12-01,2018,12,TRUE,S08000015,NHS Ayrshire and Arran,All (18plus),Code 9 AWI,444,485.6666666666667,-8.579272477693896
6530,2018-12-01,2018,12,TRUE,S08000015,NHS Ayrshire and Arran,All (18plus),Code 9 Non-AWI,104,122.875,-15.361139369277721
6531,2018-12-01,2018,12,TRUE,S08000015,NHS Ayrshire and Arran,18-74,All Delay Reasons,816,850.125,-4.014115571239524
6532,2018-12-01,2018,12,TRUE,S08000015,NHS Ayrshire and Arran,18-74,Health and Social Care Reasons,727,674.5416666666667,7.77688553956389
6533,2018-12-01,2018,12,TRUE,S08000015,NHS Ayrshire and Arran,18-74,Patient and Family Related Reasons,0,3.0833333333333335,-100.00000000000001
6534,2018-12-01,2018,12,TRUE,S08000015,NHS Ayrshire and Arran,18-74,Code 9 AWI,31,113.95833333333334,-72.79707495429616
6535,2018-12-01,2018,12,TRUE,S08000015,NHS Ayrshire and Arran,18-74,Code 9 Non-AWI,58,58.541666666666664,-0.9252669039145868
6536,2018-12-01,2018,12,TRUE,S08000015,NHS Ayrshire and Arran,75plus,All Delay Reasons,3046,2994.5,1.7198196693938888
6537,2018-12-01,2018,12,TRUE,S08000015,NHS Ayrshire and Arran,75plus,Health and Social Care Reasons,2568,2539.9583333333335,1.1040207352482756
6538,2018-12-01,2018,12,TRUE,S08000015,NHS Ayrshire and Arran,75plus,Patient and Family Related Reasons,19,18.5,2.7027027027027026
6539,2018-12-01,2018,12,TRUE,S08000015,NHS Ayrshire and Arran,75plus,Code 9 AWI,413,371.7083333333333,11.108620109853161
6540,2018-12-01,2018,12,TRUE,S08000015,NHS Ayrshire and Arran,75plus,Code 9 Non-AWI,46,64.33333333333333,-28.497409326424865
6541,2018-12-01,2018,12,TRUE,S08000016,NHS Borders,All (18plus),All Delay Reasons,1122,1008.9583333333334,11.203799297955808
6542,2018-12-01,2018,12,TRUE,S08000016,NHS Borders,All (18plus),Health and Social Care Reasons,935,749.7916666666666,24.701305918310645
6543,2018-12-01,2018,12,TRUE,S08000016,NHS Borders,All (18plus),Patient and Family Related Reasons,50,63.29166666666667,-21.000658327847276
6544,2018-12-01,2018,12,TRUE,S08000016,NHS Borders,All (18plus),Code 9 AWI,132,163.125,-19.080459770114942
6545,2018-12-01,2018,12,TRUE,S08000016,NHS Borders,All (18plus),Code 9 Non-AWI,5,32.75,-84.73282442748092
6546,2018-12-01,2018,12,TRUE,S08000016,NHS Borders,18-74,All Delay Reasons,238,298.7916666666667,-20.34583740064148
6547,2018-12-01,2018,12,TRUE,S08000016,NHS Borders,18-74,Health and Social Care Reasons,163,174.33333333333331,-6.500956022944541
6548,2018-12-01,2018,12,TRUE,S08000016,NHS Borders,18-74,Patient and Family Related Reasons,31,32.708333333333336,-5.222929936305739
6549,2018-12-01,2018,12,TRUE,S08000016,NHS Borders,18-74,Code 9 AWI,39,67.29166666666666,-42.043343653250766
6550,2018-12-01,2018,12,TRUE,S08000016,NHS Borders,18-74,Code 9 Non-AWI,5,24.458333333333336,-79.55706984667802
6551,2018-12-01,2018,12,TRUE,S08000016,NHS Borders,75plus,All Delay Reasons,884,710.1666666666666,24.47782210748651
6552,2018-12-01,2018,12,TRUE,S08000016,NHS Borders,75plus,Health and Social Care Reasons,772,575.4583333333334,34.153935268988484
6553,2018-12-01,2018,12,TRUE,S08000016,NHS Borders,75plus,Patient and Family Related Reasons,19,30.583333333333336,-37.874659400544964
6554,2018-12-01,2018,12,TRUE,S08000016,NHS Borders,75plus,Code 9 AWI,93,95.83333333333334,-2.9565217391304444
6555,2018-12-01,2018,12,TRUE,S08000016,NHS Borders,75plus,Code 9 Non-AWI,0,8.291666666666666,-100
6556,2018-12-01,2018,12,TRUE,S08000017,NHS Dumfries and Galloway,All (18plus),All Delay Reasons,1598,1421.7916666666665,12.393400345807827
6557,2018-12-01,2018,12,TRUE,S08000017,NHS Dumfries and Galloway,All (18plus),Health and Social Care Reasons,1328,1153.625,15.115397117780908
6558,2018-12-01,2018,12,TRUE,S08000017,NHS Dumfries and Galloway,All (18plus),Patient and Family Related Reasons,31,38.91666666666667,-20.342612419700224
6559,2018-12-01,2018,12,TRUE,S08000017,NHS Dumfries and Galloway,All (18plus),Code 9 AWI,177,175.58333333333334,0.8068343616516319
6560,2018-12-01,2018,12,TRUE,S08000017,NHS Dumfries and Galloway,All (18plus),Code 9 Non-AWI,62,53.66666666666667,15.527950310558994
6561,2018-12-01,2018,12,TRUE,S08000017,NHS Dumfries and Galloway,18-74,All Delay Reasons,469,441.20833333333337,6.298989517423733
6562,2018-12-01,2018,12,TRUE,S08000017,NHS Dumfries and Galloway,18-74,Health and Social Care Reasons,365,321.08333333333337,13.677653776278209
6563,2018-12-01,2018,12,TRUE,S08000017,NHS Dumfries and Galloway,18-74,Patient and Family Related Reasons,0,11.5,-100
6564,2018-12-01,2018,12,TRUE,S08000017,NHS Dumfries and Galloway,18-74,Code 9 AWI,42,65.41666666666666,-35.79617834394903
6565,2018-12-01,2018,12,TRUE,S08000017,NHS Dumfries and Galloway,18-74,Code 9 Non-AWI,62,43.20833333333333,43.49083895853425
6566,2018-12-01,2018,12,TRUE,S08000017,NHS Dumfries and Galloway,75plus,All Delay Reasons,1129,980.5833333333333,15.135548568029245
6567,2018-12-01,2018,12,TRUE,S08000017,NHS Dumfries and Galloway,75plus,Health and Social Care Reasons,963,832.5416666666667,15.669886392072458
6568,2018-12-01,2018,12,TRUE,S08000017,NHS Dumfries and Galloway,75plus,Patient and Family Related Reasons,31,27.416666666666668,13.06990881458966
6569,2018-12-01,2018,12,TRUE,S08000017,NHS Dumfries and Galloway,75plus,Code 9 AWI,135,110.16666666666666,22.54160363086234
6570,2018-12-01,2018,12,TRUE,S08000017,NHS Dumfries and Galloway,75plus,Code 9 Non-AWI,0,10.458333333333334,-100.00000000000001
6571,2018-12-01,2018,12,TRUE,S08000019,NHS Forth Valley,All (18plus),All Delay Reasons,2738,2663.9166666666665,2.7809928989270243
6572,2018-12-01,2018,12,TRUE,S08000019,NHS Forth Valley,All (18plus),Health and Social Care Reasons,1901,1752.625,8.465872619641965
6573,2018-12-01,2018,12,TRUE,S08000019,NHS Forth Valley,All (18plus),Patient and Family Related Reasons,332,169,96.44970414201184
6574,2018-12-01,2018,12,TRUE,S08000019,NHS Forth Valley,All (18plus),Code 9 AWI,304,514.2083333333334,-40.87999351754315
6575,2018-12-01,2018,12,TRUE,S08000019,NHS Forth Valley,All (18plus),Code 9 Non-AWI,201,228.08333333333331,-11.874314943368644
6576,2018-12-01,2018,12,TRUE,S08000019,NHS Forth Valley,18-74,All Delay Reasons,732,774,-5.426356589147287
6577,2018-12-01,2018,12,TRUE,S08000019,NHS Forth Valley,18-74,Health and Social Care Reasons,451,405.79166666666663,11.140774206797424
6578,2018-12-01,2018,12,TRUE,S08000019,NHS Forth Valley,18-74,Patient and Family Related Reasons,31,19.791666666666664,56.63157894736844
6579,2018-12-01,2018,12,TRUE,S08000019,NHS Forth Valley,18-74,Code 9 AWI,62,147.79166666666666,-58.04905553989287
6580,2018-12-01,2018,12,TRUE,S08000019,NHS Forth Valley,18-74,Code 9 Non-AWI,188,200.625,-6.292834890965732
6581,2018-12-01,2018,12,TRUE,S08000019,NHS Forth Valley,75plus,All Delay Reasons,2006,1889.9166666666667,6.142246130781776
6582,2018-12-01,2018,12,TRUE,S08000019,NHS Forth Valley,75plus,Health and Social Care Reasons,1450,1346.8333333333333,7.659943076351944
6583,2018-12-01,2018,12,TRUE,S08000019,NHS Forth Valley,75plus,Patient and Family Related Reasons,301,149.20833333333334,101.73135995531973
6584,2018-12-01,2018,12,TRUE,S08000019,NHS Forth Valley,75plus,Code 9 AWI,242,366.4166666666667,-33.95496929724813
6585,2018-12-01,2018,12,TRUE,S08000019,NHS Forth Valley,75plus,Code 9 Non-AWI,13,27.458333333333332,-52.655538694992416
6586,2018-12-01,2018,12,TRUE,S08000020,NHS Grampian,All (18plus),All Delay Reasons,3857,3568.2083333333335,8.093464273620043
6587,2018-12-01,2018,12,TRUE,S08000020,NHS Grampian,All (18plus),Health and Social Care Reasons,3130,2892.7916666666665,8.199979834934542
6588,2018-12-01,2018,12,TRUE,S08000020,NHS Grampian,All (18plus),Patient and Family Related Reasons,110,101.04166666666666,8.865979381443308
6589,2018-12-01,2018,12,TRUE,S08000020,NHS Grampian,All (18plus),Code 9 AWI,417,414.3333333333333,0.6436041834271968
6590,2018-12-01,2018,12,TRUE,S08000020,NHS Grampian,All (18plus),Code 9 Non-AWI,200,160.04166666666666,24.967456391564706
6591,2018-12-01,2018,12,TRUE,S08000020,NHS Grampian,18-74,All Delay Reasons,879,947.4166666666666,-7.22139150321048
6592,2018-12-01,2018,12,TRUE,S08000020,NHS Grampian,18-74,Health and Social Care Reasons,584,647.5416666666666,-9.812753362074506
6593,2018-12-01,2018,12,TRUE,S08000020,NHS Grampian,18-74,Patient and Family Related Reasons,25,20.708333333333336,20.724346076458737
6594,2018-12-01,2018,12,TRUE,S08000020,NHS Grampian,18-74,Code 9 AWI,98,153.5,-36.156351791530945
6595,2018-12-01,2018,12,TRUE,S08000020,NHS Grampian,18-74,Code 9 Non-AWI,172,125.66666666666667,36.87002652519894
6596,2018-12-01,2018,12,TRUE,S08000020,NHS Grampian,75plus,All Delay Reasons,2978,2620.7916666666665,13.629787437002186
6597,2018-12-01,2018,12,TRUE,S08000020,NHS Grampian,75plus,Health and Social Care Reasons,2546,2245.25,13.394944883643246
6598,2018-12-01,2018,12,TRUE,S08000020,NHS Grampian,75plus,Patient and Family Related Reasons,85,80.33333333333333,5.8091286307054
6599,2018-12-01,2018,12,TRUE,S08000020,NHS Grampian,75plus,Code 9 AWI,319,260.8333333333333,22.3003194888179
6600,2018-12-01,2018,12,TRUE,S08000020,NHS Grampian,75plus,Code 9 Non-AWI,28,34.375,-18.545454545454547
6601,2018-12-01,2018,12,TRUE,S08000022,NHS Highland,All (18plus),All Delay Reasons,3632,3831.0416666666665,-5.19549730817336
6602,2018-12-01,2018,12,TRUE,S08000022,NHS Highland,All (18plus),Health and Social Care Reasons,2625,2818.3333333333335,-6.859846244825553
6603,2018-12-01,2018,12,TRUE,S08000022,NHS Highland,All (18plus),Patient and Family Related Reasons,103,99.83333333333334,3.1719532554257
6604,2018-12-01,2018,12,TRUE,S08000022,NHS Highland,All (18plus),Code 9 AWI,629,600.6666666666667,4.716981132075459
6605,2018-12-01,2018,12,TRUE,S08000022,NHS Highland,All (18plus),Code 9 Non-AWI,275,312.20833333333337,-11.9177899372748
6606,2018-12-01,2018,12,TRUE,S08000022,NHS Highland,18-74,All Delay Reasons,864,1040.875,-16.99291461510748
6607,2018-12-01,2018,12,TRUE,S08000022,NHS Highland,18-74,Health and Social Care Reasons,499,665.1666666666666,-24.981207717364068
6608,2018-12-01,2018,12,TRUE,S08000022,NHS Highland,18-74,Patient and Family Related Reasons,7,18.333333333333336,-61.81818181818182
6609,2018-12-01,2018,12,TRUE,S08000022,NHS Highland,18-74,Code 9 AWI,134,173.29166666666669,-22.673719644145237
6610,2018-12-01,2018,12,TRUE,S08000022,NHS Highland,18-74,Code 9 Non-AWI,224,184.08333333333334,21.68401991851516
6611,2018-12-01,2018,12,TRUE,S08000022,NHS Highland,75plus,All Delay Reasons,2768,2790.1666666666665,-0.7944567230153461
6612,2018-12-01,2018,12,TRUE,S08000022,NHS Highland,75plus,Health and Social Care Reasons,2126,2153.1666666666665,-1.2617075625048308
6613,2018-12-01,2018,12,TRUE,S08000022,NHS Highland,75plus,Patient and Family Related Reasons,96,81.5,17.791411042944784
6614,2018-12-01,2018,12,TRUE,S08000022,NHS Highland,75plus,Code 9 AWI,495,427.375,15.823340157940919
6615,2018-12-01,2018,12,TRUE,S08000022,NHS Highland,75plus,Code 9 Non-AWI,51,128.125,-60.19512195121951
6616,2018-12-01,2018,12,TRUE,S08000024,NHS Lothian,All (18plus),All Delay Reasons,8509,9461.625,-10.06830222081302
6617,2018-12-01,2018,12,TRUE,S08000024,NHS Lothian,All (18plus),Health and Social Care Reasons,7120,8265.083333333332,-13.854468093687286
6618,2018-12-01,2018,12,TRUE,S08000024,NHS Lothian,All (18plus),Patient and Family Related Reasons,376,235.375,59.745087626128516
6619,2018-12-01,2018,12,TRUE,S08000024,NHS Lothian,All (18plus),Code 9 AWI,937,833.5416666666667,12.411897025743553
6620,2018-12-01,2018,12,TRUE,S08000024,NHS Lothian,All (18plus),Code 9 Non-AWI,76,127.625,-40.45053868756121
6621,2018-12-01,2018,12,TRUE,S08000024,NHS Lothian,18-74,All Delay Reasons,2507,2761.1666666666665,-9.205046176133271
6622,2018-12-01,2018,12,TRUE,S08000024,NHS Lothian,18-74,Health and Social Care Reasons,2169,2309.75,-6.093733087996537
6623,2018-12-01,2018,12,TRUE,S08000024,NHS Lothian,18-74,Patient and Family Related Reasons,23,84.58333333333334,-72.80788177339902
6624,2018-12-01,2018,12,TRUE,S08000024,NHS Lothian,18-74,Code 9 AWI,268,259.95833333333337,3.0934444622535513
6625,2018-12-01,2018,12,TRUE,S08000024,NHS Lothian,18-74,Code 9 Non-AWI,47,106.875,-56.0233918128655
6626,2018-12-01,2018,12,TRUE,S08000024,NHS Lothian,75plus,All Delay Reasons,6002,6700.458333333334,-10.424038156593774
6627,2018-12-01,2018,12,TRUE,S08000024,NHS Lothian,75plus,Health and Social Care Reasons,4951,5955.333333333334,-16.86443524012091
6628,2018-12-01,2018,12,TRUE,S08000024,NHS Lothian,75plus,Patient and Family Related Reasons,353,150.79166666666669,134.09781707654045
6629,2018-12-01,2018,12,TRUE,S08000024,NHS Lothian,75plus,Code 9 AWI,669,573.5833333333334,16.635188144704337
6630,2018-12-01,2018,12,TRUE,S08000024,NHS Lothian,75plus,Code 9 Non-AWI,29,20.75,39.75903614457831
6631,2018-12-01,2018,12,TRUE,S08000025,NHS Orkney,All (18plus),All Delay Reasons,42,24.5,71.42857142857143
