month_ending,hb,hb_name,patient_type,number_waiting,number_waiting_over12weeks
2021-06-30,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,235,8
2022-06-30,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,313,16
2018-09-30,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,261,0
2019-09-30,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,332,14
2020-09-30,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,255,20
2021-09-30,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,235,12
2022-09-30,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,356,14
2018-11-30,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,257,0
2019-11-30,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,269,19
2020-11-30,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,255,15
2021-11-30,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,268,9
2018-01-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,220,0
2019-01-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,279,13
2020-01-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,307,36
2021-01-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,255,9
2022-01-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,257,8
2018-03-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,258,0
2019-03-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,267,14
2020-03-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,325,35
2021-03-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,224,10
2022-03-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,297,11
2018-05-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,237,0
2019-05-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,265,3
2020-05-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,245,62
2021-05-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,267,8
2022-05-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,293,20
2018-07-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,243,0
2019-07-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,314,6
2020-07-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,255,35
2021-07-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,280,10
2022-07-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,305,10
2018-08-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,274,0
2019-08-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,335,10
2020-08-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,254,31
2021-08-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,248,6
2022-08-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,298,8
2018-10-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,275,0
2019-10-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,332,16
2020-10-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,284,20
2021-10-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,242,13
2018-12-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,274,1
2019-12-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,299,26
2020-12-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,234,10
2021-12-31,SB0801,NHS Golden Jubilee National Hospital,New Outpatient,257,8
2018-02-28,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,3627,820
2019-02-28,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,3771,693
2021-02-28,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,5388,3708
2022-02-28,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,8242,5857
2020-02-29,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,4149,1095
2018-04-30,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,3595,855
2019-04-30,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,3972,689
2020-04-30,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,4402,2024
2021-04-30,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,5880,3931
2022-04-30,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,8727,5906
2018-06-30,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,3448,777
2019-06-30,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,3984,725
2020-06-30,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,4586,3808
2021-06-30,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,6010,3674
2022-06-30,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,8785,6236
2018-09-30,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,3510,742
2019-09-30,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,3752,916
2020-09-30,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,4472,3036
2021-09-30,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,6778,4379
2022-09-30,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,8291,5993
2018-11-30,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,3750,674
2019-11-30,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,3810,830
2020-11-30,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,4614,2914
2021-11-30,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,7409,4914
2018-01-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,3488,716
2019-01-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,3822,774
2020-01-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,4090,984
2021-01-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,5107,3405
2022-01-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,7876,5606
2018-03-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,3607,824
2019-03-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,3830,641
2020-03-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,4306,1223
2021-03-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,5638,3847
2022-03-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,8616,5910
2018-05-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,3477,834
2019-05-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,3937,717
2020-05-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,4520,3194
2021-05-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,5943,3779
2022-05-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,8745,6002
2018-07-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,3421,732
2019-07-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,3899,807
2020-07-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,4558,3669
2021-07-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,6059,3795
2022-07-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,8661,6267
2018-08-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,3457,728
2019-08-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,3742,836
2020-08-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,4502,3378
2021-08-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,6391,4017
2022-08-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,8452,6071
2018-10-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,3676,690
2019-10-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,3751,793
2020-10-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,4427,2866
2021-10-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,7133,4641
2018-12-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,3750,688
2019-12-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,3954,911
2020-12-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,4792,3138
2021-12-31,S08000015,NHS Ayrshire and Arran,Inpatient/Day case,7681,5192
2018-02-28,S08000016,NHS Borders,Inpatient/Day case,1294,239
2019-02-28,S08000016,NHS Borders,Inpatient/Day case,1108,136
2021-02-28,S08000016,NHS Borders,Inpatient/Day case,1497,1034
2022-02-28,S08000016,NHS Borders,Inpatient/Day case,2134,1529
2020-02-29,S08000016,NHS Borders,Inpatient/Day case,1095,136
2018-04-30,S08000016,NHS Borders,Inpatient/Day case,1263,225
2019-04-30,S08000016,NHS Borders,Inpatient/Day case,1042,32
2020-04-30,S08000016,NHS Borders,Inpatient/Day case,1098,469
2021-04-30,S08000016,NHS Borders,Inpatient/Day case,1599,1102
2022-04-30,S08000016,NHS Borders,Inpatient/Day case,2382,1468
2018-06-30,S08000016,NHS Borders,Inpatient/Day case,1379,229
2019-06-30,S08000016,NHS Borders,Inpatient/Day case,994,92
2020-06-30,S08000016,NHS Borders,Inpatient/Day case,1110,932
2021-06-30,S08000016,NHS Borders,Inpatient/Day case,1598,1102
2022-06-30,S08000016,NHS Borders,Inpatient/Day case,2469,1758
2018-09-30,S08000016,NHS Borders,Inpatient/Day case,1093,303
2019-09-30,S08000016,NHS Borders,Inpatient/Day case,1188,26
2020-09-30,S08000016,NHS Borders,Inpatient/Day case,1181,875
2021-09-30,S08000016,NHS Borders,Inpatient/Day case,1766,1270
2022-09-30,S08000016,NHS Borders,Inpatient/Day case,2506,1912
2018-11-30,S08000016,NHS Borders,Inpatient/Day case,1062,204
2019-11-30,S08000016,NHS Borders,Inpatient/Day case,1293,30
2020-11-30,S08000016,NHS Borders,Inpatient/Day case,1189,758
2021-11-30,S08000016,NHS Borders,Inpatient/Day case,1962,1400
2018-01-31,S08000016,NHS Borders,Inpatient/Day case,1307,187
2019-01-31,S08000016,NHS Borders,Inpatient/Day case,1159,223
2020-01-31,S08000016,NHS Borders,Inpatient/Day case,1243,140
2021-01-31,S08000016,NHS Borders,Inpatient/Day case,1364,904
2022-01-31,S08000016,NHS Borders,Inpatient/Day case,2107,1513
2018-03-31,S08000016,NHS Borders,Inpatient/Day case,1267,219
2019-03-31,S08000016,NHS Borders,Inpatient/Day case,1114,36
2020-03-31,S08000016,NHS Borders,Inpatient/Day case,1095,171
2021-03-31,S08000016,NHS Borders,Inpatient/Day case,1581,1095
2022-03-31,S08000016,NHS Borders,Inpatient/Day case,2229,1428
2018-05-31,S08000016,NHS Borders,Inpatient/Day case,1334,170
2019-05-31,S08000016,NHS Borders,Inpatient/Day case,1005,41
2020-05-31,S08000016,NHS Borders,Inpatient/Day case,1096,782
2021-05-31,S08000016,NHS Borders,Inpatient/Day case,1615,1117
2022-05-31,S08000016,NHS Borders,Inpatient/Day case,2428,1515
2018-07-31,S08000016,NHS Borders,Inpatient/Day case,1270,254
2019-07-31,S08000016,NHS Borders,Inpatient/Day case,1024,33
2020-07-31,S08000016,NHS Borders,Inpatient/Day case,1120,936
2021-07-31,S08000016,NHS Borders,Inpatient/Day case,1591,1118
2022-07-31,S08000016,NHS Borders,Inpatient/Day case,2501,1848
2018-08-31,S08000016,NHS Borders,Inpatient/Day case,1165,281
2019-08-31,S08000016,NHS Borders,Inpatient/Day case,1053,42
2020-08-31,S08000016,NHS Borders,Inpatient/Day case,1151,939
2021-08-31,S08000016,NHS Borders,Inpatient/Day case,1675,1186
2022-08-31,S08000016,NHS Borders,Inpatient/Day case,2471,1902
2018-10-31,S08000016,NHS Borders,Inpatient/Day case,1103,256
2019-10-31,S08000016,NHS Borders,Inpatient/Day case,1308,16
2020-10-31,S08000016,NHS Borders,Inpatient/Day case,1180,805
2021-10-31,S08000016,NHS Borders,Inpatient/Day case,1847,1349
2018-12-31,S08000016,NHS Borders,Inpatient/Day case,1130,231
2019-12-31,S08000016,NHS Borders,Inpatient/Day case,1292,59
2020-12-31,S08000016,NHS Borders,Inpatient/Day case,1250,803
2021-12-31,S08000016,NHS Borders,Inpatient/Day case,1970,1413
2018-02-28,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2041,149
2019-02-28,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2243,147
2021-02-28,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,1720,865
2022-02-28,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,3009,1479
2020-02-29,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2328,276
2018-04-30,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2112,100
2019-04-30,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2269,177
2020-04-30,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2314,999
2021-04-30,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,1956,739
2022-04-30,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,3048,1338
2018-06-30,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2238,64
2019-06-30,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2197,177
2020-06-30,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2366,1993
2021-06-30,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2082,373
2022-06-30,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,3397,1399
2018-09-30,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2227,133
2019-09-30,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2199,195
2020-09-30,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2044,1154
2021-09-30,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2431,717
2022-09-30,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,3654,1918
2018-11-30,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2195,61
2019-11-30,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2312,195
2020-11-30,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,1741,586
2021-11-30,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2731,912
2018-01-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2130,129
2019-01-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2228,145
2020-01-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2350,263
2021-01-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,1651,577
2022-01-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2866,1402
2018-03-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2038,91
2019-03-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2202,147
2020-03-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2319,354
2021-03-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,1863,902
2022-03-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,3035,1379
2018-05-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2182,85
2019-05-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2193,222
2020-05-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2397,1774
2021-05-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,1945,461
2022-05-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,3191,1370
2018-07-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2152,70
2019-07-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2183,127
2020-07-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2332,1820
2021-07-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2139,447
2022-07-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,3427,1452
2018-08-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2162,87
2019-08-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2250,158
2020-08-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2188,1522
2021-08-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2240,593
2022-08-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,3446,1629
2018-10-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2210,98
2019-10-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2248,184
2020-10-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,1878,859
2021-10-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2592,837
2018-12-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2159,93
2019-12-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2352,237
2020-12-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,1635,424
2021-12-31,S08000017,NHS Dumfries and Galloway,Inpatient/Day case,2815,1216
2018-02-28,S08000019,NHS Forth Valley,Inpatient/Day case,3433,1308
2019-02-28,S08000019,NHS Forth Valley,Inpatient/Day case,3179,1060
2021-02-28,S08000019,NHS Forth Valley,Inpatient/Day case,3145,1920
2022-02-28,S08000019,NHS Forth Valley,Inpatient/Day case,3914,1770
2020-02-29,S08000019,NHS Forth Valley,Inpatient/Day case,2974,958
2018-04-30,S08000019,NHS Forth Valley,Inpatient/Day case,3425,1197
2019-04-30,S08000019,NHS Forth Valley,Inpatient/Day case,2940,823
2020-04-30,S08000019,NHS Forth Valley,Inpatient/Day case,3007,1530
2021-04-30,S08000019,NHS Forth Valley,Inpatient/Day case,3006,1607
2022-04-30,S08000019,NHS Forth Valley,Inpatient/Day case,3904,1872
2018-06-30,S08000019,NHS Forth Valley,Inpatient/Day case,3305,1100
2019-06-30,S08000019,NHS Forth Valley,Inpatient/Day case,2887,863
2020-06-30,S08000019,NHS Forth Valley,Inpatient/Day case,3256,2641
2021-06-30,S08000019,NHS Forth Valley,Inpatient/Day case,2947,1413
2022-06-30,S08000019,NHS Forth Valley,Inpatient/Day case,4110,1846
2018-09-30,S08000019,NHS Forth Valley,Inpatient/Day case,3251,1273
2019-09-30,S08000019,NHS Forth Valley,Inpatient/Day case,2682,867
2020-09-30,S08000019,NHS Forth Valley,Inpatient/Day case,2983,1979
2021-09-30,S08000019,NHS Forth Valley,Inpatient/Day case,3165,1342
2022-09-30,S08000019,NHS Forth Valley,Inpatient/Day case,4099,1962
2018-11-30,S08000019,NHS Forth Valley,Inpatient/Day case,3060,1067
2019-11-30,S08000019,NHS Forth Valley,Inpatient/Day case,2898,699
2020-11-30,S08000019,NHS Forth Valley,Inpatient/Day case,2875,1663
2021-11-30,S08000019,NHS Forth Valley,Inpatient/Day case,3217,1292
2018-01-31,S08000019,NHS Forth Valley,Inpatient/Day case,3463,1293
2019-01-31,S08000019,NHS Forth Valley,Inpatient/Day case,3214,1055
2020-01-31,S08000019,NHS Forth Valley,Inpatient/Day case,3024,865
2021-01-31,S08000019,NHS Forth Valley,Inpatient/Day case,2797,1675
2022-01-31,S08000019,NHS Forth Valley,Inpatient/Day case,3657,1642
2018-03-31,S08000019,NHS Forth Valley,Inpatient/Day case,3481,1192
2019-03-31,S08000019,NHS Forth Valley,Inpatient/Day case,3020,828
2020-03-31,S08000019,NHS Forth Valley,Inpatient/Day case,2912,999
2021-03-31,S08000019,NHS Forth Valley,Inpatient/Day case,3205,1767
2022-03-31,S08000019,NHS Forth Valley,Inpatient/Day case,3952,1633
2018-05-31,S08000019,NHS Forth Valley,Inpatient/Day case,3380,1143
2019-05-31,S08000019,NHS Forth Valley,Inpatient/Day case,2916,872
2020-05-31,S08000019,NHS Forth Valley,Inpatient/Day case,3096,2283
2021-05-31,S08000019,NHS Forth Valley,Inpatient/Day case,2863,1484
2022-05-31,S08000019,NHS Forth Valley,Inpatient/Day case,4055,1856
2018-07-31,S08000019,NHS Forth Valley,Inpatient/Day case,3319,1187
2019-07-31,S08000019,NHS Forth Valley,Inpatient/Day case,2904,905
2020-07-31,S08000019,NHS Forth Valley,Inpatient/Day case,3171,2432
2021-07-31,S08000019,NHS Forth Valley,Inpatient/Day case,3028,1347
2022-07-31,S08000019,NHS Forth Valley,Inpatient/Day case,4113,1893
2018-08-31,S08000019,NHS Forth Valley,Inpatient/Day case,3305,1303
2019-08-31,S08000019,NHS Forth Valley,Inpatient/Day case,2790,982
2020-08-31,S08000019,NHS Forth Valley,Inpatient/Day case,3128,2207
2021-08-31,S08000019,NHS Forth Valley,Inpatient/Day case,2967,1274
2022-08-31,S08000019,NHS Forth Valley,Inpatient/Day case,4080,1963
2018-10-31,S08000019,NHS Forth Valley,Inpatient/Day case,3124,1142
2019-10-31,S08000019,NHS Forth Valley,Inpatient/Day case,2699,763
2020-10-31,S08000019,NHS Forth Valley,Inpatient/Day case,2887,1734
2021-10-31,S08000019,NHS Forth Valley,Inpatient/Day case,3251,1389
2018-12-31,S08000019,NHS Forth Valley,Inpatient/Day case,3194,1075
2019-12-31,S08000019,NHS Forth Valley,Inpatient/Day case,3020,814
2020-12-31,S08000019,NHS Forth Valley,Inpatient/Day case,2810,1645
2021-12-31,S08000019,NHS Forth Valley,Inpatient/Day case,3143,1378
2018-02-28,S08000020,NHS Grampian,Inpatient/Day case,9458,4601
2019-02-28,S08000020,NHS Grampian,Inpatient/Day case,9489,4854
2021-02-28,S08000020,NHS Grampian,Inpatient/Day case,10735,8068
2022-02-28,S08000020,NHS Grampian,Inpatient/Day case,14776,10266
2020-02-29,S08000020,NHS Grampian,Inpatient/Day case,9235,4025
2018-04-30,S08000020,NHS Grampian,Inpatient/Day case,9633,4915
2019-04-30,S08000020,NHS Grampian,Inpatient/Day case,8878,4230
2020-04-30,S08000020,NHS Grampian,Inpatient/Day case,9407,5708
2021-04-30,S08000020,NHS Grampian,Inpatient/Day case,10638,7911
2022-04-30,S08000020,NHS Grampian,Inpatient/Day case,15477,11038
2018-06-30,S08000020,NHS Grampian,Inpatient/Day case,9705,5093
2019-06-30,S08000020,NHS Grampian,Inpatient/Day case,8473,3922
2020-06-30,S08000020,NHS Grampian,Inpatient/Day case,9763,8255
2021-06-30,S08000020,NHS Grampian,Inpatient/Day case,10787,7587
2022-06-30,S08000020,NHS Grampian,Inpatient/Day case,16096,11518
2018-09-30,S08000020,NHS Grampian,Inpatient/Day case,9481,5082
2019-09-30,S08000020,NHS Grampian,Inpatient/Day case,8644,3796
2020-09-30,S08000020,NHS Grampian,Inpatient/Day case,10219,7944
2021-09-30,S08000020,NHS Grampian,Inpatient/Day case,12053,8259
2022-09-30,S08000020,NHS Grampian,Inpatient/Day case,16670,12322
2018-11-30,S08000020,NHS Grampian,Inpatient/Day case,9522,4819
2019-11-30,S08000020,NHS Grampian,Inpatient/Day case,8826,3618
2020-11-30,S08000020,NHS Grampian,Inpatient/Day case,10087,7527
2021-11-30,S08000020,NHS Grampian,Inpatient/Day case,12963,8785
2018-01-31,S08000020,NHS Grampian,Inpatient/Day case,9376,4300
2019-01-31,S08000020,NHS Grampian,Inpatient/Day case,9696,5043
2020-01-31,S08000020,NHS Grampian,Inpatient/Day case,9202,3964
2021-01-31,S08000020,NHS Grampian,Inpatient/Day case,10487,7729
2022-01-31,S08000020,NHS Grampian,Inpatient/Day case,14169,9706
2018-03-31,S08000020,NHS Grampian,Inpatient/Day case,9592,4617
2019-03-31,S08000020,NHS Grampian,Inpatient/Day case,8963,4252
2020-03-31,S08000020,NHS Grampian,Inpatient/Day case,9228,4135
2021-03-31,S08000020,NHS Grampian,Inpatient/Day case,10695,8021
2022-03-31,S08000020,NHS Grampian,Inpatient/Day case,15066,10443
2018-05-31,S08000020,NHS Grampian,Inpatient/Day case,9794,5010
2019-05-31,S08000020,NHS Grampian,Inpatient/Day case,8537,4055
2020-05-31,S08000020,NHS Grampian,Inpatient/Day case,9591,7615
2021-05-31,S08000020,NHS Grampian,Inpatient/Day case,10556,7729
2022-05-31,S08000020,NHS Grampian,Inpatient/Day case,15876,11320
2018-07-31,S08000020,NHS Grampian,Inpatient/Day case,9414,5126
2019-07-31,S08000020,NHS Grampian,Inpatient/Day case,8432,3823
2020-07-31,S08000020,NHS Grampian,Inpatient/Day case,9977,8182
2021-07-31,S08000020,NHS Grampian,Inpatient/Day case,11084,7770
2022-07-31,S08000020,NHS Grampian,Inpatient/Day case,16171,11883
2018-08-31,S08000020,NHS Grampian,Inpatient/Day case,9394,5035
2019-08-31,S08000020,NHS Grampian,Inpatient/Day case,8467,3817
2020-08-31,S08000020,NHS Grampian,Inpatient/Day case,10173,8084
2021-08-31,S08000020,NHS Grampian,Inpatient/Day case,11465,7900
2022-08-31,S08000020,NHS Grampian,Inpatient/Day case,16460,12020
2018-10-31,S08000020,NHS Grampian,Inpatient/Day case,9504,4823
2019-10-31,S08000020,NHS Grampian,Inpatient/Day case,8714,3602
2020-10-31,S08000020,NHS Grampian,Inpatient/Day case,10280,7885
2021-10-31,S08000020,NHS Grampian,Inpatient/Day case,12491,8484
2018-12-31,S08000020,NHS Grampian,Inpatient/Day case,9720,5061
2019-12-31,S08000020,NHS Grampian,Inpatient/Day case,9192,3962
2020-12-31,S08000020,NHS Grampian,Inpatient/Day case,9992,7314
2021-12-31,S08000020,NHS Grampian,Inpatient/Day case,13726,9347
2018-02-28,S08000022,NHS Highland,Inpatient/Day case,4813,1949
2019-02-28,S08000022,NHS Highland,Inpatient/Day case,5289,2662
2021-02-28,S08000022,NHS Highland,Inpatient/Day case,5398,3737
2022-02-28,S08000022,NHS Highland,Inpatient/Day case,6984,4706
2020-02-29,S08000022,NHS Highland,Inpatient/Day case,4982,2205
2018-04-30,S08000022,NHS Highland,Inpatient/Day case,4836,2027
2019-04-30,S08000022,NHS Highland,Inpatient/Day case,4973,2295
2020-04-30,S08000022,NHS Highland,Inpatient/Day case,5132,3337
2021-04-30,S08000022,NHS Highland,Inpatient/Day case,5726,3943
2022-04-30,S08000022,NHS Highland,Inpatient/Day case,7463,5185
2018-06-30,S08000022,NHS Highland,Inpatient/Day case,5106,2012
2019-06-30,S08000022,NHS Highland,Inpatient/Day case,4910,2212
2020-06-30,S08000022,NHS Highland,Inpatient/Day case,5144,4511
2021-06-30,S08000022,NHS Highland,Inpatient/Day case,5804,3752
2022-06-30,S08000022,NHS Highland,Inpatient/Day case,7726,5543
2018-09-30,S08000022,NHS Highland,Inpatient/Day case,5225,2492
2019-09-30,S08000022,NHS Highland,Inpatient/Day case,4897,2041
2020-09-30,S08000022,NHS Highland,Inpatient/Day case,5056,3523
2021-09-30,S08000022,NHS Highland,Inpatient/Day case,5992,4131
2022-09-30,S08000022,NHS Highland,Inpatient/Day case,7506,5275
2018-11-30,S08000022,NHS Highland,Inpatient/Day case,5264,2434
2019-11-30,S08000022,NHS Highland,Inpatient/Day case,4827,1888
2020-11-30,S08000022,NHS Highland,Inpatient/Day case,4933,3128
2021-11-30,S08000022,NHS Highland,Inpatient/Day case,6279,4163
2018-01-31,S08000022,NHS Highland,Inpatient/Day case,4512,1694
2019-01-31,S08000022,NHS Highland,Inpatient/Day case,5231,2613
2020-01-31,S08000022,NHS Highland,Inpatient/Day case,5020,2157
2021-01-31,S08000022,NHS Highland,Inpatient/Day case,5183,3411
2022-01-31,S08000022,NHS Highland,Inpatient/Day case,6832,4514
2018-03-31,S08000022,NHS Highland,Inpatient/Day case,4847,1971
2019-03-31,S08000022,NHS Highland,Inpatient/Day case,5120,2330
2020-03-31,S08000022,NHS Highland,Inpatient/Day case,5102,2446
2021-03-31,S08000022,NHS Highland,Inpatient/Day case,5576,3911
2022-03-31,S08000022,NHS Highland,Inpatient/Day case,7376,4866
2018-05-31,S08000022,NHS Highland,Inpatient/Day case,4922,2025
2019-05-31,S08000022,NHS Highland,Inpatient/Day case,4830,2225
2020-05-31,S08000022,NHS Highland,Inpatient/Day case,5156,4312
